ID,Title,Year,Director,Cast,Genre,Duration
b2015,nacho libre,,jared hess,"jack black, hctor jimnez, ana de la reguera, richard montoya","documentary, kids & family, comedy",
b2016,the nativity story,,catherine hardwicke,"keisha castle-hughes, oscar isaac, hiam abbass, shaun toub","drama, faith & spirituality",
b2017,night at the museum,,shawn levy,"ben stiller, carla gugino, robin williams, dick van dyke","action & adventure, kids & family, comedy",
b2018,the night listener,,patrick stettner,"robin williams, toni collette, bobby cannavale, joe morton","mystery & suspense, drama",
b2019,night of the living dead,,george a. romero,"judith o'dea, russell streiner, duane jones, keith wayne","horror, classics, cult movies",
b2022,northern limit line,,kim hak-soon,"jin goo, kim moo-yeol, lee chung-ah, lee hyun woo","documentary, drama",
b2023,o jerusalem,,elie chouraqui,"j.j. feild, said taghmaoui, maria papas, patrick bruel",drama,
b2024,occupation 101: voices of the silences majority,,sufyan omeish & abdallah omeish,"james akins, rabbi arik ascherman, bishop barltlett jr.",documentary,
b2025,the oh in ohio,,billy kent,"parker posey, paul rudd, mischa barton, miranda bailey",comedy,
b2027,the omen,,john moore,"julia stiles, liev schreiber, mia farrow, david thewlis","mystery & suspense, horror",
b2028,one night with the king,,michael o. sajbel,"peter o'toole, tiffany dupont, omar sharif, luke goss","drama, musical & performing arts, classics",
b2030,open season,,roger allers,"martin lawrence, ashton kutcher, gary sinise, jane krakowski","action & adventure, animation, comedy",
b2033,paper dolls,,tomer heymann,alex claude,"documentary, drama, special interest",
b2034,a murder in the park,,brandon kimber,"aswan harris, david hammett, christopher george s..., joseph a. moore","documentary, mystery & suspense",
b2036,penelope,,mark palansky,"christina ricci, james mcavoy, richard e. grant, catherine o'hara","drama, romance, science fiction & fantasy, comedy",
b2037,phat girlz,,nnegest likk,"mo'nique, jimmy jean-louis, godfrey, kendra c. johnson","comedy, romance",
b2038,the pink panther,,david silverman,"steve martin, kevin kline, beyonce knowles, jean reno","drama, action & adventure, comedy",
b2039,poseidon,,wolfgang petersen,"kurt russell, josh lucas, richard dreyfuss, andre braugher","drama, action & adventure",
b2040,premium,,pete chatmon,"dorian missick, zoe saldana, william sadler, frankie faison","drama, comedy",
b2041,a prairie home companion,,robert altman,"garrison keillor, kevin kline, meryl streep, lily tomlin",comedy,
b2042,the prestige,,christopher nolan,"hugh jackman, christian bale, michael caine, piper perabo","drama, action & adventure, mystery & suspense",
b2046,the quick and the undead,,gerald nott,"clint glenn, parrish randall, nicola giacobbe, erin mccarthy","western, action & adventure, horror",
b2047,quick pick,,will vzquez,"oscar a. diaz, ralph diaz-wagner, john ""b.j."" bryant, angelina assereto",comedy,
b2048,the rape of the sabine women,,eve sussman,"popi alkouli-troiano..., fergus baumann, kostas beveratos, nesbitt blaisdell","drama, action & adventure, special interest",
b2050,the return,,asif kapadia,"sarah michelle gella..., sam shepard, darrian mcclanahan, j.c. mackenzie","mystery & suspense, drama",
b2052,rocky balboa,,sylvester stallone,"sylvester stallone, burt young, milo ventimiglia, geraldine hughes",drama,
b2053,romantic schemer,,valentine (xv),"valentine (xv), diane sorrentino",romance,
b2055,billy owens and the secret of the runes,,mark mcnabb,"dalton mugridge, ciara o'hanlon, christopher fazio, roddy piper","kids & family, science fiction & fantasy, special interest",
b2056,running scared,,wayne kramer,"paul walker, cameron bright, vera farmiga, karel roden","drama, action & adventure, mystery & suspense",
b2057,running with scissors,,ryan murphy,"annette bening, brian cox, alec baldwin, joseph fiennes","drama, comedy",
b2058,rv,,barry sonnenfeld,"robin williams, cheryl hines, josh hutcherson, jeff daniels","action & adventure, kids & family, comedy",
b2059,sacco and vanzetti,,peter miller,"arlo guthrie, michael topp, howard zinn, giuliano montaldo",documentary,
b2060,the sasquatch gang,,tim skousen,"justin long, joey kern, jeremy sumpter, carl weathers","science fiction & fantasy, comedy",
b2064,scary movie 4,,david zucker,"anthony anderson, craig bierko, carmen electra, chris elliott",comedy,
b2066,scoop,,woody allen,"woody allen, hugh jackman, scarlett johansson, ian mcshane","romance, mystery & suspense, comedy",
b2067,scott walker: 30 century man,,stephen kijack,"scott walker, sara kestelman, david bowie, lulu","musical & performing arts, documentary",
b2070,see no evil,,gregory dark,"glenn 'kane' jacobs, christina vidal, michael j. pagan, rachel taylor","mystery & suspense, horror",
b2072,the shaggy dog,,brian robbins,"tim allen, kristin davis, robert downey jr., zena grey","action & adventure, kids & family, comedy",
b2074,sherrybaby,,laurie collyer,"maggie gyllenhaal, sam bottoms, giancarlo esposito, bridget barkan",drama,
b2075,shortbus,,john cameron mitchell,"sook yin lee, paul dawson, pj deboy, raphael barker","drama, art house & international, gay & lesbian, comedy",
b2076,shottas,,cess silvera,"ky-mani marley, paul campbell, spragga benz, tyson beckford","drama, action & adventure",
b2078,simon says,,william dear,"crispin glover, margo harshman, greg cipes, carrie finklea","mystery & suspense, horror",
b2079,sleeping dogs lie,,bobcat goldthwait,"melinda page hamilto..., bryce johnson, steve agee, geoffrey pierson","drama, comedy",
b2081,small town gay bar,,malcolm ingram,"jim bishop, bill curtis, rick gladish, fred phelps","documentary, special interest",
b2083,snow blind,,christopher j. scott,"lindsey jacobellis, molly aguirre, sherman poppen, jeff meyer","documentary, sports & fitness",
b2084,so much so fast,,steven ascher,"robert bonazoli, benjamin heywood, john heywood, melinda marsh heywoo...","documentary, sports & fitness, special interest",
b2085,something new,,sanaa hamri,"sanaa lathan, simon baker, mike epps, donald faison","drama, romance, comedy",
b2086,midnight special,,jeff nichols,"michael shannon, kirsten dunst, joel edgerton, adam driver","drama, science fiction & fantasy",
b2087,stalking santa,,greg kiefer,"lisa clark, christopher clark, daryn tufts, william shatner",comedy,
b2093,alex rider: operation stormbreaker,,geoffrey sax,"alex pettyfer, ewan mcgregor, mickey rourke, bill nighy","action & adventure, kids & family, mystery & suspense",
b2097,sweet insanity,,daniel hess,"rebekah isaacs, mackenzie firgens, david fine, chris ratti","mystery & suspense, horror",
b2098,take the lead,,liz friedlander,"antonio banderas, rob brown (vi), yaya dacosta, alfre woodard","musical & performing arts, drama",
b2100,thank you for smoking,,jason reitman,"aaron eckhart, maria bello, katie holmes, mary jo smith","drama, comedy",
b2101,this film is not yet rated,,kirby dick,"alison andres, todd solondz, allison anders, david ansen","documentary, television",
b2102,the rainforests are under threat,,jerome dolbert,,"documentary, art house & international",
b2104,tristan & isolde,,kevin reynolds,"james franco, sophia myles, rufus sewell, david o'hara","drama, romance, science fiction & fantasy",
b2106,turistas,,alicia scherson,"aline kppenheim, diego noguera, marcelo alonso, viviana herr","art house & international, drama",
b2109,unaccompanied minors,,paul feig,"lewis black, wilmer valderrama, tyler james williams, dyllan christopher","comedy, kids & family",
b2110,underworld: evolution,,len wiseman,"kate beckinsale, scott speedman, tony curran, derek jacobi","action & adventure, horror, mystery & suspense, science fiction & fantasy",
b2111,undoing,,chris chan lee,"russell wong, jose zuniga, mary mara, julia ling","mystery & suspense, drama",
b2112,unidentified,,jason richard miller,"jonathan aube, josh adamson, michael blain-rozgay, jenna bailey","drama, faith & spirituality, mystery & suspense, science fiction & fantasy",
b2113,united 93,,paul greengrass,"becky london, cheyenne jackson, chip zien, ben sliney","drama, action & adventure",
b2116,vanaja,,rajnesh domalpalli,"mamatha bhukya, urmila dammannagari, ramachandriah marika..., krishnamma gundimall...","art house & international, drama",
b2117,vacationland,,todd verow,"brad hallowell, gregory j. lucas, jennifer stackpole, mindy hofman","art house & international, drama",
b2118,waist deep,,stan lathan,"tyrese gibson, meagan good, the game, paul terrel clayton","drama, action & adventure",
b2119,the war tapes,,deborah scranton,"steve pink, mike moriarty, zack bazzi, lindsay coletti","documentary, special interest",
b2120,we are marshall,,joseph mcginty nichol,"matthew mcconaughey, matthew fox, david strathairn, kate mara",drama,
b2121,when a stranger calls,,simon west,"camilla belle, tessa thompson, brian geraghty, katie cassidy","mystery & suspense, horror",
b2122,when i came home,,dan lohaus,"herod noel, nicole goodwin, nicole prince, paul rieckhoff","documentary, special interest",
b2123,who killed the electric car?,,chris paine,"greg ""gadget"" abbot, dave barthmuss, tom hanks, mel gibson","musical & performing arts, documentary",
b2124,wicked little things,,j.s. cardone,"lori heuring, scout taylor-compton, chloe grace moretz, geoffrey lewis",horror,
b2125,the wicker man,,neil labute,"nicolas cage, ellen burstyn, kate beahan, frances conroy","drama, action & adventure, horror, mystery & suspense",
b2126,the wild,,dominic scott kay,"kiefer sutherland, james belushi, eddie izzard, janeane garofalo","action & adventure, animation, kids & family, comedy",
b2127,the woods,,lucky mckee,"agnes bruckner, patricia clarkson, bruce campbell, rachel nichols","mystery & suspense, horror",
b2129,world trade center,,oliver stone,"nicolas cage, michael pea, maggie gyllenhaal, maria bello",drama,
b2130,yellow day,,carl lauten,"akeem smith, andrew seeley, ashley boettcher, lindsey shaw","drama, faith & spirituality, kids & family, science fiction & fantasy",
b2132,10 mph,,hunter weeks,"hunter weeks, gannon weeks, j. fred keough, josh caldwell","documentary, special interest",
b2134,1408,,mikael hfstrm,"john cusack, samuel l. jackson, mary mccormack, tony shalhoub","mystery & suspense, horror",
b2138,adrift in manhattan,,alfredo de villa,"heather graham, william baldwin, victor rasuk, dominic chianese",drama,
b2139,adventures of johnny tao rock around the dragon,,kenn scott,"matthew twining, matt twining, chris yen, jason london",action & adventure,
b2141,after sex,,eric amadio,"emmanuelle chirqui, mila kunis, jane seymour, emmanuelle chriqui","drama, art house & international, comedy",
b2142,alibi,,roland west,"chester morris, harry stubbs, mae busch, eleanore griffith","drama, action & adventure, mystery & suspense, classics",
b2146,alvin and the chipmunks: the road chip,,walt becker,"justin long, matthew gray gubler, jesse mccartney, kaley cuoco-sweeting","animation, kids & family, comedy",
b2147,an american crime,,tommy o'haver,"catherine keener, ellen page, james franco, ari graynor",drama,
b2149,american pastime,,desmond nakano,"aaron yoo, gary cole, leonardo nam, masatoshi nakamura",drama,
b2151,anamorph,,henry miller,"willem dafoe, scott speedman, peter stormare, clea duvall","mystery & suspense, drama",
b2153,arctic tale,,adam ravetch,"queen latifah, preston bailey, kwesi boakye, katrina agate","documentary, special interest",
b2155,the assassination of jesse james by the coward robert ford,,andrew dominik,"brad pitt, casey affleck, mary-louise parker, brooklynn proulx","western, drama, action & adventure",
b2157,star wars: episode vii - the force awakens,,j.j. abrams,"harrison ford, mark hamill, carrie fisher, peter mayhew","action & adventure, science fiction & fantasy",
b2160,once i was a beehive,,maclain nelson,"mila smith, adam johnson, paris warner, hailey smith","drama, comedy",
b2162,beowulf,,robert zemeckis,"ray winstone, anthony hopkins, john malkovich, robin wright","action & adventure, animation, science fiction & fantasy",
b2163,beyond belief,,beth murphy,"patti quigley, susan retik","documentary, drama, special interest",
b2164,blades of glory,,will speck & josh gordon,"will ferrell, jon heder, will arnett, amy poehler",comedy,
b2166,the blue hour,,eric nazarian,"emily rios, alyssa milano, yorick van wageninge..., clarence williams ii...",drama,
b2167,blue state,,marshall lewy,"breckin meyer, anna paquin, richard blackburn, gloria o'neill","drama, art house & international, comedy",
b2168,the bourne ultimatum,,paul greengrass,"matt damon, julia stiles, david strathairn, scott glenn","drama, action & adventure, mystery & suspense",
b2169,the brave one,,neil jordan,"jodie foster, terence dashon howar..., terrence howard, nicky katt","drama, action & adventure, mystery & suspense",
b2170,breach,,billy ray,"chris cooper, ryan phillippe, laura linney, caroline dhavernas","mystery & suspense, drama",
b2172,broken english,,zoe r. cassavetes,"parker posey, melvil poupaud, drea de matteo, nadia dajani","drama, art house & international, comedy",
b2173,brooklyn rules,,michael corrente,"scott caan, freddie prinze jr., alec baldwin, freddie prince","drama, comedy",
b2174,brotherhood of blood,,sid haig,"victoria pratt, jason connery, ken foree, sid haig","mystery & suspense, horror",
b2175,the brothers solomon,,bob odenkirk,"will arnett, will forte, chi mcbride, kristen wiig",comedy,
b2177,captive,,jerry jameson,"kate mara, david oyelowo, michael k. williams, mimi rogers","drama, mystery & suspense, special interest",
b2178,catacombs,,david elliott,"shannyn sossamon, cabral ibaka, pink, emil hostina","mystery & suspense, horror",
b2179,chapter 27,,jarrett schaeffer,"jared leto, lindsay lohan, judah friedlander, ursula abbott",drama,
b2181,chicago 10,,brett morgen,"hank azaria, mark ruffalo, dylan baker, liev schreiber","documentary, drama, animation",
b2182,the comebacks,,tom brady,"david koechner, carl weathers, melora hardin, matthew lawrence",comedy,
b2183,the condemned 2,,roel rein,"randy orton, eric roberts, wes studi, steven michael queza...",action & adventure,
b2184,control,,hanne myren,"sam riley, samantha morton, alexandra maria lara, nigel harris","musical & performing arts, drama",
b2185,crazy love,,dan klores,"bob janoff, linda riss pugach, rusty goldberg, jimmy breslin",documentary,
b2186,cthulhu,,dan gildark,"jason cottle, cara buono, scott green, scott patrick green",horror,
b2188,dalai lama renaissance,,khashyar darvich,"harrison ford, the dalai lama (xiv), brother wayne teasda..., michael toms","documentary, special interest",
b2190,darfur now,,ted braun,"hawa abaker, kalatumh adam, nimeri issa, don cheadle","documentary, drama, musical & performing arts, special interest",
b2191,dark matter,,chen shi-zheng,"meryl streep, aidan quinn, ye liu, blair brown",drama,
b2193,dead silence,,james wan,"ryan kwanten, amber valletta, donnie wahlberg, michael fairman","mystery & suspense, horror",
b2195,delta farce,,c.b. harding,"larry the cable guy, bill engvall, d.j. qualls, danny trejo","action & adventure, comedy",
b2196,dirty country,,joe pickett,"larry pierce, doug clark's hot nut..., blowfly, john valby","documentary, musical & performing arts, special interest",
b2198,the diving bell and the butterfly,,julian schnabel,"mathieu amalric, emmanuelle seigner, anne consigny, max von sydow",drama,
b2200,enchanted kingdom 3d,,neil nightingale,"idris elba, hayley joanne bacon","documentary, special interest",
b2201,epic,,chris wedge,"beyonce knowles, colin farrell, josh hutcherson, amanda seyfried","action & adventure, animation, kids & family, science fiction & fantasy",
b2204,the exorcism of molly hartley,,steven r. monroe,"sarah lind, devon sawa, gina holden, peter macneill",horror,
b2205,extreme,,jon long,"lynn hill, nancy feagin, ross clarke-jones, brandon ruff","documentary, sports & fitness",
b2206,feel the noise,,alejandro chomski,"rosa arredondo, omarion grandberry, giancarlo esposito, james mccaffrey",drama,
b2207,finishing the game,,justin lin,"roger fan, sung kang, james franco, mccaleb burnett",comedy,
b2208,firehouse dog,,todd holland,"josh hutcherson, bruce greenwood, bill nunn, steven culp","action & adventure, kids & family, comedy",
b2210,for the bible tells me so,,daniel karslake,"genevieve robinson, imogene robinson, victor robinson, isabella 'boo' mcdan...","documentary, faith & spirituality, special interest",
b2212,freakshow,,drew bell,"christopher adamson, rebekah kochan, robert pike daniel, mike murga",horror,
b2213,fred claus,,david dobkin,"vince vaughn, michael higgins, paul giamatti, john michael higgins",comedy,
b2215,full of it,,christian charles,"ryan pinkston, kate mara, john carroll lynch, cynthia stevenson","drama, comedy",
b2216,the game plan,,andy fickman,"dwayne ""the rock"" jo..., madison pettis, kyra sedgwick, roselyn sanchez",comedy,
b2217,the gene generation,,pearry reginald teo,"ling bai, alec newman, parry shen, faye dunaway",science fiction & fantasy,
b2220,ghosts of abu ghraib,,rory kennedy,"john yoo, alfred mccoy, rear admiral john hu..., javal davis","documentary, special interest",
b2222,glass lips,,lech majewski,"grzegorz przybyl, patryk czajka, joanna litwin, misia rutkowska","drama, art house & international, special interest",
b2226,the good night,,jake paltrow,"penelope cruz, martin freeman (ii), gwyneth paltrow, simon pegg","drama, romance, comedy",
b2227,grace is gone,,james c. strouse,"john cusack, gracie bednarczyk, alessandro nivola, grace phillips",drama,
b2229,the great debaters,,denzel washington,"denzel washington, nate parker, jurnee smollett, denzel whitaker",drama,
b2230,grindhouse,,robert rodriguez,"rose mcgowan, kurt russell, freddy rodriguez, rosario dawson","action & adventure, horror",
b2231,hairspray,,adam shankman,"john travolta, michelle pfeiffer, queen latifah, christopher walken","musical & performing arts, comedy",
b2232,tales of halloween,,darren lynn bousman,"booboo steward, grace phipps, keir gilchrist, greg grunberg",horror,
b2236,the heartbreak kid,,peter farrelly,"ben stiller, michelle monaghan, jerry stiller, malin akerman","drama, romance, comedy",
b2237,the hills have eyes 2,,martin weisz,"michael mcmillian, jessica stroup, jacob vargas, flex alexander",horror,
b2240,the hoax,,lasse hallstrom,"richard gere, alfred molina, marcia gay harden, julie delpy","drama, comedy",
b2241,honeydripper,,john sayles,"danny glover, lisa gay hamilton, yaya dacosta, charles s. dutton",drama,
b2242,hostel part ii,,eli roth,"roger bart, lauren german, heather matarazzo, bijou phillips",horror,
b2243,hot rod,,akiva schaffer,"andy samberg, jorma taccone, isla fisher, bill hader","action & adventure, comedy",
b2245,i am an american soldier,,john laurence,"brian little, darnell ""doc"" herd, luke murphy, mario terenas",documentary,
b2247,i could never be your woman,,amy heckerling,"michelle pfeiffer, paul rudd, stacey dash, sarah alexander","comedy, romance",
b2248,i know who killed me,,chris siverston,"lindsay lohan, julia ormond, neal mcdonough, brian geraghty","mystery & suspense, drama",
b2250,in the land of women,,jonathan kasdan,"adam brody, meg ryan, olympia dukakis, makenzie vega","drama, comedy",
b2251,in the valley of elah,,paul haggis,"tommy lee jones, charlize theron, jason patric, susan sarandon",drama,
b2253,into the wild,,sean penn,"emile hirsch, marcia gay harden, william hurt, catherine keener","drama, action & adventure",
b2256,itty bitty titty committee,,jamie babbit,"nicole vicius, clea duvall, melonie diaz, daniela sea","gay & lesbian, comedy",
b2257,joshua,,george ratliff,"sam rockwell, vera farmiga, celia weston, dallas roberts","drama, art house & international, mystery & suspense",
b2262,the kite runner,,marc forster,"shaun toub, atossa leoni, homayon ershadi, ahmad khan mahmoodza...",drama,
b2263,knock knock,,eli roth,"keanu reeves, ana de armas, aaron burns, ignacia allamand",mystery & suspense,
b2265,lake of fire,,tony kaye,"noam chomsky, alan m. dershowitz, nat hentoff, flip benham","documentary, special interest",
b2267,the last mimzy,,robert shaye,"chris o'neil, joely richardson, chris o'neill, timothy hutton","drama, action & adventure, kids & family",
b2270,the life before her eyes,,vadim perelman,"uma thurman, evan rachel wood, eva amurri, gabrielle brennan","mystery & suspense, drama",
b2276,lust caution,,ang lee,"tony leung chiu wai, tang wei, joan chen, leehom wang","drama, romance, mystery & suspense",
b2277,margot at the wedding,,noah baumbach,"nicole kidman, jennifer jason leigh, jack black, john turturro","drama, art house & international, comedy",
b2281,meet the robinsons,,steve anderson (v),"angela bassett, daniel hansen, jordan fry, wesley singerman","action & adventure, animation, kids & family",
b2282,the messengers,,danny pang,"kristen stewart, dylan mcdermott, john corbett, penelope ann miller","mystery & suspense, horror",
b2284,a mighty heart,,michael winterbottom,"angelina jolie, dan futterman, archie panjabi, irfan khan",drama,
b2287,monster camp: the story of nero seattle,,cullen hoback,"shane macomber, j.p., paul vorvick, rebecca mckonee","documentary, comedy, special interest",
b2288,moving mcallister,,andrew black,"ben gourley, mila kunis, jon heder, rutger hauer",comedy,
b2289,mr. brooks,,bruce a. evans,"kevin costner, demi moore, dane cook, marg helgenberger","mystery & suspense, drama",
b2291,mr. untouchable,,marc levin,"leon ""scrap"" batts, thelma grant, joseph ""jazz"" hayden, jackie hayden",documentary,
b2292,music and lyrics,,marc lawrence,"hugh grant, drew barrymore, brad garrett, kristen johnston","comedy, romance",
b2294,my sexiest year,,howard himelstein,"frankie muniz, amber valletta, frances fisher, ryan cabrera","drama, comedy",
b2295,nancy drew,,andrew fleming,"emma roberts, rachael leigh cook, tate donovan, caroline aaron","action & adventure, kids & family, mystery & suspense",
b2296,nanking,,bill guttentag,"hugo armstrong, rosalind chao, mariel hemingway, jrgen prochnow",documentary,
b2297,the nanny diaries,,robert pulcini,"scarlett johansson, laura linney, alicia keys, chris evans","drama, romance, comedy",
b2298,netherbeast incorporated,,dean matthew ronalds,"darrell hammond, judd nelson, dave foley, amy davidson","horror, comedy",
b2300,no country for old men,,joel coen,"tommy lee jones, javier bardem, josh brolin, woody harrelson","drama, action & adventure, mystery & suspense",
b2301,no end in sight,,charles ferguson,"barbara bodine, chris allbritton, col. lawrence wilker..., colonel paul hughes","documentary, special interest",
b2303,nobel son,,randall miller,"alan rickman, bill pullman, bryan greenberg, mary steenburgen","drama, mystery & suspense, comedy",
b2306,private number,,lazrael lison,"judd nelson, tom sizemore, nicholle tom, hal ozsan","mystery & suspense, horror",
b2307,the number 23,,joel schumacher,"jim carrey, virginia madsen, john fink, danny huston",mystery & suspense,
b2308,oh saigon,,doan hoang,doan hoang,"documentary, special interest",
b2309,only for you,,donna persico,"don alder, ellis e. williams, kate albrecht, michael buie",drama,
b2310,everyone says i love you,,woody allen,"alan alda, woody allen, drew barrymore, goldie hawn","drama, musical & performing arts, comedy",
b2311,p2,,franck khalfoun,"rachel nichols, wes bentley, philip akin, miranda edwards","drama, horror, mystery & suspense",
b2312,padre nuestro,,christopher zalla,"jess ochoa, armando hernadez, jorge adrin espndo..., paola mendoza","mystery & suspense, drama",
b2313,paranoid park,,gus van sant,"gabe nevins, taylor momsen, jake miller, dan liu","art house & international, drama",
b2318,persepolis,,marjane satrapi,"chiara mastroianni, catherine deneuve, gena rowlands, danielle darrieux","drama, animation",
b2319,the poughkeepsie tapes,,john erick dowdle,"luke wilson, radha mitchell, amy lyndon, ben messmer","mystery & suspense, horror",
b2322,pride and prejudice and zombies,,burr steers,"lily james, lena headey, jack huston, matt smith (xi)","horror, romance, comedy",
b2324,ratatouille,,jan pinkava,"patton oswalt, brad garrett, ian holm, lou romano","animation, kids & family, comedy",
b2328,remember the daze,,jess manafort,"amber heard, alexa vega, katrina begin, melonie diaz","drama, art house & international, comedy",
b2330,reno 911!: miami,,robert ben garant,"carlos alazraqui, lennie loftin, mary birdsong, robert ben garant",comedy,
b2334,rocket science,,jeff blitz,"reece daniel thompso..., nick d'agosto, anna kendrick, roland branford gome...","drama, art house & international, comedy",
b2335,don't think i've forgotten: cambodia's lost rock and roll,,john pirozzi,,documentary,
b2338,the savages,,tamara jenkins,"laura linney, philip seymour hoffm..., philip bosco, gbenga akinnagbe","drama, comedy",
b2339,saw iv,,marcus dunstan,"tobin bell, costas mandylor, scott patterson, betsy russell","mystery & suspense, horror",
b2341,seraphim falls,,david von ancken,"liam neeson, pierce brosnan, michael wincott, ed lauter","western, drama, action & adventure, mystery & suspense",
b2344,shooter,,antoine fuqua,"mark wahlberg, michael pea, danny glover, kate mara","drama, action & adventure, mystery & suspense",
b2346,sicko,,michael moore,"michael moore, george w. bush","documentary, special interest",
b2348,a sinner in mecca,,parvez sharma,,documentary,
b2352,smiley face,,gregg araki,"anna faris, roscoe lee browne, danny masterson, ben falcone",comedy,
b2353,smokin' aces,,joe carnahan,"jeremy piven, ben affleck, sharon bruneau, andy garcia","drama, action & adventure, comedy",
b2354,socket,,sean abley,"derek long, matthew montgomery, rasool j'han, allie rivenbark","drama, horror, gay & lesbian, science fiction & fantasy",
b2355,spider-man 3,,sam raimi,"tobey maguire, kirsten dunst, james franco, thomas haden church","action & adventure, mystery & suspense, science fiction & fantasy",
b2356,spiral,,joel moore,"joel david moore, amber tamblyn, zachary levi, tricia helfer","mystery & suspense, drama",
b2357,stardust,,nicolas provost,"charlie cox, claire danes, michelle pfeiffer, robert de niro","drama, action & adventure, science fiction & fantasy",
b2361,strange culture,,lynn hershman leeson,"steve kurtz, thomas jay ryan, tilda swinton, peter coyote","documentary, drama, special interest",
b2362,stuck,,stuart gordon,"stephen rea, mena suvari, russell hornsby, rukiya bernard","drama, mystery & suspense, comedy",
b2363,suburban girl,,marc klein,"sarah michelle gella..., alec baldwin, james naughton, chris carmack","drama, comedy",
b2364,suffering man's charity (ghost writer),,alan cumming,"alan cumming, david boreanaz, anne heche, carrie fisher","horror, comedy",
b2365,sunshine superman,,marah strauch,"marah strauch, christian bruno, cecilie bull, jake suffian","documentary, special interest",
b2366,superbad,,greg mottola,"jonah hill, michael cera, bill hader, christopher mintz-pl...",comedy,
b2367,surf's up,,ash brannon,"shia labeouf, jeff bridges, zooey deschanel, james woods","action & adventure, animation, kids & family",
b2368,talk to me,,kasi lemmons,"don cheadle, chiwetel ejiofor, benz antoinee, cedric the entertain...","drama, action & adventure, comedy",
b2369,taxi to the dark side,,alex gibney,"moazzam begg, willie brand, jack cloonan, damien corsetti","documentary, special interest",
b2370,the ten,,david wain,"paul rudd, gretchen mol, adam brody, famke janssen",comedy,
b2371,there will be blood,,paul thomas anderson,"daniel day-lewis, paul dano, kevin j. o'connor, ciarn hinds",drama,
b2372,things we lost in the fire,,susanne bier,"halle berry, benicio del toro, david duchovny, alexis llewellyn",drama,
b2375,underdogs,,juan jos campanella,"pablo rago, fabian gianola, miguel ngel rodrgu..., david masajnik","action & adventure, animation, romance, art house & international",
b2376,vacancy,,nimrd antal,"luke wilson, kate beckinsale, frank whaley, ethan embry","mystery & suspense, horror",
b2377,waitress,,adrienne shelly,"keri russell, nathan fillion, cheryl hines, adrienne shelly","drama, romance, comedy",
b2379,war dance,,andrea nix fine,,"documentary, drama, special interest",
b2380,we are the strange,,m dot strange,"david choe, stuart mahoney, halleh seddighzadeh, m dot strange","action & adventure, animation, science fiction & fantasy, special interest",
b2382,whisper,,stewart hendler,"josh holloway, sarah wayne callies, blake woodruff, joel edgerton","mystery & suspense, drama",
b2386,why did i get married too,,toyomichi kurita,"tyler perry, janet jackson, jill scott, sharon leal","drama, comedy",
b2389,year of the dog,,mike white,"molly shannon, laura dern, regina king, josh pais","drama, art house & international, comedy",
b2390,year of the fish,,david kaplan,"an nguyen, ken leung, tsai chin, hettienne park","drama, animation, romance, art house & international, science fiction & fantasy",
b2391,you kill me,,john dahl,"ben kingsley, ta leoni, luke wilson, dennis farina","drama, romance, comedy",
b2395,12 rounds 2: reloaded,,roel rein,"randy orton, brian markinson, cindy busby, tom stevens",action & adventure,
b2396,12 years a slave,,steve mcqueen (iii),"chiwetel ejiofor, michael fassbender, benedict cumberbatch, paul giamatti","drama, special interest",
b2397,20 feet from stardom,,morgan neville,"bette midler, lesley miller, arnold mcculler, janice pendarvis","musical & performing arts, documentary",
b2398,21 and over,,scott moore,"miles teller, skylar astin, justin chon, sarah wright",comedy,
b2400,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,,craig moss,"kathryn fiore, flip schultz, olivia alexander, arturo del puerto",comedy,
b2402,47 ronin,,carl rinsch,"keanu reeves, hiroyuki sanada, kou shibasaki, tadanobu asano","drama, action & adventure, science fiction & fantasy",
b2404,abandoned mine,,jeff chamberlain,"alexa vega, reiley mcclendon, saige thompson, charan prabhakar",action & adventure,
b2405,armour of god (long xiong hu di) (operation condor 2),,jackie chan,"jackie chan, alan tam, rosamund kwan, lola forner","action & adventure, art house & international, comedy",
b2407,after earth,,m. night shyamalan,"will smith, jaden smith, zo kravitz, sophie okonedo","action & adventure, science fiction & fantasy",
b2408,aftershock,,nicols lpez,"lorenza izzo, eli roth, nicols martnez, natasha yarovenko","mystery & suspense, horror",
b2413,angels sing,,tim mccanlies,"connie britton, harry connick jr., willie nelson, lyle lovett",kids & family,
b2414,apartment,,jag mundhra,"neetu chandra, anupam kher, rohit roy",mystery & suspense,
b2418,artifact,,bartholomew cubbins,"jared leto, shannon leto, tomo milicevic, chester bennington","documentary, drama, musical & performing arts, special interest",
b2419,ass backwards,,chris nelson,"june diane raphael, casey wilson, vincent d'onofrio, alicia silverstone","action & adventure, comedy",
b2421,august: osage county,,john wells,"meryl streep, julia roberts, juliette lewis, ewan mcgregor",drama,
b2422,baggage claim,,david e. talbert,"paula patton, derek luke, taye diggs, djimon hounsou",comedy,
b2424,the baytown outlaws,,barry battles,"billy bob thornton, eva longoria, clayne crawford, thomas sangster",comedy,
b2425,beautiful creatures,,richard lagravenese,"alden ehrenreich, alice englert, jeremy irons, viola davis","drama, romance, science fiction & fantasy",
b2426,before midnight,,richard linklater,"ethan hawke, julie delpy, seamus davey-fitzpat..., jennifer prior","drama, romance, comedy",
b2427,behind the candelabra,,steven soderbergh,"matt damon, michael douglas, rob lowe, dan aykroyd","drama, television",
