ID,Title,Director,Cast,Genre
b493,the dilemma,ron howard,"vince vaughn, kevin james, jennifer connelly, winona ryder",comedy
b494,dolphin tale,charles martin smith,"ashley judd, nathan gamble, kris kristofferson, cozi zuehlsdorff","drama, kids & family"
b495,the double,richard ayoade,"jesse eisenberg, mia wasikowska, wallace shawn, noah taylor",comedy
b496,dream house,jim sheridan,"daniel craig, rachel weisz, naomi watts, elias koteas",mystery & suspense
b497,learning to drive,isabel coixet,"patricia clarkson, ben kingsley, grace gummer, jake weber","drama, romance"
b498,drive angry,patrick lussier,"nicolas cage, amber heard, william fichtner, billy burke","mystery & suspense, action & adventure"
b499,the eagle,kevin macdonald,"channing tatum, jamie bell, mark strong (ii), tahar rahim","drama, action & adventure, classics"
b500,everything must go,daniela rush,"will ferrell, rebecca hall, michael pea, christopher jordan w...","drama, comedy"
b501,fast five,justin lin,"vin diesel, paul walker, jordana brewster, tyrese gibson","drama, action & adventure, mystery & suspense"
b502,father of invention,trent cooper,"kevin spacey, camilla belle, heather graham, johnny knoxville","drama, comedy"
b503,fear of a black republican,d. kevin williams,"edward brooke, newt gingrich, mike huckabee, michelle malkin","documentary, special interest"
b504,final destination 5,steven quale,"nick d'agosto, emma bell, miles fisher, ellen wroe",horror
b505,footloose,craig brewer,"julianne hough, kenny wormald, dennis quaid, andie macdowell","drama, musical & performing arts, comedy"
b506,friends with benefits,will gluck,"justin timberlake, mila kunis, patricia clarkson, jenna elfman",comedy
b507,fright night,craig gillespie,"anton yelchin, colin farrell, toni collette, christopher mintz-pl...","horror, comedy"
b508,from prada to nada,angel gracia,"alexa vega, camilla belle, adriana barraza, wilmer valderrama","drama, romance, comedy"
b509,the future,miranda july,"hamish linklater, miranda july, david warshofsky, isabella acres","drama, comedy"
b510,the girl with the dragon tattoo,david fincher,"daniel craig, rooney mara, christopher plummer, stellan skarsgard","mystery & suspense, drama"
b511,gnomeo and juliet,kelly aysbury,"james mcavoy, emily blunt, ashley jensen, michael caine","action & adventure, animation, romance, comedy, kids & family, musical & performing arts"
b512,a good old fashioned orgy,alex gregory,"jason sudeikis, leslie bibb, lake bell, michelle borth",comedy
b513,the good doctor,lance daly,"orlando bloom, riley keough, rob morrow, troy garity","mystery & suspense, drama"
b514,the green hornet,michel gondry,"seth rogen, jay chou, cameron diaz, tom wilkinson","action & adventure, science fiction & fantasy, comedy"
b515,green lantern,greg berlanti,"ryan reynolds, blake lively, peter sarsgaard, mark strong (ii)","action & adventure, science fiction & fantasy"
b516,hall pass,matthew f. leonetti,"owen wilson, jason sudeikis, jenna fischer, christina applegate",comedy
b517,the hangover part ii,todd phillips,"bradley cooper, ed helms, zach galifianakis, justin bartha",comedy
b518,hanna,joe wright,"saoirse ronan, cate blanchett, eric bana, jason flemyng","mystery & suspense, action & adventure"
b519,happy feet two,gary eck,"elijah wood, robin williams, sofa vergara, pink","animation, kids & family, art house & international"
b520,happythankyoumoreplease,josh radnor,"josh radnor, malin akerman, zoe kazan, pablo schreiber",comedy
b521,the heart specialist,dennis cooper,"wood harris, brian j. white, zoe saldana, mya","drama, comedy"
b522,the help,tate taylor,"emma stone, viola davis, bryce dallas howard, octavia spencer",drama
b523,hesher,spencer susser,"joseph gordon-levitt, natalie portman, rainn wilson, piper laurie",drama
b524,higher ground,vera farmiga,"vera farmiga, joshua leonard, norbert leo butz, michael chernus",drama
b525,hoodwinked too! hood vs evil,michael d'isa-hogan,"hayden panettiere, patrick warburton, david ogden stiers, glenn close","animation, kids & family, comedy"
b526,hope bridge,joshua overbay,"booboo stewart, kevin sorbo, sam sorbo, rebeca robles",drama
b527,horrible bosses,seth gordon,"jason bateman, kevin spacey, jennifer aniston, jason sudeikis",comedy
b528,hugo,martin scorsese,"ben kingsley, sacha baron cohen, asa butterfield, ray winstone","mystery & suspense, kids & family"
b529,i am number four,steven spielberg,"alex pettyfer, timothy olyphant, teresa palmer, dianna agron","action & adventure, mystery & suspense, science fiction & fantasy"
b530,i melt with you,mark pellington,"thomas jane, jeremy piven, rob lowe, christian mckay","mystery & suspense, drama"
b531,the ides of march,george clooney,"ryan gosling, george clooney, philip seymour hoffm..., paul giamatti","mystery & suspense, drama"
b532,immortals,tarsem singh,"henry cavill, mickey rourke, freida pinto, stephen dorff","classics, action & adventure"
b533,in time,andrew niccol,"justin timberlake, amanda seyfried, cillian murphy, vincent kartheiser","mystery & suspense, science fiction & fantasy"
b534,inside out,pete docter,"amy poehler, bill hader, lewis black, mindy kaling","animation, kids & family"
b535,insidious: chapter 3,leigh whannell,"dermot mulroney, stefanie scott, angus sampson, leigh whannell",horror
b536,j. edgar,clint eastwood,"leonardo dicaprio, armie hammer, naomi watts, josh lucas",drama
b537,jack and jill,dennis dugan,"adam sandler, al pacino, katie holmes, elodie tougne","comedy, romance"
b538,janie jones,david m. rosenthal,"abigail breslin, alessandro nivola, elisabeth shue, peter stormare","musical & performing arts, drama"
b539,judy moody and the not bummer summer,john schultz,"jordana beatty, heather graham, parris mosteller, jaleel white","comedy, kids & family"
b540,jumping the broom,salim akil,"paula patton, laz alonso, angela bassett, loretta devine",comedy
b541,just go with it,dennis dugan,"adam sandler, jennifer aniston, nicole kidman, brooklyn decker","comedy, romance"
b542,justin bieber: never say never,jon m. chu,"justin bieber, miley cyrus, sean kingston, chris ""ludacris"" bri...","musical & performing arts, documentary"
b543,kill the irishman,jonathan hensleigh,"ray stevenson, vincent d'onofrio, val kilmer, christopher walken","drama, action & adventure, mystery & suspense"
b544,killer elite,gary mckendry,"jason statham, clive owen, robert de niro, yvonne strahovski","mystery & suspense, action & adventure"
b545,kung fu panda 2,jennifer yuh,"jack black, angelina jolie, dustin hoffman, gary oldman","action & adventure, animation, kids & family, comedy"
b546,larry crowne,tom hanks,"tom hanks, julia roberts, gugu mbatha-raw, cedric the entertain...","drama, comedy"
b547,life in a day,kevin macdonald,"cindy baer, drake shannon, ashley meeks","documentary, special interest"
b548,like crazy,drake doremus,"anton yelchin, felicity jones, jennifer lawrence, charlie bewley","drama, romance"
b549,limitless,neil burger,"bradley cooper, robert de niro, abbie cornish, andrew howard","mystery & suspense, science fiction & fantasy"
b550,the lincoln lawyer,brad furman,"marisa tomei, matthew mcconaughey, ryan phillippe, josh lucas","mystery & suspense, drama"
b551,lucky stiff,christopher ashley,"dominic marsh, nikki m. james, pamela shaw, jason alexander","musical & performing arts, comedy"
b552,machine gun preacher,sebastian roche,"gerard butler, michelle monaghan, kathy baker, michael shannon","drama, action & adventure"
b553,margaret,kenneth lonergan,"anna paquin, matt damon, mark ruffalo, matthew broderick",drama
b554,margin call,j.c. chandor,"kevin spacey, paul bettany, jeremy irons, zachary quinto",mystery & suspense
b555,mars needs moms,simon wells,"seth green, dan fogler, elisabeth harnois, joan cusack","action & adventure, animation, science fiction & fantasy, comedy"
b556,martha marcy may marlene,t. sean durkin,"elizabeth olsen, sarah paulson, john hawkes, hugh dancy","mystery & suspense, drama"
b557,the mechanic,simon west,"jason statham, ben foster, donald sutherland, tony goldwyn","drama, action & adventure, mystery & suspense"
b558,midnight in paris,woody allen,"owen wilson, marion cotillard, rachel mcadams, kathy bates","comedy, romance"
b559,mission: impossible ghost protocol,brad bird,"tom cruise, jeremy renner, simon pegg, paula patton","mystery & suspense, action & adventure"
b560,moneyball,bennett miller,"brad pitt, jonah hill, philip seymour hoffm..., robin wright","drama, comedy"
b561,one day,lone scherfig,"anne hathaway, jim sturgess, tom mison, jodie whittaker","drama, romance, comedy"
b562,monte carlo,tom bezucha,"selena gomez, leighton meester, katie cassidy, cory monteith","action & adventure, romance, comedy"
b563,the muppets,james bobin,"jason segel, amy adams, chris cooper, rashida jones","comedy, kids & family"
b564,the music never stopped,jim kohlberg,"j.k. simmons, cara seymour, lou taylor pucci, scott adsit",drama
b566,no strings attached,ivan reitman,"natalie portman, ashton kutcher, kevin kline, cary elwes","television, romance, comedy"
b567,our idiot brother,jesse peretz,"paul rudd, elizabeth banks, zooey deschanel, emily mortimer",comedy
b568,paranormal activity 3,tod williams,"jessica tyler brown, chloe csengery, christopher nicholas..., lauren bittner","mystery & suspense, horror"
b569,paul blart: mall cop 2,andy fickman,"kevin james, raini rodriguez, neal mcdonough, shirley knight","comedy, kids & family"
b570,pearl jam twenty,cameron crowe,"jeff ament, matt cameron, chris cornell, eddie vedder","musical & performing arts, documentary"
b571,peep world,barry w. blaustein,"michael c. hall, rainn wilson, sarah silverman, ben schwartz",comedy
b572,the perfect host,nick tomnay,"david hyde pierce, clayne crawford, nathaniel parker, helen reddy",mystery & suspense
b573,priest,scott stewart,"paul bettany, maggie q, cam gigandet, lily collins","western, action & adventure, horror, mystery & suspense, science fiction & fantasy"
b574,prom,joe nussbaum,"aimee teegarden, thomas mcdonell, danielle campbell, jonathan keltz",comedy
b575,puncture,mark kassen,"chris evans, mark kassen, marshall bell, brett cullen",drama
b576,puss in boots,chris miller,"antonio banderas, salma hayek, zach galifianakis, billy bob thornton","action & adventure, animation, kids & family, science fiction & fantasy, comedy"
b577,rango,gore verbinski,"johnny depp, isla fisher, abigail breslin, ned beatty","action & adventure, animation, kids & family"
b578,real steel,shawn levy,"hugh jackman, dakota goyo, anthony mackie, evangeline lilly","drama, action & adventure, science fiction & fantasy"
b579,red riding hood,catherine hardwicke,"amanda seyfried, gary oldman, billy burke, shiloh fernandez","horror, romance"
b580,red state,kevin smith,"michael parks, melissa leo, john goodman, kyle gallner","mystery & suspense, horror"
b581,restless,gus van sant,"henry hopper, mia wasikowska, ryo kase, schuyler fisk",drama
b582,the reunion,michael pavone,"john cena, ethan embry, michael rispoli, robert boyd holbrook","drama, action & adventure, comedy"
b584,rise of the planet of the apes,rupert wyatt,"james franco, freida pinto, andy serkis, john lithgow","drama, action & adventure, science fiction & fantasy"
b585,the rite,mikael hfstrm,"anthony hopkins, colin o'donoghue, alice braga, toby jones","mystery & suspense, drama"
b586,the roommate,christian e. christiansen,"leighton meester, minka kelly, cam gigandet, alyson michalka","mystery & suspense, horror"
b587,the rum diary,bruce robinson,"johnny depp, aaron eckhart, michael rispoli, amber heard","drama, action & adventure, comedy"
b588,sanctum,alister grierson,"richard roxburgh, ioan gruffudd, rhys wakefield, alice parkinson","drama, action & adventure, mystery & suspense"
b589,scream 4,wes craven,"neve campbell, courteney cox, david arquette, emma roberts","mystery & suspense, horror"
b590,season of the witch,dominic sena,"nicolas cage, ron perlman, stephen campbell moo..., stephen graham","drama, action & adventure, mystery & suspense, science fiction & fantasy"
b591,seven days in utopia,matt russell,"robert duvall, lucas black, melissa leo, deborah ann woll",drama
b592,shark night 3d,david r. ellis,"sara paxton, chris carmack, sinqua walls, joel david moore","mystery & suspense, horror"
b593,the sitter,david gordon green,"jonah hill, max records, ari graynor, sam rockwell",comedy
b594,skateland,anthony burns,"shiloh fernandez, ashley greene, heath freeman, a.j. buckley",drama
b595,the smurfs,raja gosnell,"neil patrick harris, sofa vergara, jayma mays, tim gunn","action & adventure, animation, kids & family, science fiction & fantasy, comedy"
b596,snow flower and the secret fan,wayne wang,"gianna jun, bingbing li, bing bing li, vivian wu","art house & international, drama"
b597,something borrowed,luke greenfield,"kate hudson, ginnifer goodwin, colin egglesfield, john krasinski","drama, romance, science fiction & fantasy, comedy"
b598,the son of no one,dito montiel,"al pacino, channing tatum, james ransone, ray liotta","mystery & suspense, action & adventure"
b599,soul surfer,sean mcnamara,"annasophia robb, dennis quaid, helen hunt, lorraine nicholson","drama, action & adventure, sports & fitness"
b600,source code,duncan jones,"jake gyllenhaal, michelle monaghan, vera farmiga, jeffrey wright","action & adventure, mystery & suspense, science fiction & fantasy"
b601,straw dogs,rod lurie,"james marsden, kate bosworth, james woods, dominic purcell",mystery & suspense
b602,sucker punch,zack snyder,"emily browning, abbie cornish, jena malone, jamie chung","action & adventure, mystery & suspense, science fiction & fantasy"
b603,batman v superman: dawn of justice,zack snyder,"gal gadot, ben affleck, henry cavill, amy adams","action & adventure, science fiction & fantasy"
b604,super 8,j.j. abrams,"kyle chandler, elle fanning, joel courtney, gabriel basso","action & adventure, science fiction & fantasy"
b605,take me home tonight,michael dowse,"topher grace, anna faris, dan fogler, teresa palmer","drama, comedy"
b606,take shelter,jeff nichols (vi),"michael shannon, jessica chastain, tova stewart, shea whigham","mystery & suspense, drama"
b607,texas killing fields,ami canaan mann,"sam worthington, jeffrey dean morgan, jessica chastain, chloe grace moretz","mystery & suspense, drama"
b608,the thing,matthijs van heijningen,"joel edgerton, mary elizabeth winst..., ulrich thomsen, adewale akinnuoye-ag...","drama, horror, mystery & suspense, science fiction & fantasy"
b609,thor,kenneth branagh,"chris hemsworth, natalie portman, anthony hopkins, tom hiddleston","drama, action & adventure, science fiction & fantasy"
b610,the three musketeers,paul w.s. anderson,"logan lerman, orlando bloom, milla jovovich, christoph waltz","action & adventure, romance"
b611,tower heist,brett ratner,"ben stiller, eddie murphy, casey affleck, alan alda","drama, action & adventure, comedy"
b612,the tree of life,terrence malick,"brad pitt, sean penn, jessica chastain, hunter mccracken","drama, action & adventure, science fiction & fantasy"
b613,trespass,joel schumacher,"nicolas cage, nicole kidman, ben mendelsohn, liana liberato","mystery & suspense, drama"
b614,unknown,jaume collet-serra,"diane kruger, liam neeson, aidan quinn, frank langella","drama, horror, mystery & suspense"
b615,waiting for forever,james keach,"tom sturridge, rachel bilson, blythe danner, richard jenkins","drama, romance"
b616,warrior,gavin o'connor,"joel edgerton, tom hardy, nick nolte, jennifer morrison (i...","drama, action & adventure"
b617,water for elephants,francis lawrence,"reese witherspoon, robert pattinson, christoph waltz, paul schneider",drama
b619,we bought a zoo,cameron crowe,"matt damon, scarlett johansson, thomas haden church, colin ford","drama, comedy"
b620,win win,oliver bokelberg,"paul giamatti, amy ryan, bobby cannavale, jeffrey tambor","drama, comedy"
b621,winnie the pooh,don hall,"jim cummings, craig ferguson, jack boulter, tom kenny","animation, kids & family"
b622,x-men: first class,matthew vaughn,"james mcavoy, michael fassbender, kevin bacon, caleb landry jones","drama, action & adventure, science fiction & fantasy"
b623,young adult,jason reitman,"charlize theron, patton oswalt, patrick wilson, elizabeth reaser","drama, comedy"
b624,your highness,david gordon green,"danny mcbride, james franco, rasmus hardiker, natalie portman",comedy
b625,zookeeper,frank coraci,"kevin james, rosario dawson, ken jeong, leslie bibb","comedy, romance"
b626,21,robert luketic,"jim sturgess, kevin spacey, kate bosworth, aaron yoo","mystery & suspense, drama"
b627,27 dresses,anne fletcher,"katherine heigl, james marsden, malin akerman, edward burns","comedy, romance"
b628,88 minutes,jon avnet,"al pacino, alicia witt, leelee sobieski, amy brenneman","mystery & suspense, drama"
b629,the accidental husband,griffin dunne,"uma thurman, colin firth, jeffrey dean morgan, sam shepard","comedy, romance"
b630,an american carol,david zucker,"kevin p. farley, kelsey grammer, leslie nielsen, trace adkins",comedy
b631,american teen,nanette burstein,"ali wikalinska, colin clemens, geoff haase, hannah bailey","documentary, special interest"
b632,appaloosa,ed harris,"ed harris, viggo mortensen, rene zellweger, jeremy irons","western, action & adventure"
b633,august,austin chick,"josh hartnett, naomie harris, adam scott, emmanuelle chriqui",drama
b634,baby mama,michael mccullers,"amy poehler, tina fey, greg kinnear, dax shepard",comedy
b635,ballast,lance hammer,"micheal j. smith sr., jim myron ross, jimmyron ross, michael j. smith sr.","art house & international, drama"
b636,bangkok dangerous,oxide pang chun,"nicolas cage, charlie yeung, chakrit yamnarm, james with","drama, action & adventure, mystery & suspense"
b637,be kind rewind,michel gondry,"jack black, yasiin bey, danny glover, mia farrow",comedy
b638,bedtime stories,adam shankman,"adam sandler, richard griffiths, courteney cox, guy pearce","action & adventure, kids & family, science fiction & fantasy, comedy"
b639,beer for my horses,michael salomon,"toby keith, rodney carrington, ted nugent, claire forlani",comedy
b640,beverly hills chihuahua,raja gosnell,"drew barrymore, andy garcia, jamie lee curtis, george lopez",comedy
b641,body of lies,ridley scott,"leonardo dicaprio, russell crowe, mark strong (ii), golshifteh farahani","mystery & suspense, drama"
b642,bolt,byron howard,"john travolta, malcolm mcdowell, mark walton, miley cyrus","action & adventure, animation, comedy"
b643,burn after reading,joel coen,"george clooney, frances mcdormand, john malkovich, brad pitt","drama, comedy"
b644,cadillac records,darnell martin,"adrien brody, beyonce knowles, emmanuelle chriqui, gabrielle union","musical & performing arts, drama"
b645,changeling,clint eastwood,"angelina jolie, john malkovich, jeffrey donovan, michael kelly","mystery & suspense, drama"
b646,che strano chiamarsi federico!,ettore scola,"sergio rubini, antonella attili, vittorio viviani, sergio pierattini","documentary, drama"
b647,choke,clark gregg,"sam rockwell, anjelica huston, kelly macdonald, brad william henke","drama, comedy"
b648,city of ember,gil kenan,"saoirse ronan, harry treadaway, tim robbins, bill murray","action & adventure, kids & family, science fiction & fantasy"
b649,cloverfield,matt reeves,"lizzy caplan, jessica lucas, t.j. miller, michael stahl-david","action & adventure, mystery & suspense, science fiction & fantasy"
b650,college,deb hagen,"drake bell, andrew caldwell, haley bennett, ryan pinkston",comedy
b651,college road trip,roger kumble,"martin lawrence, raven, raven symone, donny osmond",comedy
b652,the curious case of benjamin button,david fincher,"brad pitt, cate blanchett, jason flemyng, julia ormond","drama, romance, science fiction & fantasy"
b653,the dark knight,christopher nolan,"christian bale, heath ledger, aaron eckhart, maggie gyllenhaal","drama, action & adventure, science fiction & fantasy"
b654,the day the earth stood still,scott derrickson,"keanu reeves, jennifer connelly, jaden smith, kathy bates",science fiction & fantasy
b655,deal,gil cates jr.,"bret harrison, burt reynolds, charles durning, shannon elizabeth",drama
b656,the deal,steven schachter,"jason ritter, ll cool j, meg ryan, fiona glascott",comedy
b657,death race,paul w.s. anderson,"jason statham, joan allen, ian mcshane, tyrese gibson","action & adventure, mystery & suspense, science fiction & fantasy"
b658,deception,marcel langenegger,"hugh jackman, ewan mcgregor, michelle williams, lisa gay hamilton","mystery & suspense, action & adventure"
b659,defiance,edward zwick,"daniel craig, liev schreiber, jamie bell, alexa davalos",drama
b660,definitely maybe,adam brooks,"ryan reynolds, rachel weisz, isla fisher, derek luke","comedy, romance"
b661,delgo,jason maurer,"freddie prinze jr., jennifer love hewitt, anne bancroft, chris kattan","science fiction & fantasy, animation"
b662,disaster movie,aaron seltzer,"matt lanter, kim kardashian, vanessa lachey, carmen electra",comedy
b663,doomsday,neil johnson,"alain terzoli, amy pemberton, darren jacobs, richard lawrence",
b664,doubt,john patrick shanley,"meryl streep, philip seymour hoffm..., amy adams, lloyd clay brown",drama
b665,drillbit taylor,steven brill,"owen wilson, troy gentile, nate hartley, casey boersma",comedy
b666,eagle eye,d.j. caruso,"shia labeouf, michelle monaghan, michael chiklis, rosario dawson","mystery & suspense, drama"
b667,elegy,isabel coixet,"penelope cruz, ben kingsley, peter sarsgaard, dennis hopper",drama
b668,the express,gary fleder,"dennis quaid, nelsan ellis, rob brown (vi), clancy brown",drama
b669,the eye,xavier palud,"jessica alba, alessandro nivola, parker posey, rade serbedzija","drama, horror, mystery & suspense"
b670,the family that preys,tyler perry,"alfre woodard, kathy bates, sanaa lathan, rockmond dunbar","drama, comedy"
b671,felon,ric roman waugh,"stephen dorff, val kilmer, harold perrineau jr., sam shepard","drama, action & adventure, mystery & suspense"
b672,fireflies in the garden,dennis lee,"emily watson, julia roberts, cayden boyd, frank ertl",drama
b673,fireproof,nick zano,"kirk cameron, erin bethea, ken bevel, jason mcleod",drama
b674,first sunday,david e. talbert,"ice cube, katt williams, tracy morgan, loretta devine","drama, comedy"
b675,flash of genius,marc abraham,"greg kinnear, lauren graham, dermot mulroney, alan alda",drama
b676,the forbidden kingdom,rob minkoff,"jackie chan, jet li, michael angarano, collin chou",action & adventure
b677,forever strong,ryan little,"sean faris, penn badgley, sean astin, gary cole",drama
b678,forgetting sarah marshall,nicholas stoller,"jason segel, kristen bell, mila kunis, russell brand","comedy, romance"
b679,four christmases,seth gordon,"vince vaughn, reese witherspoon, robert duvall, jon favreau",comedy
b680,frost/nixon,ron howard,"frank langella, michael sheen, kevin bacon, rebecca hall",drama
b681,frozen river,courtney hunt,"melissa leo, misty upham, charlie mcdermott, michael o'keefe",drama
b682,the garden,scott hamilton kennedy,"danny glover, antonio villaraigosa, daryl hannah, dennis kucinich","documentary, special interest"
b683,funny games,michael haneke,"naomi watts, tim roth, michael pitt, brady corbet",mystery & suspense
b684,garden party,jason freeland,"vinessa shaw, willa holland, richard gunn, patrick fischler","art house & international, drama"
b685,get smart,peter segal,"steve carell, anne hathaway, alan arkin, terence stamp","action & adventure, comedy"
b686,ghost town,david koepp,"greg kinnear, ta leoni, ricky gervais, billy campbell","documentary, science fiction & fantasy, comedy, special interest"
b687,gran torino,clint eastwood,"clint eastwood, bee vang, ahney her, christopher carley",drama
b688,hamlet 2,andrew fleming,"steve coogan, catherine keener, amy poehler, david arquette",comedy
b689,hancock,peter berg,"will smith, charlize theron, jason bateman, eddie marsan","drama, action & adventure, comedy"
b690,the happening,m. night shyamalan,"mark wahlberg, zooey deschanel, john leguizamo, ashlyn sanchez","drama, mystery & suspense, science fiction & fantasy"
b691,harold,t. sean shannon,"spencer breslin, ally sheedy, stella maeve, nikki blonsky",comedy
b692,harold & kumar escape from guantanamo bay,hayden schlossberg,"kal penn, john cho, rob corddry, roger bart",comedy
b693,the haunting of molly hartley,mickey liddell,"haley bennett, chace crawford, annalynne mccord, shannon woodward","mystery & suspense, drama"
b694,henry poole is here,mark pellington,"luke wilson, radha mitchell, adriana barraza, cheryl hines","drama, comedy"
b695,hero wanted,brian smrz,"cuba gooding jr., ray liotta, kim coates, norman reedus","drama, action & adventure, mystery & suspense"
b696,high school musical 3: senior year,kenny ortega,"zac efron, vanessa hudgens, ashley tisdale, lucas grabeel",musical & performing arts
b697,horton hears a who!,chuck jones,"hans conried, chuck jones, june foray, eugene poddany","television, animation, kids & family, comedy"
b698,the hottie and the nottie,tom putnam,"paris hilton, joel david moore, christine lakin, adam kulbersh","comedy, romance"
b699,the house bunny,fred wolf (ii),"anna faris, colin hanks, emma stone, kat dennings",comedy
b700,igor,anthony leondis,"john cusack, steve buscemi, john cleese, jennifer coolidge","animation, kids & family, comedy"
b701,in bruges,martin mcdonagh,"colin farrell, brendan gleeson, ralph fiennes, clmence posy","drama, comedy"
b702,the incredible hulk,louis leterrier,"edward norton, liv tyler, tim roth, william hurt","action & adventure, science fiction & fantasy"
b703,indiana jones and the kingdom of the crystal skull,steven spielberg,"harrison ford, shia labeouf, cate blanchett, karen allen",action & adventure
b704,inkheart,iain softley,"brendan fraser, paul bettany, jim broadbent, helen mirren","action & adventure, kids & family, science fiction & fantasy"
b705,iron man,jon favreau,"robert downey jr., terrence howard, jeff bridges, gwyneth paltrow","drama, action & adventure, science fiction & fantasy"
b706,journey to the center of the earth,eric brevig,"brendan fraser, josh hutcherson, anita briem, cale boyter","action & adventure, kids & family, science fiction & fantasy"
b707,jumper,doug liman,"hayden christensen, jamie bell, samuel l. jackson, rachel bilson","drama, action & adventure, science fiction & fantasy"
b708,kung fu panda 3,alessandro carloni,"jack black, angelina jolie, kate hudson, mads mikkelsen",animation
b709,lakeview terrace,neil labute,"samuel l. jackson, patrick wilson, kerry washington, ron glass","mystery & suspense, drama"
b710,last chance harvey,joel hopkins,"dustin hoffman, emma thompson, eileen atkins, kathy baker","drama, romance"
b711,leatherheads,george clooney,"george clooney, rene zellweger, john krasinski, stephen root","comedy, romance"
b712,the love guru,marco schnabel,"mike myers, jessica alba, justin timberlake, romany malco",comedy
b713,the longshots,fred durst,"ice cube, keke palmer, tasha smith, jill marie jones","drama, comedy"
b714,the lucky ones,neil burger,"rachel mcadams, tim robbins, michael pea, annie corley","drama, comedy"
b715,mad money,callie khouri,"diane keaton, queen latifah, katie holmes, ted danson","drama, comedy"
b716,madagascar: escape 2 africa,tom mcgrath,"ben stiller, chris rock, david schwimmer, jada pinkett smith","action & adventure, animation, kids & family, comedy"
b717,made of honor,paul weiland,"patrick dempsey, michelle monaghan, kevin mckidd, kathleen quinlan","comedy, romance"
b718,mamma mia!,phyllida lloyd,"meryl streep, pierce brosnan, amanda seyfried, colin firth","romance, musical & performing arts, comedy"
b719,man on wire,james marsh,"alan welner, annie allix, jim moore, jean franois heckel","documentary, special interest"
b720,marley & me,david frankel,"jennifer aniston, owen wilson, alan arkin, eric dane",comedy
b721,max payne,john moore,"mark wahlberg, mila kunis, beau bridges, chris ""ludacris"" bri...","drama, action & adventure, mystery & suspense"
b722,meet dave,brian robbins,"eddie murphy, elizabeth banks, scott caan, marc blucas","science fiction & fantasy, comedy"
b723,meet the browns,tyler perry,"tyler perry, angela bassett, lance gross, rick fox","drama, romance, comedy"
b724,meet the spartans,jason friedberg,"carmen electra, ken davitian, kevin sorbo, sean maguire",comedy
b725,the midnight meat train,ryuhei kitamura,"bradley cooper, brooke shields, leslie bibb, roger bart","drama, horror, mystery & suspense"
b726,milk,noemi weis,,"documentary, kids & family, art house & international"
b727,mirrors,alexandre aja,"kiefer sutherland, paula patton, erica gluck, cameron boyce","mystery & suspense, horror"
b728,my sassy girl,yann samuell,"jesse bradford, elisha cuthbert, austin basis, joanna gleason","drama, romance, comedy"
b729,never back down,jeff wadlow,"sean faris, amber heard, cam gigandet, evan peters",action & adventure
b730,nights in rodanthe,george c wolfe,"diane lane, richard gere, christopher meloni, viola davis","drama, romance"
b731,nothing but the truth,rob lurie,"kate beckinsale, matt dillon, angela bassett, vera farmiga","mystery & suspense, drama"
b732,nothing like the holidays,alfredo de villa,"john leguizamo, freddy rodriguez, debra messing, alfred molina","drama, comedy"
b733,one missed call,eric valette,"shannyn sossamon, edward burns, ana claudia talancn, ray wise","mystery & suspense, horror"
b734,the other boleyn girl,justin chadwick,"eric bana, natalie portman, scarlett johansson, jim sturgess","drama, romance"
b735,over her dead body,jeff lowell,"eva longoria, paul rudd, lake bell, jason biggs","romance, science fiction & fantasy, comedy"
b736,passengers,rodrigo garca,"anne hathaway, patrick wilson, clea duvall, andre braugher","mystery & suspense, drama"
b737,pathology,marc scholermann,"milo ventimiglia, michael weston, alyssa milano, lauren lee smith","mystery & suspense, drama"
b738,pineapple express,david gordon green,"seth rogen, james franco, danny mcbride, gary cole",comedy
b739,pray the devil back to hell,gini reticker,"etweda ""sugars"" coop..., vaiba flomo, asatu kenneth, janet johnson-bryant","documentary, special interest"
b740,pride and glory,gavin o'connor,"edward norton, colin farrell, jon voight, noah emmerich","drama, kids & family"
b742,the promotion,steve conrad,"seann william scott, john c. reilly, steven conrad, jenna fischer",comedy
b743,proud american,fred ashman,"jonathan banks, kimberlin ann brown, michael barreta, marc mcclure","documentary, drama"
b744,punisher: war zone,lexi alexander,"ray stevenson, dominic west, dash mihok, julie benz","drama, action & adventure, mystery & suspense"
b745,quantum of solace,marc forster,"daniel craig, olga kurylenko, mathieu amalric, judi dench","drama, action & adventure, mystery & suspense"
b746,quarantine,john erick dowdle,"jennifer carpenter, steve harris, jay hernandez, johnathon schaech","mystery & suspense, horror"
b747,rachel getting married,jonathan demme,"anne hathaway, rosemarie dewitt, bill irwin, tunde adebimpe","drama, romance"
b748,rambo,michael hack,"alan oppenheimer, dale ishimoto, ed gilbert, frank welker","comedy, kids & family"
b749,the reader,stephen daldry,"kate winslet, ralph fiennes, david kross, lena olin","drama, romance"
b750,redbelt,david mamet,"chiwetel ejiofor, emily mortimer, alice braga, joe mantegna","drama, action & adventure, mystery & suspense"
b751,religulous,larry charles,"ray suarez, bill maher, julie maher, kathy maher","documentary, faith & spirituality, comedy"
b752,revolutionary road,sam mendes,"leonardo dicaprio, kate winslet, michael shannon, kathryn hahn",drama
b753,righteous kill,jon avnet,"robert de niro, al pacino, carla gugino, 50 cent","mystery & suspense, drama"
b754,the rocker,peter cattaneo,"rainn wilson, lonny ross, christina applegate, josh gad","drama, comedy"
