ID,Title,Director,Cast,Genre
d347,pay the ghost,uli edel,"nicolas cage,sarah wayne callies,veronica ferres,lyriq bent,lauren beatty","horror, thriller"
d348,misunderstood,asia argento,"charlotte gainsbourg,gabriel garko,gianmarco tognazzi,giulia salerno,anna lou castoldi,carolina poccioni,alice pea,max gazzè",drama
d349,hotel transylvania 2,genndy tartakovsky,"adam sandler,kevin james,steve buscemi,selena gomez,keegan michael key,andy samberg,mel brooks,fran drescher,david spade","animation, comedy"
d350,the intern,nancy meyers,"robert de niro,anne hathaway,rene russo,adam devine,anders holm",comedy
d351,the keeping room,daniel barber,"brit marling,hailee steinfeld,sam worthington,muna otaru,nicholas pinnock,ned dennehy,kyle soller,amy nuttall",drama
d352,stonewall,roland emmerich,"jeremy irvine,jonathan rhys-meyers,ron perlman,caleb landry jones,karl glusman,joey king,matt craven,atticus mitchell,david cubitt,mark camacho,andrea frankle,joanne vannicola",drama
d353,drunk stoned brilliant dead: the story of the national lampoon,douglas tirola,,"comedy, documentary, history"
d354,99 homes,ramin bahrani,"andrew garfield,laura dern,michael shannon,tim guinee,j.d. evermore,noah lomax,clancy brown,nicole barré,cullen moss,judd lormand",drama
d355,mississippi grind,"ryan fleck,anna boden","ryan reynolds,ben mendelsohn,sienna miller,analeigh tipton,alfre woodard,robin weigert,stephanie honoré,lauren gros",drama
d356,the green inferno,eli roth,"lorenza izzo,ariel levy,sky ferreira,nicolas martinez,kirby bliss blanton,magda apanowicz,matías lópez,aaron burns,daryl sabara","horror, thriller"
d357,the walk,robert zemeckis,"joseph gordon-levitt,ben kingsley,charlotte le bon,ben schwartz,james badge dale,steve valentine,mark camacho",drama
d358,labyrinth of lies,giulio ricciarelli,"alexander fehling,andré szymanski,friederike becht,johann von bülow,hansi jochmann","drama, history"
d359,the martian,ridley scott,"matt damon,jessica chastain,kate mara,jeff daniels,chiwetel ejiofor,michael peña,aksel hennie,sebastian stan,kristen wiig,sean bean,donald glover,mackenzie davis,naomi scott","action, adventure, science fiction"
d360,some kind of beautiful,tom vaughan,"jessica alba,pierce brosnan,malcolm mcdowell,salma hayek,ben mckenzie,marlee matlin,ivan sergei,fred melamed","comedy, romance"
d361,no escape,john erick dowdle,"owen wilson,lake bell,pierce brosnan,sterling jerins,spencer garrett",thriller
d362,queen of earth,alex ross perry,"elisabeth moss,katherine waterston,patrick fugit,kate lyn sheil,kentucker audley,keith poulson",drama
d363,we are your friends,max joseph,"zac efron,emily ratajkowski,wes bentley,vanessa lengies,jon abrahams,shiloh fernandez,jon bernthal",drama
d364,in the game,maria finitzo,,documentary
d365,7 chinese brothers,bob byington,"jason schwartzman,stephen root,olympia dukakis,alex karpovsky,jonathan togo",comedy
d366,turbo kid,"françois simard,anouk whissell,yoann-karl whissell","munro chambers,laurence leboeuf,michael ironside,aaron jeffery,edwin wright","action, adventure, comedy, horror, science fiction"
d367,the second mother,anna muylaert,"regina casé,michel joelsas,camila márdila,karine teles,lourenço mutarelli,helena albergaria",drama
d368,zipper,mora stephens,"patrick wilson,lena headey,richard dreyfuss,ray winstone,john cho,dianna agron,elena satine","drama, thriller"
d369,i touched all your stuff,"maíra bühler,matias mariani",,documentary
d370,z for zachariah,craig zobel,"margot robbie,chris pine,chiwetel ejiofor","drama, science fiction, thriller"
d371,a walk in the woods,ken kwapis,"robert redford,nick nolte,emma thompson,nick offerman,kristen schaal","adventure, comedy, drama"
d372,war room,alex kendrick,"priscilla c. shirer,t.c. stallings,karen abercrombie,beth moore,michael jr.,jadin harris,tenae downing,alena pitts","drama, family"
d373,the transporter refueled,camille delamarre,"ed skrein,loan chabanol,lenn kudrjawizki,radivoje bukvić,gabriella wright,ray stevenson","action, crime, thriller"
d374,a sinner in mecca,parvez sharma,parvez sharma,documentary
d375,before we go,chris evans,"chris evans,alice eve,mark kassen,emma fitzpatrick,scott evans,john cullum,kevin carolan,fenton lawless",romance
d376,bloodsucking bastards,brian james o'connell,"fran kranz,pedro pascal,joey kern,joel murray,emma fitzpatrick,yvette yates,justin ware,david f. park,parvesh cheena","comedy, horror"
d377,rosenwald,aviva kempner,,documentary
d378,contracted: phase ii,josh forbes,"matt mercer,marianna palka,morgan peter brown,caroline williams,anna lore,laurel vail,najarra townsend",horror
d379,break point,jay karas,"jeremy sisto,david walton,amy smart,j.k. simmons,adam devine,joshua rush,chris parnell,kate flannery,jenny wade,vincent ventresca,jared ward,allison ochmanek",comedy
d380,steve jobs: the man in the machine,alex gibney,steve jobs,documentary
d381,dragon blade,daniel lee,"jackie chan,john cusack,adrien brody,sharni vinson,max huang,si won choi,peng lin","action, adventure, drama, history"
d382,dirty weekend,neil labute,"matthew broderick,alice eve,phil burke,gia crovatin,charles duran","comedy, drama"
d383,welcome to leith,"christopher k. walker,michael beach nichols",,"crime, documentary, horror, western"
d384,the man from u.n.c.l.e.,guy ritchie,"alicia vikander,henry cavill,hugh grant,armie hammer,jared harris,elizabeth debicki","action, adventure, comedy"
d385,straight outta compton,f. gary gray,"paul giamatti,aldis hodge,keith stanfield,r. marcus taylor,o'shea jackson jr.,neil brown jr.,jason mitchell,corey hawkins","drama, music"
d386,fort tilden,"sarah-violet bliss,charles rogers","bridey elliott,clare mcnulty,alysia reiner,neil casey,peter vack,griffin newman,jeffrey scaperrotta,reggie watts",comedy
d387,prince,sam de jong,"ayoub elasri,oussama addi,achraf meziani,elsie de brauw,sigrid ten napel,jorik scholten","comedy, drama"
d388,we come as friends,hubert sauper,,documentary
d389,return to sender,fouad mikati,"rosamund pike,rumer willis,nick nolte,scout taylor-compton,shiloh fernandez,illeana douglas,camryn manheim",thriller
d390,amnesiac,michael polish,"kate bosworth,wes bentley","drama, horror, mystery"
d391,one & two,andrew droz palermo,"kiernan shipka,timothée chalamet,elizabeth reaser,grant bowler","drama, fantasy, thriller"
d392,meru,"jimmy chin,elizabeth chai vasarhelyi","conrad anker,grace chin,jimmy chin,amee hinkley",documentary
d393,ten thousand saints,"robert pulcini,shari springer berman","ethan hawke,asa butterfield,hailee steinfeld,emile hirsch,emily mortimer,julianne nicholson","comedy, drama, music"
d394,tom at the farm,xavier dolan,"xavier dolan,pierre-yves cardinal,lise roy,evelyne brochu,manuel tadros","drama, thriller"
d395,people places things,james c. strouse,"jemaine clement,regina hall,stephanie allynne,jessica williams",comedy
d396,mistress america,noah baumbach,"greta gerwig,lola kirke,charlie gillette,dean wareham,heather lind,seth barrish",comedy
d397,beltracchi - the art of the forgery,arne birkenstock,"wolfgang beltracchi,helene beltracchi",
d398,the curse of downers grove,derick martini,"kevin zegers,penelope mitchell,lucas till,mark l. young,helen slater,tom arnold,bella heathcote,zane holtz","drama, horror, mystery"
d399,american ultra,nima nourizadeh,"kristen stewart,jesse eisenberg,topher grace,tony hale,john leguizamo,walton goggins,connie britton,bill pullman","action, comedy"
d400,being evel,daniel junge,,"documentary, history"
d401,hitman: agent 47,aleksander bach,"rupert friend,zachary quinto,hannah ware,thomas kretschmann,ciarán hinds","action, crime, thriller"
d402,the mend,john magary,"josh lucas,stephen plunkett,lucy owens,mickey sumner,austin pendleton,cory nichols,sekou laidlow,louisa krause,leo fitzpatrick,sarah steele",comedy
d403,she's funny that way,peter bogdanovich,"jennifer aniston,imogen poots,lucy punch,owen wilson,kathryn hahn,will forte,rhys ifans,joanna lumley,cybill shepherd,quentin tarantino,debi mazar,tatum o'neal,michael shannon,richard lewis,illeana douglas,austin pendleton,colleen camp,jennifer esposito",comedy
d404,sinister 2,ciaran foy,"shannyn sossamon,james ransone,tate ellington,nicholas king,lucas jade zumann,caden m. fritz,jaden klein,delphine pontvieux,olivia rainey,laila haley,dartanian sloan,robert daniel sloan",horror
d405,learning to drive,isabel coixet,"grace gummer,ben kingsley,patricia clarkson,sarita choudhury,jake weber,john hodgman,samantha bee","comedy, drama, romance"
d406,digging for fire,joe swanberg,"jake johnson,rosemarie dewitt,orlando bloom,brie larson,sam rockwell,mike birbiglia,anna kendrick,chris messina",drama
d407,grandma,paul weitz,"lily tomlin,julia garner,marcia gay harden,judy greer,laverne cox,elizabeth peña,nat wolff,john cho,sam elliott",comedy
d408,coming home,zhang yimou,"gong li,chen dao ming",drama
d409,sleeping with other people,leslye headland,"jason sudeikis,alison brie,andrea savage,jason mantzoukas,adam scott",comedy
d410,time out of mind,oren moverman,"richard gere,ben vereen,jena malone,geraldine hughes",drama
d411,a brilliant young mind,,"asa butterfield,rafe spall,sally hawkins,eddie marsan,jo yang,martin mccann","comedy, drama"
d412,meet the patels,"geeta patel,ravi patel",ravi patel,"comedy, documentary, romance"
d413,breathe,mélanie laurent,"joséphine japy,lou de laâge,isabelle carré,roxane duran",drama
d414,goodnight mommy,"severin fiala,veronika franz","susanne wuest,elias schwarz,lukas schwarz,elfriede schatz","drama, fantasy, horror, thriller"
d415,the visit,m. night shyamalan,"kathryn hahn,ed oxenbould,benjamin kanes,peter mcrobbie,olivia dejonge,deanna dunagan","comedy, horror"
d416,black mass,scott cooper,"johnny depp,joel edgerton,benedict cumberbatch,dakota johnson,kevin bacon,jesse plemons,corey stoll,peter sarsgaard,juno temple,adam scott,julianne nicholson,rory cochrane,jamie donnelly","crime, drama"
d417,the perfect guy,david m. rosenthal,"michael ealy,sanaa lathan,morris chestnut,kathryn morris,rutina wesley",thriller
d418,90 minutes in heaven,michael polish,"kate bosworth,hayden christensen,hudson meek,bobby batson,elizabeth hunter,david clyde carr,catherine carlen",drama
d419,sicario,denis villeneuve,"emily blunt,josh brolin,benicio del toro,daniel kaluuya,jon bernthal","crime, drama, mystery"
d420,peace officer,"brad barber,scott christopherson",,documentary
d421,maze runner: the scorch trials,wes ball,"dylan o'brien,thomas brodie sangster,kaya scodelario,ki hong lee,giancarlo esposito,aidan gillen,patricia clarkson,lili taylor","action, mystery, science fiction, thriller"
d422,office,johnnie to,,"comedy, musical"
d423,pawn sacrifice,edward zwick,"tobey maguire,lily rabe,peter sarsgaard,liev schreiber,sophie nélisse,michael stuhlbarg",drama
d424,cooties,"cary murnion,jonathan milott","elijah wood,alison pill,rainn wilson,jack mcbrayer,nasim pedrad,leigh whannell","comedy, horror"
d425,the cut,faith akin,"tahar rahim,simon abkarian,makram khoury,hindi zahra","drama, history"
d426,the new girlfriend,françois ozon,"anaïs demoustier,romain duris,raphaël personnaz,isild le besco,aurore clément",drama
d427,everest,baltasar kormákur,"jason clarke,jake gyllenhaal,josh brolin,john hawkes,sam worthington,robin wright,keira knightley,clive standen,emily watson","adventure, drama, thriller"
d428,prophet's prey,amy berg,"sam brower,nick cave,andrew chatwin",documentary
d429,captive,jerry jameson,"kate mara,david oyelowo,michael kenneth williams,mimi rogers,leonor varela,e. roger mitchell","crime, drama, thriller"
d430,hellions,bruce mcdonald,"chloe rose,robert patrick,rossif sutherland,rachel wilson,luke bilyk,peter dacunha","horror, thriller"
d431,finders keepers,"clay tweel,bryan carberry",,documentary
d432,freeheld,peter sollett,"julianne moore,ellen page,steve carell,michael shannon","drama, romance"
d433,a christmas horror story,"grant harvey,steven hoban,brett sullivan","william shatner,george buza,percy hynes white,oluniké adeliyi,rob archer,jeff clarke,jessica clement",horror
d434,deathgasm,jason lei howden,"milo cawthorne,kimberley crossman,sam berkley,delaney tabron,james blake,daniel cresswell","comedy, horror"
d435,shanghai,mikael håfström,"john cusack,jeffrey dean morgan,david morse,ken watanabe,franka potente,gong li,chow yun-fat,hugh bonneville","drama, mystery, romance"
d436,northern soul,elaine constantine,"steve coogan,antonia thomas,christian mckay,james lance,jack gordon,john thomson,lisa stansfield,ashley taylor dawson,claire garvey","drama, music"
d437,addicted to fresno,jamie babbit,"judy greer,aubrey plaza,natasha lyonne,ron livingston,allison tolman,molly shannon,fred armisen,clea duvall",comedy
d438,partisan,ariel kleiman,"vincent cassel,jeremy chabriel,florence mezzara,sosina wogayehu,timothy styles","drama, thriller"
d439,he named me malala,davis guggenheim,malala yousafzai,documentary
d440,escobar: paradise lost,andrea di stefano,"benicio del toro,josh hutcherson,brady corbet,claudia traisac,carlos bardem","romance, thriller"
d441,big game,jalmari helander,"samuel l. jackson,onni tommila,ted levine,victor garber,felicity huffman","action, adventure"
d442,glass chin,noah buschel,"corey stoll,billy crudup,marin ireland,yul vazquez,kelly lynch,john douglas thompson","drama, thriller"
d443,into the grizzly maze,david hackl,"james marsden,piper perabo,billy bob thornton,thomas jane,michaela mcmanus,scott glenn","action, horror, thriller"
d444,joe dirt 2: beautiful loser,fred wolf,"david spade,brittany daniel,christopher walken,adam beach,patrick warburton,mark mcgrath",comedy
d445,runoff,kimberly levin,"rashel bestard,tom bower,brennan james callan",drama
d446,the little death,josh lawson,"josh lawson,bojana novaković,damon herriman,kate mulvany,lisa mccune",comedy
d447,max,boaz yakin,"lauren graham,robbie amell,thomas haden church,luke kleintank,jay hernandez","adventure, drama, family"
d448,the vatican tapes,mark neveldine,"michael peña,kathleen robertson,djimon hounsou,dougray scott,john patrick amedori,olivia taylor dudley,peter andersson,cas anvar","horror, thriller"
d449,paper towns,jake schreier,"nat wolff,cara delevingne,austin abrams,justice smith,halston sage,jaz sinclair,caitlin carver,griffin freeman,cara buono","adventure, mystery, romance"
d450,magic mike xxl,gregory jacobs,"channing tatum,brandon cyrus,elizabeth banks,amber heard,matt bomer,jada pinkett smith,joe manganiello","comedy, drama, music"
d451,unexpected,kris swanberg,"cobie smulders,gail bean,anders holm,elizabeth mcgovern,robyn coffin,heidi johanningmeier","comedy, drama"
d452,samba,"eric toledano,olivier nakache","omar sy,tahar rahim,charlotte gainsbourg,izia higelin,hélène vincent,christiane millet","comedy, drama"
d453,phoenix,christian petzold,"nina hoss,ronald zehrfeld,nina kunzendorf",drama
d454,southpaw,antoine fuqua,"jake gyllenhaal,rachel mcadams,forest whitaker,oona laurence,naomie harris,50 cent","action, drama"
d455,pixels,chris columbus,"adam sandler,michelle monaghan,peter dinklage,josh gad,kevin james,ashley benson,sean bean,jane krakowski,brian cox","action, comedy, science fiction"
d456,rubble kings,shan nicholson,,documentary
d457,burying the ex,joe dante,"anton yelchin,ashley greene,alexandra daddario,oliver cooper","comedy, horror"
d458,the face of an angel,michael winterbottom,"kate beckinsale,cara delevingne,daniel brühl,ava acres,alistair petrie,rosie fellner,corrado invernizzi",drama
d459,dope,rick famuyiwa,"shameik moore,zoë kravitz,tony revolori,kiersey clemons,blake anderson,keith stanfield,rick fox,kimberly elise,roger guenveur smith,chanel iman,forest whitaker","comedy, drama"
d460,eden,mia hansen-løve,"félix de givry,brady corbet,greta gerwig,arsinée khanjian,pauline étienne","comedy, drama"
d461,the overnight,patrick brice,"adam scott,taylor schilling,jason schwartzman,judith godrèche",comedy
d462,manglehorn,david gordon green,"al pacino,chris messina,holly hunter,harmony korine,natalie wilemon",comedy
d463,infinitely polar bear,maya forbes,"mark ruffalo,zoe saldana,keir dullea,beth dixon,georgia lyman","comedy, drama"
d464,"3 1/2 minutes, ten bullets",marc silver,,documentary
d465,gabriel,lou howe,"rory culkin,david call,deirdre o'connell,emily meade,louisa krause,lynn cohen,alexia rasmussen,frank de julio,desmin borges,sean cullen",drama
d466,"what happened, miss simone?",liz garbus,,documentary
d467,ted 2,seth macfarlane,"mark wahlberg,seth macfarlane,amanda seyfried,jessica barth,patrick warburton,morgan freeman",comedy
d468,a murder in the park,"christopher s. rech,brandon kimber",,"crime, documentary, history"
d469,batkid begins,dana nachman,,"documentary, family"
d470,a borrowed identity,eran riklis,"tawfeek barhom,ali suliman,yaël abecassis,yaël abecassis,laëtitia eïdo,razi gabareen","drama, foreign"
d471,fresh dressed,sacha jenkins,,"documentary, history, music"
d472,safelight,tony aloupis,"juno temple,evan peters,kevin alejandro,meaghan jette martin,jason beghe,christine lahti,ariel winter,william peltz,don stark",drama
d473,a hard day,kim seong-hun,"lee sun-kyun,jo jin-woong,jeong man-sik,kim dong-yeong","action, crime, thriller"
d474,the stanford prison experiment,kyle patrick alvarez,"billy crudup,ezra miller,michael angarano,tye sheridan,olivia thirlby,johnny simmons,gaius charles,james wolk,thomas mann,moisés arias,keir gilchrist,nelsan ellis","drama, thriller"
d475,alléluia,fabrice du welz,"laurent lucas,lola dueñas,héléna noguerra,stéphane bissot,édith le merdy,anne-marie loop,david murgia","drama, thriller"
d476,ardor,pablo fendrik,"gael garcía bernal,alice braga","drama, western"
d477,lila & eve,charles stone iii,"viola davis,jennifer lopez,shea whigham,aml ameen,andre royo","drama, thriller"
d478,mr. holmes,bill condon,"ian mckellen,laura linney,milo parker,hattie morahan,patrick kennedy,hiroyuki sanada,colin starkey,zak shukor","crime, drama, mystery"
d479,the look of silence,joshua oppenheimer,,documentary
d480,ant-man,peyton reed,"paul rudd,michael douglas,evangeline lilly,corey stoll,bobby cannavale,judy greer,michael peña,anthony mackie,wood harris,david dastmalchian,t.i.,john slattery,hayley atwell,martin donovan","action, adventure, science fiction"
d481,sharknado 3: oh hell no!,anthony c. ferrante,"ian ziering,tara reid,cassie scerbo,david hasselhoff,bo derek,ryan newman,jack griffo,rick fox,jerry springer","horror, science fiction, tv movie"
d482,big significant things,bryan reisberg,"krista kosonen,harry lloyd","comedy, drama"
d483,the outrageous sophie tucker,william gazecki,,documentary
d484,a gay girl in damascus: the amina profile,sophie deraspe,,documentary
d485,dark was the night,jack heller,"steve agee,kevin durand,lukas haas,nick damici,sabina gadecki","horror, thriller"
d486,irrational man,woody allen,"emma stone,joaquin phoenix,jamie blackley,parker posey",drama
d487,trainwreck,judd apatow,"amy schumer,bill hader,brie larson,tilda swinton,ezra miller,john cena,lebron james,vanessa bayer,method man,daniel radcliffe,marisa tomei,jon glaser,colin quinn,dave attell,randall park",comedy
d488,staten island summer,rhys thomas,"graham phillips,zack pearlman,ashley greene,kate walsh,gina gershon,mary birdsong,bobby moynihan,method man,jim gaffigan,john deluca,jackson nicoll,katie cockrell,kate mckinnon,will forte",comedy
d489,vacation,"john francis daley,jonathan m. goldstein","ed helms,leslie mann,chris hemsworth,christina applegate,chevy chase,charlie day,elizabeth gillies,beverly d'angelo,keegan michael key,regina hall,ron livingston,norman reedus,nick kroll,tim heidecker,kaitlin olson,michael peña,colin hanks","adventure, comedy"
d490,i am chris farley,"brent hodge,derik murray","chris farley,david spade,pat finn,bo derek,dan aykroyd,bob saget",documentary
d491,a lego brickumentary,"kief davidson,daniel junge",jason bateman,documentary
d492,paulo coelho's best story,daniel augusto,julio andrade,
d493,best of enemies,"robert gordon,morgan neville","kelsey grammer,john lithgow,gore vidal,dick cavett,christopher hitchens,noam chomsky","documentary, history"
d494,listen to me marlon,stevan riley,marlon brando,documentary
d495,mission: impossible - rogue nation,christopher mcquarrie,"tom cruise,jeremy renner,simon pegg,rebecca ferguson,paula patton,ving rhames,alec baldwin,sean harris,america olivo,simon mcburney","action, adventure, thriller"
d496,that sugar film,damon gameau,,documentary
d497,shaun the sheep movie,"mark burton,richard starzack","justin fletcher,john b. sparkes,omid djalili,richard webber,kate harbour,tim hands,simon greenall","adventure, animation, comedy, family"
d498,wild city,ringo lam,"shawn yue,louis koo,tong liya,joseph chang,jack kao kuo-hsin,simon yam,sam lee,philip ng,dave wong",action
d499,fantastic four,josh trank,"miles teller,kate mara,jamie bell,michael b. jordan,toby kebbell,tim blake nelson,reg e. cathey","action, adventure, science fiction"
d500,homme less,thomas wirthensohn,,documentary
d501,counting,jem cohen,,documentary
d502,the end of the tour,james ponsoldt,"jason segel,jesse eisenberg,anna chlumsky,mamie gummer,joan cusack,ron livingston,mickey sumner",drama
d503,the young and prodigious t.s. spivet,jean-pierre jeunet,"kyle catlett,helena bonham-carter,judy davis,callum keith rennie,niamh wilson,jakob davies,rick mercer,robert maillet,julian richings,dominique pinon","adventure, drama, family"
d504,the runner,austin stark,"nicolas cage,sarah paulson,connie nielsen,peter fonda,bryan batt,wendell pierce,fredric lehne",drama
d505,kahlil gibran's the prophet,"roger allers,nina paley,bill plympton,mohammed saeed harib,gaëtan brizzi,paul brizzi,joan gratz,tomm moore,joann sfar,michal socha","quvenzhané wallis,salma hayek,liam neeson,john krasinski,frank langella,alfred molina,john rhys-davies",animation
d506,horse money,pedro costa,"tito furtado,vitalina varela,ventura",drama
d507,cop car,jon watts,"kevin bacon,james freedson-jackson,hays wellford,shea whigham,camryn manheim",thriller
d508,the gift,joel edgerton,"jason bateman,rebecca hall,joel edgerton,david denman,beau knapp,allison tolman,p. j. byrne,busy philipps,wendell pierce,katie aselton","drama, horror"
d509,call me lucky,bobcat goldthwait,barry crimmins,documentary
d510,dark places,gilles paquet-brenner,"charlize theron,chloë grace moretz,nicholas hoult,christina hendricks,andrea roth,corey stoll,tye sheridan,sterling jerins,shannon kook-chun,drea de matteo","drama, mystery, thriller"
d511,the diary of a teenage girl,marielle heller,"bel powley,kristen wiig,alexander skarsgård,christopher meloni,margarita levieva,quinn nagle,abby wait,austin lyon,miranda bailey",drama
d512,ricki and the flash,jonathan demme,"meryl streep,mamie gummer,kevin kline,rick springfield,ben platt,sebastian stan,audra mcdonald,charlotte rae,nick westrate","comedy, drama, music"
d513,terminator genisys,alan taylor,"arnold schwarzenegger,emilia clarke,jason clarke,jai courtney,j.k. simmons,dayo okeniyi,lee byung-hun","action, adventure, science fiction, thriller"
d514,faith of our fathers,carey scott,"stephen baldwin,kevin downes,david a.r. white",drama
d515,jackie & ryan,ami canaan mann,"katherine heigl,ben barnes,clea duvall,sheryl lee,emily alyn lind,nathan stevens,allan groves",drama
d516,stung,benni diez,"clifton collins jr.,lance henriksen,matt o'leary,jessica cook,david masterson","comedy, horror, romance"
d517,cartel land,matthew heineman,,"action, documentary, drama"
d518,jimmy's hall,ken loach,"barry ward,simone kirby,jim norton,andrew scott,brían f. o'byrne,francis magee,karl geary","drama, history"
d519,in stereo,mel rodriguez iii,"beau garrett,aimee mullins,maggie geha,mario cantone,micah a. hauptman,micah a. hauptman","comedy, drama, romance"
d520,amy,asif kapadia,amy winehouse,"documentary, music"
d521,stray dog,debra granik,ronnie hall,"documentary, war"
d522,minions,"kyle balda,pierre coffin","pierre coffin,sandra bullock,jon hamm,katy mixon,hiroyuki sanada,jennifer saunders,michael keaton,allison janney,steve coogan,geoffrey rush,steve carell,michael beattie,dave rosenbaum","adventure, animation, comedy, family"
d523,the suicide theory,dru brown,"leon cain,steve mazoukis","drama, thriller"
d524,mad women,jeff lipsky,"reed birney,jamie harrold,ashley blankenship,kelsey lynn stokes",drama
d525,nowitzki: the perfect shot,sebastian dehnhardt,,documentary
d526,stations of the cross,dietrich brüggemann,"lea van acken,franziska weisz,florian stetter,lucie aron,moritz knapp",drama
d527,do i sound gay?,david thorpe,,documentary
d528,boulevard,dito montiel,"robin williams,bob odenkirk,kathy baker,giles matthey,clay jeffries,j. karen thomas,roberto aguire",drama
d529,"10,000 km",carlos marques-marcet,"natalia tena,david verdaguer","comedy, drama, romance"
d530,what we did on our holiday,"andy hamilton,guy jenkin","david tennant,rosamund pike,billy connolly,bobby smalldridge,emilia jones,ben miller,celia imrie",comedy
d531,self/less,tarsem singh,"ben kingsley,ryan reynolds,natalie martinez,matthew goode,michelle dockery,melora hardin,victor garber,derek luke","science fiction, thriller"
d532,strangerland,kim farrant,"nicole kidman,joseph fiennes,hugo weaving,lisa flanagan,megan alston,maddison brown","drama, thriller"
d533,the gallows,"travis cluff,chris lofing","reese mishler,pfeifer brown,ryan shoos,cassidy gifford,travis cluff,price t. morgan,mackie burt,melissa bratton,theo burkhardt,david herrera",horror
d534,tangerine,sean baker,"kitana kiki rodriguez,mya taylor,karren karagulian,john gulager,mickey o'hagen,james ransone,alla tumanian","comedy, drama"
d535,court,chaitanya tamhane,"usha bane,vivek gomber,pradeep joshi,geetanjali kulkarni,shirish pawar,vira sathidar",
d536,good kill,andrew niccol,"ethan hawke,january jones,zoë kravitz,jake abel,bruce greenwood","drama, thriller"
d537,welcome to me,shira piven,"kristen wiig,james marsden,linda cardellini,wes bentley,jennifer jason leigh,alan tudyk,tim robbins,joan cusack,thomas mann","comedy, drama"
d538,far from the madding crowd,thomas vinterberg,"carey mulligan,juno temple,michael sheen,tom sturridge,matthias schoenaerts,hilton mcrae",drama
d539,ride,helen hunt,"helen hunt,brenton thwaites,luke wilson,david zayas,callum keith rennie",
d540,intrepido: a lonely hero,gianni amelio,"antonio albanese,livia rossi,gabriele rendina,sandra ceccarelli,alfonso santagata",comedy
d541,bravetown,daniel duran,"josh duhamel,maria bello,laura dern,katrina norman,lucas till,tom everett scott","drama, music"
d542,hot pursuit,anne fletcher,"reese witherspoon,sofía vergara,michael mosley,john carroll lynch,richard t. jones","action, comedy"
d543,skin trade,ekachai uekrongtham,"ron perlman,tony jaa,dolph lundgren,celina jade,michael jai white,peter weller","action, crime, thriller"
d544,aloha,cameron crowe,"bradley cooper,emma stone,rachel mcadams,john krasinski,danny mcbride,sugar lyn beard,edi gathegi,bill murray,alec baldwin","adventure, comedy, romance"
d545,san andreas,brad peyton,"dwayne johnson,alexandra daddario,carla gugino,ioan gruffudd,archie panjabi,paul giamatti,kylie minogue,will yun lee","action, drama, thriller"
d546,gemma bovery,anne fontaine,"gemma arterton,jason flemyng,fabrice luchini,elsa zylberstein","comedy, drama, romance"
d547,tu dors nicole,stéphane lafleur,"julianne côté,catherine st-laurent,marc-andré grondin,francis la haye,simon larouche","comedy, drama"
d548,entourage,doug ellin,"adrian grenier,jerry ferrara,kevin connolly,kevin dillon,jeremy piven,billy bob thornton,haley joel osment,perrey reeves,emmanuelle chriqui,rhys coiro,constance zimmer,nora dunn",comedy
d549,misery loves comedy,kevin pollak,,"comedy, documentary"
d550,dawn patrol,daniel petrie jr,"scott eastwood,rita wilson,jeff fahey,david james elliott",drama
d551,police story: lockdown,ding sheng,"jackie chan,liu ye,jing tian","action, crime, drama, thriller"
d552,a pigeon sat on a branch reflecting on existence,roy andersson,"holger andersson,nisse vestblom,viktor gyllenberg,lotti törnros,jonas gerholm,ola stensson,oscar salomonsson,roger olsen likvern,charlotta larsson","comedy, drama"
d553,the water diviner,russell crowe,"russell crowe,olga kurylenko,jai courtney,isabel lucas","drama, war"
d554,24 days,alexandre arcady,"zabou breitman,pascal elbé,jacques gamblin,sylvie testud,éric caravaca","drama, thriller"
d555,the forger,philip martin,"john travolta,christopher plummer,tye sheridan,jennifer ehle,abigail spencer","crime, drama, thriller"
d556,adult beginners,ross katz,"nick kroll,rose byrne,bobby cannavale,joel mchale,caitlin fitzgerald,bobby moynihan,josh charles,jane krakowski,paula garcés,jason mantzoukas",comedy
d557,little boy,alejandro gomez monteverde,"emily watson,david henrie,kevin james,michael rapaport,ted levine,tom wilkinson,cary hiroyuki-tagawa,abraham benrubi,ben chaplin,ali landry,toby huss,kelly greyson","comedy, drama, war"
d558,the age of adaline,lee toland krieger,"blake lively,michiel huisman,ellen burstyn,harrison ford,amanda crew,richard harmon","drama, romance"
d559,avengers: age of ultron,joss whedon,"robert downey jr.,chris evans,chris hemsworth,mark ruffalo,scarlett johansson,jeremy renner,james spader,elizabeth olsen,aaron taylor-johnson,paul bettany,samuel l. jackson,cobie smulders,don cheadle,anthony mackie,stellan skarsgård,thomas kretschmann,andy serkis,linda cardellini,hayley atwell,idris elba,josh brolin,julie delpy","action, adventure, science fiction"
d560,the casual vacancy,jonny campbell,"michael gambon,julia mckenzie,keeley hawes,rufus jones,rory kinnear,emily bevan,simon mcburney,monica dolan,lolita chakrabarti,silas carson,richard glover",drama
d561,iris,albert maysles,,documentary
d562,reality,quentin dupieux,"alain chabat,jonathan lambert,élodie bouchez,kyla kenedy,eric wareheim,john glover,jon heder",
d563,gerontophilia,bruce labruce,"pier-gabriel lajoie,walter borden,katie boland,marie-hélène thibault,nastassia markiewicz,yardly kavanagh,jean-alexandre létourneau,brian d. wright","comedy, romance"
