ID,Title,Year,Director,Cast,Genre,Duration
782,the loft,2015.0,erik van looy,"karl urban,james marsden,wentworth miller,matthias schoenaerts,eric stonestreet",thriller,108 minutes
783,jupiter ascending,2015.0,"lana wachowski,andy wachowski","channing tatum,mila kunis,eddie redmayne,tuppence middleton,sean bean,douglas booth,jo osmond,terry gilliam,doona bae,vanessa kirby,james d'arcy,gugu mbatha-raw","action, adventure, fantasy",127 minutes
784,matt shepard is a friend of mine,2015.0,michele josue,,"documentary, history",89 minutes
785,"love, rosie",2015.0,christian ditter,"lily collins,sam claflin,tamsin egerton,christian cooke,art parkinson","comedy, romance",102 minutes
786,outcast,2015.0,nick powell,"nicolas cage,hayden christensen,liu yifei,andy on,fernando chien","action, adventure",98 minutes
787,mad as hell,2015.0,andrew napier,cenk uygur,"comedy, documentary",80 minutes
788,the spongebob movie: sponge out of water,2015.0,paul tibbitt,"tom kenny,bill fagerbakke,rodger bumpass,clancy brown,carolyn lawrence,mr. lawrence,antonio banderas,slash","adventure, animation, comedy",93 minutes
789,the voices,2015.0,marjane satrapi,"ryan reynolds,gemma arterton,anna kendrick,jacki weaver","comedy, crime, thriller",103 minutes
790,seventh son,2015.0,sergey bodrov,"jeff bridges,julianne moore,ben barnes,alicia vikander,kit harington,djimon hounsou,olivia williams","adventure, family, fantasy",102 minutes
791,ballet 422,2015.0,jody lee lipes,justin peck,documentary,72 minutes
792,white rabbit,2015.0,tim mccann,"britt robertson,sam trammell,ryan lee,nick krause,denise williamson",drama,89 minutes
793,what we do in the shadows,2015.0,"jemaine clement,taika waititi","taika waititi,jemaine clement,jonathan brugh,cori gonzalez-macuer,stuart rutherford,jackie van beek,rhys darby,duncan sarkies","comedy, horror",86 minutes
794,the rewrite,2015.0,marc lawrence,"j.k. simmons,marisa tomei,allison janney,hugh grant,aja naomi king,chris elliott","comedy, romance",107 minutes
795,old fashioned,2015.0,rik swartzwelder,"elizabeth roberts,rik swartzwelder,lejon woods,tyler hollinger","drama, romance",115 minutes
796,wyrmwood,2014.0,kiah roache-turner,"jay gallagher,bianca bradey,leon burchill,luke mckenzie,yure covich,catherine terracini,keith agius","action, horror",98 minutes
797,fifty shades of grey,2015.0,sam taylor-johnson,"dakota johnson,jamie dornan,jennifer ehle,eloise mumford,luke grimes,victor rasuk,max martini,rita ora,marcia gay harden,callum keith rennie",drama,125 minutes
798,the last 5 years,2015.0,richard lagravenese,"anna kendrick,jeremy jordan","comedy, drama, music, romance",94 minutes
799,kingsman: the secret service,2015.0,matthew vaughn,"colin firth,mark strong,samuel l. jackson,michael caine,jack davenport,taron egerton","action, adventure, comedy, crime",129 minutes
800,da sweet blood of jesus,2015.0,spike lee,"stephen tyrone williams,zaraah abrahams,rami malek,joie lee,elvis nolasco","comedy, romance, thriller",123 minutes
801,queen and country,2015.0,john boorman,"vanessa kirby,david thewlis,richard e. grant,caleb landry jones,tamsin egerton",drama,115 minutes
802,mcfarland usa,2015.0,niki caro,"kevin costner,maria bello,ramiro rodriguez,carlos pratts,johnny ortiz,morgan saylor,vincent martella,elsie fisher,daniel moncada,diana maria riva,vanessa martinez,chelsea rendon,ben bray",drama,
803,"gett, the trial of viviane amsalem",2015.0,"ronit elkabetz,shlomi elkabetz","ronit elkabetz,simon abkarian,menashe noy,gabi amrani,dalia beger",drama,115 minutes
804,digging up the marrow,2015.0,adam green,"ray wise,adam green,kane hodder,mick garris","documentary, fantasy, horror, mystery",98 minutes
805,drunktown's finest,2015.0,sydney freeland,"jeremiah bitsui,kiowa gordon,shauna baker,lora martinez-cunningham,mark siversten,debrianna mansini,pierre barrera",drama,95 minutes
806,wild tales,2015.0,damián szifrón,"ricardo darín,leonardo sbaraglia,darío grandinetti,erica rivas,nancy dupláa,maría onetto ,rita cortese","comedy, drama, thriller",122 minutes
807,all the wilderness,2015.0,michael james johnson,"isabelle fuhrman,kodi smit-mcphee,virginia madsen,danny devito,evan ross,hannah barefoot",drama,85 minutes
808,the duff,2015.0,ari sandel,"mae whitman,robbie amell,bella thorne,skyler samuels,bianca a. santos,nick eversman,ken jeong,allison janney,romany malco",comedy,
809,hot tub time machine 2,2015.0,steve pink,"rob corddry,craig robinson,clark duke,adam scott,chevy chase,gillian jacobs,bianca haase,collette wolfe",comedy,
810,approaching the elephant,2014.0,amanda wilder,,,88 minutes
811,wild canaries,2015.0,lawrence michael levine,"sophia takal,lawrence michael levine,alia shawkat,annie parisse,jason ritter,kevin corrigan","comedy, mystery, romance",96 minutes
812,farewell to hollywood,2015.0,"henry corra,regina nicholson",,"documentary, drama, romance",90 minutes
813,[rec] 4: apocalypse,2015.0,jaume balagueró,"manuela velasco,héctor colomé,maría alfonsa rosso,paco manzanedo,mariano venancio","horror, thriller",96 minutes
814,focus,2015.0,"glenn ficarra,john requa","will smith,margot robbie,rodrigo santoro,robert taylor,gerald mcraney","comedy, crime, drama, romance",104 minutes
815,the widowmaker,2015.0,patrick forbes,,documentary,96 minutes
816,futuro beach,2015.0,karim ainouz,"wagner moura,clemens schick,jesuita barbosa,sabine timoteo,sophie charlotte conrad,demick lopes",drama,106 minutes
817,the woman in black 2: angel of death,2015.0,tom harper,"helen mccrory,jeremy irvine,phoebe fox,ned dennehy,adrian rawlins","drama, horror, thriller",98 minutes
818,beloved sisters,2015.0,dominik graf,"florian stetter,henriette confurius,hannah herzsprung,ronald zehrfeld,andreas pietschmann,maja maranow","drama, history, romance",138 minutes
819,li'l quinquin,2015.0,bruno dumont,"alane delhaye,lucy caron,bernard pruvost,philippe jore,philippe peuvion","comedy, crime, mystery",200 minutes
820,the taking of tiger mountain,2015.0,tsui hark,"zhang hanyu,tony leung ka-fai,tong liya,lin gengxin,nan yu","adventure, thriller, war",141 minutes
821,"something, anything",2015.0,paul harrill,"ashley shelton,bryce johnson,linds edwards,amy hubbard,lauren lazarus,emily soleil","drama, romance",88 minutes
822,predestination,2015.0,"michael spierig,peter spierig","ethan hawke,sarah snook,noah taylor,christopher kirby,madeleine west","action, science fiction, thriller",97 minutes
823,preservation,2015.0,christopher denham,"pablo schreiber,aaron staton,wrenn schmidt,cody saintgnue,nick saso,michael chacon","horror, thriller",90 minutes
824,the circle,2014.0,stefan haupt,"babett arens,aaron hitz,martin hug,matthias hungerbühler,peter jecklin,ueli jäggi,sebastian ledesma","documentary, drama",102 minutes
825,late phases,2014.0,adrián garcía bogliano,"nick damici,ethan embry,lance guest,tina louise,rutanya alda,erin cummings,karen lynn gorney,tom noonan,larry fessenden",horror,95 minutes
826,happy valley,2014.0,amir bar-lev,,documentary,98 minutes
827,"pulp: a film about life, death & supermarkets",2014.0,florian habicht,,documentary,90 minutes
828,monk with a camera,2014.0,"tina mascara,guido santi",,documentary,90 minutes
829,extraterrestrial,2014.0,colin minihan,"brittany allen,freddie stroma,melanie papalia,jesse moss,anja savcic","horror, science fiction",101 minutes
830,bad hair,2014.0,mariana rondón,"beto benites,samantha castillo,samuel lange zambrano,nelly ramos",drama,93 minutes
831,the homesman,2014.0,tommy lee jones,"hilary swank,tommy lee jones,grace gummer,meryl streep,miranda otto,tim blake nelson,hailee steinfeld","drama, western",122 minutes
832,dumb and dumber to,2014.0,"bobby farrelly,peter farrelly","jim carrey,jeff daniels,rachel melvin,kathleen turner,brady bluhm,laurie holden",comedy,110 minutes
833,the hunger games: mockingjay - part 1,2014.0,francis lawrence,"jennifer lawrence,josh hutcherson,liam hemsworth,woody harrelson,donald sutherland,philip seymour hoffman,julianne moore,willow shields,sam claflin,elizabeth banks,mahershalalhashbaz ali,robert knepper,lily rabe,evan ross,jeffrey wright,stanley tucci,toby jones,jena malone","adventure, science fiction, thriller",123 minutes
834,the king and the mockingbird,2014.0,paul grimault,"jean martin,pascal mazzotti,raymond bussières","animation, family, fantasy",83 minutes
835,v/h/s: viral,2014.0,"justin benson,gregg bishop,aaron moorhead,marcel sarmiento,nacho vigalondo","justin welborn,emmy argo,gustavo salmerón,emilia ares zoryan","horror, thriller",82 minutes
836,a girl walks home alone at night,2014.0,ana lily amirpour,"sheila vand,arash marandi,marshall manesh,dominic rains ","horror, western",99 minutes
837,reach me,2014.0,john herzfeld,"sylvester stallone,lauren cohan,tom berenger,cary elwes,terry crews,thomas jane,tom sizemore,nelly,omari hardwick,david o'hara,kelsey grammer,danny aiello,danny trejo",drama,95 minutes
838,murder of a cat,2014.0,gillian greene,"fran kranz,greg kinnear,nikki reed,j.k. simmons,blythe danner","comedy, thriller",96 minutes
839,horrible bosses 2,2014.0,sean anders,"jason sudeikis,jason bateman,charlie day,jennifer aniston,kevin spacey,jamie foxx,chris pine,christoph waltz",comedy,108 minutes
840,"1,000 times good night",2014.0,erik poppe,"juliette binoche,nikolaj coster-waldau,maria doyle kennedy, larry mullen jr.",drama,117 minutes
841,dear white people,2014.0,justin simien,"tyler james williams,tessa thompson,teyonah parris,brandon p. bell,kyle gallner,dennis haysbert","comedy, drama",100 minutes
842,the tale of the princess kaguya,2014.0,isao takahata,,"animation, drama, fantasy",137 minutes
843,listen up philip,2014.0,alex ross perry,"jason schwartzman,elisabeth moss,jonathan pryce,krysten ritter,joséphine de la baume,jess weixler,kate lyn sheil,dree hemingway,keith poulson",drama,108 minutes
844,birdman,2014.0,alejandro gonzález iñárritu,"michael keaton,emma stone,zach galifianakis,edward norton,naomi watts,amy ryan","comedy, drama",119 minutes
845,rudderless,2014.0,william h. macy,"billy crudup,anton yelchin,felicity huffman,selena gomez,laurence fishburne,william h. macy","comedy, drama, music",105 minutes
846,private violence,2014.0,cynthia hill,,documentary,81 minutes
847,the heart machine,2014.0,zachary wigon,"john gallagher jr.,kate lyn sheil,david call,louisa krause,roderick hill,halley wegryn-gross","drama, thriller",85 minutes
848,stonehearst asylum,2014.0,brad anderson,"kate beckinsale,michael caine,jim sturgess,ben kingsley,brendan gleeson,david thewlis,jason flemyng",thriller,112 minutes
849,life of riley,2014.0,alain resnais,"sabine azema,hippolyte girardot,caroline sihol,michel vuillermoz,andre dussollier",drama,108 minutes
850,white bird in a blizzard,2014.0,gregg araki,"shailene woodley,eva green,christopher meloni,shiloh fernandez,gabourey sidibe,thomas jane,angela bassett,dale dickey,sheryl lee","drama, thriller",91 minutes
851,citizenfour,2014.0,laura poitras,,documentary,114 minutes
852,force majeure,2014.0,ruben östlund,"johannes kuhnke,lisa loven kongsli,clara wettergren,vincent wettergren,brady corbet",drama,118 minutes
853,ouija,2014.0,stiles white,"olivia cooke,ana coto,daren kagasoff",horror,89 minutes
854,john wick,2014.0,"david leitch,chad stahelski","keanu reeves,michael nyqvist,alfie allen,willem dafoe,dean winters,adrianne palicki,bridget moynahan,john leguizamo,ian mcshane,lance reddick","action, thriller",101 minutes
855,laggies,2014.0,lynn shelton,"keira knightley,sam rockwell,chloë grace moretz,mark webber,ellie kemper,jeff garlin,kaitlyn dever",comedy,100 minutes
856,low down,2014.0,jeff preiss,"lena headey,elle fanning,taryn manning,peter dinklage,john hawkes,glenn close,michael peter balzary,tim daly,anaya floyd flea",drama,119 minutes
857,point and shoot,2014.0,marshall curry,,documentary,83 minutes
858,abcs of death 2,2014.0,"álex de la iglesia,rodney ascher,bill plympton,erik matti,lancelot oduwa imasuen,kristina buozyte,bruno samper,sion sono,vincenzo natali,larry fessenden,marcus dunstan,julien maury,alexandre bustillo,e.l. katz,sylvia soska,jen soska,aharon keshales,navot papushado,julian gilbey,dennison ramalho,jerome sable,robert morgan",,horror,125 minutes
859,happy new year,2014.0,farah khan,"shahrukh khan,deepika padukone,abhishek bachchan,jackie shroff,boman irani,sonu sood","action, comedy, drama, romance",180 minutes
860,revenge of the green dragons,2014.0,"andrew lau wai-keung,andrew loo","justin chon,kevin wu,harry shum jr.,ray liotta","action, crime, drama",94 minutes
861,the great invisible,2014.0,margaret brown,,documentary,92 minutes
862,goodbye to language,2014.0,jean-luc godard,"héloise godet,kamel abdeli,richard chevallier,zoé bruneau,jessica erickson",drama,70 minutes
863,before i go to sleep,2014.0,rowan joffe,"nicole kidman,colin firth,mark strong,anne-marie duff","drama, thriller",92 minutes
864,the foxy merkins,2014.0,madeleine olnek,"lisa haas,jackie monahan,margaret abbott","adventure, comedy",81 minutes
865,life partners,2014.0,susanna fogel,"leighton meester,gillian jacobs,adam brody,gabourey sidibe,beth dover,abby elliott,mark feuerstein,kate mckinnon,greer grammer","comedy, romance",93 minutes
866,take care,2014.0,liz tuccillo,"leslie bibb,thomas sadoski,marin ireland,michael stahl-david,nadia dajani","comedy, drama, romance",94 minutes
867,pioneer,2014.0,erik skjoldbjærg,"wes bentley,stephen lang,aksel hennie,jonathan lapaglia,stephanie sigman",suspense,111 minutes
868,still alice,2014.0,"richard glatzer,wash westmoreland","kristen stewart,julianne moore,kate bosworth,hunter parrish,alec baldwin",drama,101 minutes
869,miss julie,2014.0,liv ullmann,"jessica chastain,colin farrell,samantha morton,nora mcmenamy",drama,129 minutes
870,wild,2014.0,jean-marc vallée,"reese witherspoon,laura dern,gaby hoffmann,thomas sadoski,w. earl brown,charles baker,kevin rankin,brian van holt,j.d. evermore",drama,115 minutes
871,dying of the light,2014.0,paul schrader,"nicolas cage,anton yelchin,alexander karim,irène jacob","drama, thriller",94 minutes
872,comet,2014.0,sam esmail,"emmy rossum,justin long,eric winter","comedy, drama, romance",91 minutes
873,exodus: gods and kings,2014.0,ridley scott,"christian bale,joel edgerton,aaron paul,ben kingsley,ben mendelsohn,john turturro,sigourney weaver,indira varma,maría valverde,golshifteh farahani","action, adventure, drama",150 minutes
874,the pyramid,2014.0,grégory levasseur,"ashley hinshaw,james buckley,denis o'hare,amir k,christa nicola,prince shah,joseph beddelem,garsha arristos,omar benbrahim",horror,89 minutes
875,inherent vice,2014.0,paul thomas anderson,"joaquin phoenix,josh brolin,owen wilson,katherine waterston,reese witherspoon,benicio del toro,jena malone,maya rudolph,martin short,martin donovan,eric roberts,michael k. williams","crime, drama, mystery, romance",148 minutes
876,the color of time,2014.0,"edna luise biesold,sarah-violet bliss,gabrielle demeestere,alexis gambis,brooke goldfinch,shripriya mahesh,pamela romanowsky,bruce thierry cheung,tine thomasen,virginia urreiztieta,omar zúñiga hidalgo,shruti ganguly","james franco,mila kunis,jessica chastain,zach braff,henry hopper,bruce campbell,vince jolivette",drama,73 minutes
877,remote area medical,2014.0,"jeff reichert,farihah zaman",,documentary,81 minutes
878,the captive,2014.0,atom egoyan,"ryan reynolds,scott speedman,rosario dawson,mireille enos,kevin durand,alexia fast,peyton kennedy,bruce greenwood",thriller,112 minutes
879,after the fall,2014.0,saar klein,"wes bentley,vinessa shaw,jason isaacs,haley bennett","crime, drama",110 minutes
880,we are the giant,2014.0,greg barker,,documentary,92 minutes
881,magician: the astonishing life and work of orson welles,2014.0,chuck workman,,documentary,94 minutes
882,goodbye to all that,2014.0,angus maclachlan,"paul schneider,melanie lynskey,audrey p. scott,anna camp,heather graham",comedy,87 minutes
883,top five,2014.0,chris rock,"chris rock,rosario dawson,gabrielle union,j. b. smoove,cedric the entertainer,kevin hart,adam sandler,whoopi goldberg,jerry seinfeld,hayley marie norman,romany malco,tracy morgan,sherri shepherd,leslie jones,ben vereen,tom papa","comedy, drama",101 minutes
884,"if you don't, i will",2014.0,sophie fillières,"emmanuelle devos,mathieu amalric,anne brochet,joséphine de la baume,nelson delapalme,laurent poitrenaux,julia roy",comedy,102 minutes
885,the hobbit: the battle of the five armies,2014.0,peter jackson,"martin freeman,ian mckellen,richard armitage,aidan turner,orlando bloom,evangeline lilly,john bell,dean o'gorman,lee pace,benedict cumberbatch,luke evans,cate blanchett,hugo weaving,christopher lee,billy connolly,ian holm,james nesbitt","adventure, fantasy",144 minutes
886,beyond the lights,2014.0,gina prince-bythewood,"minnie driver,gugu mbatha-raw,danny glover,jordan belfi,nate parker,aisha hinds",drama,116 minutes
887,night at the museum: secret of the tomb,2014.0,shawn levy,"ben stiller,robin williams,rami malek,rebel wilson,dan stevens,owen wilson,dick van dyke,rachael harris,ben kingsley,ricky gervais,mickey rooney,dan stevens,steve coogan","adventure, comedy, family, fantasy",97 minutes
888,rosewater,2014.0,jon stewart,"gael garcía bernal,shohreh aghdashloo,jason jones,haluk bilginer,nasser faris",drama,103 minutes
889,foxcatcher,2014.0,bennett miller,"channing tatum,steve carell,mark ruffalo,anthony michael hall,sienna miller,vanessa redgrave","drama, sport",134 minutes
890,penguins of madagascar,2014.0,"eric darnell,simon j. smith","tom mcgrath,chris miller,christopher knights,benedict cumberbatch,ken jeong,annet mahendru,peter stormare,john malkovich,conrad vernon","adventure, animation, comedy, family",92 minutes
891,the imitation game,2014.0,morten tyldum,"benedict cumberbatch,keira knightley,mark strong,matthew goode,rory kinnear,charles dance,allen leech,matthew beard","drama, history, thriller, war",114 minutes
892,the immortalists,2014.0,"david alvarado,jason sussberg",,documentary,78 minutes
893,zero motivation,2014.0,talya lavie,"dana ivgy,nelly tagar,shani klein,heli twito",comedy,100 minutes
894,the kingdom of dreams and madness,2014.0,mami sunada,,"animation, documentary",118 minutes
895,the babadook,2014.0,jennifer kent,"essie davis,noah wiseman,daniel henshall,hayley mcelhinney,cathy adamek,craig behenna","drama, horror, thriller",93 minutes
896,horns,2014.0,alexandre aja,"daniel radcliffe,juno temple,heather graham,sabrina carpenter,kelli garner,david morse,james remar,joe anderson,max minghella,kathleen quinlan","drama, fantasy, horror, thriller",120 minutes
897,revenge of the mekons,2014.0,joe angio,,"documentary, music",95 minutes
898,concerning violence,2014.0,göran olsson,,documentary,78 minutes
899,nightcrawler,2014.0,dan gilroy,"jake gyllenhaal,rene russo,riz ahmed,bill paxton","crime, drama, thriller",117 minutes
900,national gallery,2014.0,frederick wiseman,,documentary,180 minutes
901,the tower,2014.0,christian schwochow,"jan josef liefers,claudia michelsen,nadja uhl,sebastian urzendowsky,götz schubert,stephanie stumph,udo schenk",drama,180 minutes
902,interstellar,2014.0,christopher nolan,"matthew mcconaughey,wes bentley,anne hathaway,jessica chastain,michael caine,john lithgow,topher grace,casey affleck,mackenzie foy,ellen burstyn,bill irwin,collette wolfe,david oyelowo,william devane",science fiction,169 minutes
903,"on any sunday, the next chapter",2014.0,dana brown,,documentary,90 minutes
904,the way he looks,2014.0,daniel ribeiro,"ghilherme lobo,fabio audi,selma egrei,tess amorim,eucir de souza,júlio machado,naruna costa","drama, romance",95 minutes
905,elsa & fred,2014.0,michael radford,"shirley maclaine,christopher plummer,marcia gay harden,scott bakula,chris noth,george segal,erika alexander,james brolin,wendell pierce","comedy, family, romance",94 minutes
906,jessabelle,2014.0,kevin greutert,"sarah snook,joelle carter,mark webber,david andrews,ana de la reguera,chris ellis,larisa oleynik","horror, thriller",90 minutes
907,open windows,2014.0,nacho vigalondo,"elijah wood,sasha grey,neil maskell,nacho vigalondo,scott weinberg","action, crime, suspense",100 minutes
908,a merry friggin' christmas,2014.0,tristram shapeero,"robin williams,lauren graham,pierce gagnon,wendi mclendon-covey,joel mchale,candice bergen,clark duke,oliver platt",comedy,88 minutes
909,why don't you play in hell?,2014.0,sion sono,"jun kunimura,shinichi tsutsumi,fumi nikaidô,hiroki hasegawa,gen hoshino","action, drama",129 minutes
910,actress,2014.0,robert greene,brandy burre,documentary,86 minutes
911,big hero 6,2014.0,"don hall,chris williams","ryan potter,scott adsit,jamie chung,génesis rodríguez,damon wayans, jr.,t.j. miller,alan tudyk,james cromwell,maya rudolph,daniel henney","action, animation, comedy, family, science fiction",108 minutes
912,the theory of everything,2014.0,james marsh,"eddie redmayne,felicity jones,david thewlis,emily watson,simon mcburney,charlie cox",drama,123 minutes
913,the better angels,2014.0,a.j. edwards,"jason clarke,diane kruger,brit marling,wes bentley","drama, history",95 minutes
914,21 years: richard linklater,2014.0,"michael dunaway,tara wood",,documentary,78 minutes
915,saving christmas,2014.0,darren doane,"kirk cameron,bridgette cameron,darren doane",family,80 minutes
916,miss meadows,2014.0,karen leigh hopkins,"katie holmes,james badge dale,callan mulvey,mary kay place",drama,88 minutes
917,wolves,2014.0,david hayter,"jason momoa,lucas till,john pyper-ferguson,stephen mchattie,merritt patterson","action, horror",90 minutes
918,starry eyes,2014.0,"kevin kolsch,dennis widmyer","alex essoe,amanda fuller,noah segan,fabianne therese,pat healy",horror,98 minutes
919,bad turn worse,2014.0,"simon hawkins,zeke hawkins","mark pellegrino,jon gries,jeremy allen white,william devane,logan huffman,mackenzie davis","crime, drama, thriller",92 minutes
920,my old lady,2014.0,israel horovitz,"maggie smith,kevin kline,kristin scott thomas","comedy, drama",104 minutes
921,i am eleven,2014.0,,,documentary,93 minutes
922,god help the girl,2014.0,stuart murdoch,"emily browning,olly alexander,hannah murray","comedy, drama",111 minutes
923,archaeology of a woman,2014.0,,,drama,94 minutes
924,bird people,2014.0,pascale ferran,"josh charles,radha mitchell,mathieu amalric,clark johnson","drama, fantasy, romance",127 minutes
925,at the devil's door,2014.0,nicholas mccarthy,"naya rivera,catalina sandino moreno,ashley rickards,kate flannery",horror,91 minutes
926,the homestretch,2014.0,"anne de mare,kirsten kelly",,documentary,90 minutes
927,no good deed,2014.0,sam miller,"idris elba,taraji p. henson,mark rhino smith,frank brennan",thriller,84 minutes
928,dolphin tale 2,2014.0,,"morgan freeman,ashley judd,nathan gamble,cozi zuehlsdorff,harry connick jr.,kris kristofferson","drama, family",107 minutes
929,the disappearance of eleanor rigby: them,2014.0,ned benson,"james mcavoy,jessica chastain,ciarán hinds,bill hader,viola davis,isabelle huppert,jess weixler,william hurt",drama,122 minutes
930,the green prince,2014.0,nadav schirman,,"documentary, drama, thriller",95 minutes
931,honeymoon,2014.0,leigh janiak,"rose leslie,harry treadaway,ben huber,hanna brown","horror, thriller",87 minutes
932,the skeleton twins,2014.0,craig johnson,"kristen wiig,bill hader,luke wilson,ty burrell","comedy, drama",93 minutes
933,the drop,2014.0,michaël r. roskam,"tom hardy,noomi rapace,james gandolfini,john ortiz,ann dowd","crime, drama",106 minutes
934,stray dogs,2014.0,tsai ming-liang,"kang-sheng lee,lu yi-ching,chen shiang-chyi,chao-rong chen,yang kuei-mei",drama,138 minutes
935,annabelle,2014.0,john r. leonetti,"annabelle wallis,ward horton,tony amendola,alfre woodard",horror,99 minutes
936,the guest,2014.0,adam wingard,"dan stevens,maika monroe,sheila kelley,brendan meyer,leland orser,joel david moore,lance reddick,aj bowen","horror, thriller",99 minutes
937,the good lie,2014.0,philippe falardeau,"reese witherspoon,arnold oceng,ger duany,emmanuel jal,corey stoll,kuoth wiel,sarah baker",drama,110 minutes
938,the blue room,2014.0,mathieu amalric,"mathieu amalric,léa drucker",thriller,75 minutes
939,dead snow 2: red vs. dead,2014.0,tommy wirkola,"vegar hoel,martin starr,jocelyn deboer,ingrid haas,derek mears","action, comedy, horror",100 minutes
940,autómata,2014.0,gabe ibáñez,"antonio banderas,birgitte hjort sørensen,melanie griffith,dylan mcdermott,robert forster,tim mcinnerny,andy nyman,david ryall,andrew tiernan,christa campbell,christina tam,danny kirrane,philip rosch,javier bardem","science fiction, thriller",110 minutes
941,one chance,2014.0,david frankel,"james corden,alexandra roach,julie walters,colm meaney","comedy, drama, music",103 minutes
942,evolution of a criminal,2014.0,darius clark monroe,,documentary,81 minutes
943,the judge,2014.0,david dobkin,"robert downey jr.,robert duvall,vera farmiga,vincent d'onofrio,jeremy strong,billy bob thornton,david krumholtz,emma tremblay,dax shepard,ken howard,leighton meester,balthazar getty,grace zabriskie",drama,141 minutes
944,the overnighters,2014.0,jesse moss,,documentary,90 minutes
945,"alexander and the terrible, horrible, no good, very bad day",2014.0,miguel arteta,"steve carell,jennifer garner,ed oxenbould,dylan minnette,kerris dorsey,bella thorne,jennifer coolidge,megan mullally","comedy, family",81 minutes
946,whiplash,2014.0,damien chazelle,"miles teller,j.k. simmons,paul reiser,melissa benoist,austin stowell","drama, music",106 minutes
947,dracula untold,2014.0,gary shore,"luke evans,sarah gadon,dominic cooper,art parkinson,charles dance,diarmaid murtagh,paul kaye,william houston,noah huntley,ronan vibert","action, drama, fantasy, horror, war",92 minutes
948,kill the messenger,2014.0,michael cuesta,"jeremy renner,mary elizabeth winstead,robert patrick,michael sheen,ray liotta,michael kenneth williams,rosemarie dewitt,paz vega,andy garcia,barry pepper,gil bellows,oliver platt,richard schiff,tim blake nelson","crime, drama, mystery",112 minutes
949,addicted,2014.0,bille woodruff,"boris kodjoe,emayatzy corinealdi,katerina graham,maria howell,sharon leal,tasha smith,tyson beckford",drama,105 minutes
950,st. vincent,2014.0,theodore melfi,"bill murray,jaeden lieberher,melissa mccarthy,naomi watts,chris o'dowd,terrence howard",comedy,103 minutes
951,i am ali,2014.0,clare lewins,,documentary,111 minutes
952,diplomacy,2014.0,volker schlöndorff,"niels arestrup,andré dussollier,robert stadlober,burghart klaußner,lucas prisor","drama, history",88 minutes
953,camp x-ray,2014.0,peter sattler,"kristen stewart,peyman moaadi,lane garrison,joseph julian soria,john carroll lynch",drama,117 minutes
954,watchers of the sky,2014.0,edet belzberg,,"documentary, history",120 minutes
955,the best of me,2014.0,michael hoffman,"michelle monaghan,james marsden,liana liberato,luke bracey","drama, romance",117 minutes
956,housebound,2014.0,gerard johnstone,"morgana o'reilly,rima te wiata,glen-paul waru,cameron rhodes,millen baird","comedy, horror, thriller",109 minutes
957,young ones,2014.0,jake paltrow,"nicholas hoult,elle fanning,michael shannon,kodi smit-mcphee","action, drama, science fiction",100 minutes
958,the book of life,2014.0,jorge r. gutierrez,"diego luna,channing tatum,zoe saldana,christina applegate,eugenio derbez,cheech marin,gabriel iglesias,ron perlman","adventure, animation, comedy",95 minutes
959,the maze runner,2014.0,wes ball,"will poulter,aml ameen,ki hong lee,thomas sangster,will poulter,dexter darden,kaya scodelario,chris sheffield,joe adler,dylan o'brien,patricia clarkson,jacob latimore","mystery, science fiction, thriller",113 minutes
960,fury,2014.0,david ayer,"brad pitt,shia labeouf,logan lerman,jon bernthal,scott eastwood,jason isaacs,xavier samuel,michael peña","action, drama, war",134 minutes
961,a walk among the tombstones,2014.0,scott frank,"liam neeson,maurice compte,david harbour,marielle heller,annika peterson,adam david thompson,dan stevens","action, crime, drama",113 minutes
962,tusk,2014.0,kevin smith,"michael parks,justin long,génesis rodríguez,haley joel osment,johnny depp",horror,102 minutes
963,this is where i leave you,2014.0,shawn levy,"jason bateman,tina fey,jane fonda,adam driver,rose byrne,corey stoll,kathryn hahn,abigail spencer,connie britton,timothy olyphant,dax shepard,debra monk,abigail spencer",comedy,103 minutes
964,two night stand,2014.0,max nichols,"analeigh tipton,miles teller,jessica szohr,leven rambin,michael showalter","comedy, romance",86 minutes
965,the song,2014.0,richard ramsey,"alan powell,ali faulkner,caitlin nicol-thomas,danny vinson,kenda benward,landon marshall","drama, music, romance",116 minutes
966,the zero theorem,2014.0,terry gilliam,"christoph waltz,david thewlis,mélanie thierry,lucas hedges,matt damon,ben whishaw,tilda swinton,rupert friend,peter stormare","drama, fantasy, science fiction",107 minutes
967,pride,2014.0,matthew warchus,"bill nighy,dominic west,andrew scott,paddy considine,george mackay,imelda staunton",drama,120 minutes
968,jimi: all is by my side,2014.0,john ridley,"andré benjamin,imogen poots,hayley atwell,burn gorman,ruth negga,ashley charles",drama,118 minutes
969,lilting,2014.0,hong khaou,"ben whishaw,pei-pei cheng,peter bowles,naomi christie,andrew leung",drama,91 minutes
970,good people,2014.0,henrik ruben genz,"james franco,kate hudson,anna friel,tom wilkinson,omar sy,sam spruell,michael jibson","action, crime, thriller",
971,the two faces of january,2014.0,hossein amini,"viggo mortensen,kirsten dunst,oscar isaac",thriller,96 minutes
972,the boxtrolls,2014.0,"graham annable,anthony stacchi","isaac hempstead wright,elle fanning,ben kingsley,jared harris,toni collette,nick frost,tracy morgan,richard ayoade","adventure, animation, family",97 minutes
