ID;title,year,director(s),writer(s),actor(s)
1531;The Seeker: The Dark Is Rising,David L. Cunningham,Susan Cooper,John Hodge,Ian McShane,Christopher Eccleston,Gregory Smith,Jonathan Jackson;2007
1532;Johnny English,Peter Howitt,Neal Purvis,Robert Wade,William Davies,Peter Howitt,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos;2003
1533;Cobra,George P. Cosmatos,Paula Gosling,Sylvester Stallone,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson;1986
1534;Irreversible,Gaspar Noé,Gaspar Noé,Monica Bellucci,Vincent Cassel,Albert Dupontel,Jo Prestia;2002
1535;Colombiana,Olivier Megaton,Luc Besson,Robert Mark Kamen,Zoe Saldana,Cliff Curtis,Callum Blue,Michael Vartan;2011
1536;Ben-Hur,William Wyler,Lew Wallace,Karl Tunberg,Charlton Heston,Jack Hawkins,Haya Harareet,Stephen Boyd;1959
1537;Home Alone 3,Raja Gosnell,John Hughes,Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny Von Dohlen;1997
1538;Young Frankenstein,Mel Brooks,Mary Shelley,Gene Wilder,Mel Brooks,Gene Wilder,Marty Feldman,Teri Garr,Madeline Kahn;1974
1539;Big Mommas: Like Father, Like Son,John Whitesell,,Portia Doubleday,Martin Lawrence,Brandon T. Jackson,Mari Morrow;2011
1540;Silent Hill,Christophe Gans,Roger Avary,Radha Mitchell,Sean Bean,Laurie Holden,Deborah Kara Unger;2006
1541;Junun,Paul Thomas Anderson,,Shye Ben Tzur;2015
1542;The Blue Lagoon,Randal Kleiser,Henry De Vere Stacpoole,Douglas Day Stewart,Brooke Shields,Christopher Atkins,Leo McKern,William Daniels;1980
1543;Jonah Hex,Jimmy Hayward,Mark Neveldine,Brian Taylor,William Farmer,Megan Fox,Josh Brolin,John Malkovich,Michael Shannon;2010
1544;Little Children,Todd Field,Tom Perrotta,Todd Field,Kate Winslet,Patrick Wilson,Jennifer Connelly,Gregg Edelman;2006
1545;Crash,Paul Haggis,Paul Haggis,Robert Moresco,Sandra Bullock,Don Cheadle,Matt Dillon,Michael Peña;2004
1546;North by Northwest,Alfred Hitchcock,Ernest Lehman,Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis;1959
1547;The X Files,Rob Bowman,Chris Carter,Frank Spotnitz,David Duchovny,Gillian Anderson,Mitch Pileggi,William B. Davis;1998
1548;21 & Over,Scott Moore,Jon Lucas,Jon Lucas,Miles Teller,Skylar Astin,Justin Chon,Sarah Wright;2013
1549;Idiocracy,Mike Judge,Mike Judge,Etan Cohen,Luke Wilson,Maya Rudolph,Dax Shepard,Terry Crews;2006
1550;Beowulf,Robert Zemeckis,Roger Avary,Neil Gaiman,Ray Winstone,Angelina Jolie,Anthony Hopkins,Robin Wright;2007
1551;My Sister's Keeper,Nick Cassavetes,Jodi Picoult,Jeremy Leven,Nick Cassavetes,Cameron Diaz,Alec Baldwin,Abigail Breslin,Joan Cusack;2009
1552;Moulin Rouge!,Baz Luhrmann,Baz Luhrmann,Craig Pearce,Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent;2001
1553;I'm for the Hippopotamus,Italo Zingarelli,Italo Zingarelli,Barbara Alberti,Amedeo Pagani,Vincenzo Mannino,Terence Hill,Bud Spencer,Joe Bugner,May Dlamini;1979
1554;Counselor week at Camp Liberty,Steven Vasquez,Chica Gomez,Steven Vasquez,Addison Graham,Brandon Rife,Gregory Michaels,Dustin Schroeder;2014
1555;Wayne's World 2,Stephen Surjik,Mike Myers,Bonnie Turner,Terry Turner,Mike Myers,Dana Carvey,Christopher Walken,Tia Carrere;1993
1556;Tinker Bell,Bradley Raymond,J.M. Barrie,Jeffrey M. Howard,Bradley Raymond,Mae Whitman,Kristin Chenoweth,Raven-Symoné,Lucy Liu;2008
1557;Mythica: The Darkspore,Anne K. Black,Anne K. Black,Melanie Stone,Kevin Sorbo,Adam Johnson,Jake Stormoen;2015
1558;Dark Places,Gilles Paquet-Brenner,Gilles Paquet-Brenner,Gillian Flynn,Charlize Theron,Chloë Grace Moretz,Nicholas Hoult,Christina Hendricks;2015
1559;Lilo & Stitch 2: Stitch has a Glitch,Michael LaBash,Anthony Leondis,Eddie Guzelian,Alexa Junge,Michael LaBash,Anthony Leondis,Tia Carrere,Matt Corboy,Dakota Fanning,Jillian Henry;2005
1560;Spawn,Mark A.Z. Dippé,Todd McFarlane,Alan B. McElroy,Michael Jai White,Martin Sheen,John Leguizamo,Theresa Randle;1997
1561;Meet the Spartans,Jason Friedberg,Aaron Seltzer,Jason Friedberg,Aaron Seltzer,Sean Maguire,Carmen Electra,Ken Davitian,Kevin Sorbo;2008
1562;Jane Eyre,Cary Fukunaga,Charlotte Brontë,Moira Buffini,Mia Wasikowska,Jamie Bell,Michael Fassbender,Judi Dench;2011
1563;Inkheart,Iain Softley,Cornelia Funke,David Lindsay-Abaire,Brendan Fraser,Sienna Guillory,Andy Serkis,Eliza Bennett;2008
1564;Timeline,Richard Donner,Jeff Maguire,George Nolfi,Michael Crichton,Paul Walker,Frances O'Connor,Gerard Butler,Billy Connolly;2003
1565;Saw III,Darren Lynn Bousman,Leigh Whannell,Tobin Bell,Shawnee Smith,Angus Macfadyen,Bahar Soomekh;2006
1566;Bedside Dentist,John Hilbard,Finn Henriksen,John Hilbard,Soya,Ole Søltoft,Birte Tove,Annie Birgit Garde,Carl Ottosen;1971
1567;Killer Elite,Gary McKendry,Gary McKendry,Ranulph Fiennes,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell;2011
1568;Lionheart,Sheldon Lettich,Sheldon Lettich,Jean-Claude Van Damme,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Ashley Johnson;1990
1569;Eden,Shyam Madiraju,Mark Mavrothalasitis,Jessica Lowndes,James Remar,Sung Kang,Diego Boneta;2014
1570;Suicide Squad,David Ayer,Justin Marks,Jared Leto,Will Smith,Margot Robbie,Jai Courtney;2016
1571;The Magnificent Seven,John Sturges,William Roberts,Yul Brynner,Eli Wallach,Steve McQueen,Charles Bronson;1960
1572;Bride of Chucky,Ronny Yu,Don Mancini,Ed Gale,Jennifer Tilly,Brad Dourif,Katherine Heigl;1998
1573;Con Air,Simon West,Scott Rosenberg,Nicolas Cage,John Cusack,John Malkovich,Ving Rhames;1997
1574;The Spectacular Now,James Ponsoldt,Tim Tharp,Scott Neustadter,Michael H. Weber,Miles Teller,Shailene Woodley,Brie Larson,Masam Holden;2013
1575;Freaky Friday,Mark Waters,Heather Hach,Leslie Dixon,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Harold Gould;2003
1576;Saw IV,Darren Lynn Bousman,Patrick Melton,Marcus Dunstan,Tobin Bell,Scott Patterson,Costas Mandylor,Betsy Russell;2007
1577;Rise of the Guardians,Peter Ramsey,William Joyce,David Lindsay-Abaire,Chris Pine,Alec Baldwin,Jude Law,Isla Fisher;2012
1578;Vanilla Sky,Cameron Crowe,Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell;2001
1579;Deep Impact,Mimi Leder,Bruce Joel Rubin,Michael Tolkin,Robert Duvall,Téa Leoni,Elijah Wood,Vanessa Redgrave;1998
1580;The Naked Gun: From the Files of Police Squad!,David Zucker,Jerry Zucker,Jim Abrahams,David Zucker,Pat Proft,Leslie Nielsen,Priscilla Presley,Ricardo Montalban,George Kennedy;1988
1581;Broken Arrow,John Woo,Graham Yost,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo;1996
1582;Commando,Mark L. Lester,Steven E. de Souza,Jeph Loeb,Matthew Weisman,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells;1985
1583;The To Do List,Maggie Carey,Maggie Carey,Aubrey Plaza,Johnny Simmons,Bill Hader,Alia Shawkat;2013
1584;American Gangster,Ridley Scott,Steven Zaillian,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin;2007
1585;Much Ado About Nothing,Kenneth Branagh,Kenneth Branagh,Kenneth Branagh,Richard Briers,Michael Keaton,Robert Sean Leonard;1993
1586;I Love You, Man,John Hamburg,John Hamburg,Larry Levin,Paul Rudd,Rashida Jones,Jason Segel,Sarah Burns;2009
1587;All Is Lost,J.C. Chandor ,J.C. Chandor ,Robert Redford;2013
1588;Showgirls,Paul Verhoeven,Joe Eszterhas,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer;1995
1589;The Call,Brad Anderson,Richard D'Ovidio,Nicole D'Ovidio,Jon Bokenkamp,Halle Berry,Abigail Breslin,Morris Chestnut,Michael Imperioli;2013
1590;Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,Jeannine Roussel,Bill Motz,Bob Roth,Tom Rogers,Flip Kobler,Cindy Marcus,Scott Wolf,Alyssa Milano,Chazz Palminteri,Jeff Bennett;2001
1591;The Grudge 2,Takashi Shimizu,Stephen Susco,Sarah Michelle Gellar,Amber Tamblyn,Edison Chen,Arielle Kebbel;2006
1592;The Inhabitants,Shawn Rasmussen,Michael Rasmussen,Shawn Rasmussen,Michael Rasmussen,Elise Couture,Michael Reed,India Pearl,Edmund Donovan;2015
1593;Wolf Children,Mamoru Hosoda,Mamoru Hosoda,Satoko Okudera,Kumiko Aso,Aoi Miyazaki,Takao Ohsawa,Haru Kuroki;2012
1594;Timecop,Peter Hyams,Mark Verheiden,Jean-Claude Van Damme,Mia Sara,Ron Silver,Bruce McGill;1994
1595;Wayne's World,Penelope Spheeris,Mike Myers,Bonnie Turner,Terry Turner,Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere;1992
1596;Curse of Chucky,Don Mancini,Don Mancini,Brad Dourif,Brennan Elliott,A Martinez,Danielle Bisutti;2013
1597;Capote,Bennett Miller,Dan Futterman,Gerald Clarke,Philip Seymour Hoffman,Allie Mickelson,Craig Archibald,Bronwen Coleman;2005
1598;The Fly,David Cronenberg,Charles Edward Pogue,David Cronenberg,Jeff Goldblum,Geena Davis,John Getz,Joy Boushel;1986
1599;The Help,Tate Taylor,Tate Taylor,Kathryn Stockett,Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard;2011
1600;Teenage Mutant Ninja Turtles,Steve Barron,Bobby Herbeck,Todd W. Langen,Judith Hoag,Elias Koteas,Josh Pais,David Forman;1990
1601;Muros,Migueltxo Molina,Pablo Iraburu,Pablo Iraburu,Caren Hernández,Ghariba El Bokhari,Alejandro de Enciso,Jaime Mimún;2015
1602;The Man in the Iron Mask,Randall Wallace,Alexandre Dumas père,Randall Wallace,Leonardo DiCaprio,Jeremy Irons,Gérard Depardieu,Gabriel Byrne;1998
1603;ParaNorman,Sam Fell,Chris Butler,Chris Butler,Anna Kendrick,John Goodman,Leslie Mann,Casey Affleck;2012
1604;Secret Things,Jean-Claude Brisseau,Jean-Claude Brisseau,Coralie Revel,Sabrina Seyvecou,Roger Miremont,Fabrice Deville;2002
1605;Three Steps Above Heaven,Fernando González Molina,Federico Moccia,Ramón Salazar,María Valverde,Mario Casas,Álvaro Cervantes,Marina Salas;2010
1606;The Prince of Egypt,Brenda Chapman,Steve Hickner,Simon Wells,Philip LaZebnik,Nicholas Meyer,Val Kilmer,Ralph Fiennes,Patrick Stewart,Michelle Pfeiffer;1998
1607;Matilda,Danny DeVito,Roald Dahl,Nicholas Kazan,Mara Wilson,Danny DeVito,Embeth Davidtz,Rhea Perlman;1996
1608;The Jackal,Michael Caton-Jones,Chuck Pfarrer,Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora;1997
1609;The City of Lost Children,Jean-Pierre Jeunet,Marc Caro,Jean-Pierre Jeunet,Marc Caro,Gilles Adrien,Ron Perlman,Dominique Pinon,Judith Vittet,Daniel Emilfork;1995
1610;When in Rome,Mark Steven Johnson,David Diamond,David Weissman,Josh Duhamel,Kristen Bell,Anjelica Huston,Will Arnett;2010
1611;Framed,Jonas Frick,Bengt Palmers,Björn Skifs,Björn Skifs,Gino Samil,Johan Ulveson,Magnus Nilsson;1988
1612;Killing Them Softly,Andrew Dominik,Andrew Dominik,George V. Higgins,Brad Pitt,Scoot McNairy,James Gandolfini,Ray Liotta;2012
1613;He's Just Not That Into You,Ken Kwapis,Abby Kohn,Marc Silverstein,Greg Behrendt,Jennifer Aniston,Jennifer Connelly,Drew Barrymore,Ginnifer Goodwin;2009
1614;Closed Circuit,John Crowley,Steven Knight,Eric Bana,Rebecca Hall,Ciarán Hinds,Jim Broadbent;2013
1615;Experimenter,Michael Almereyda,Michael Almereyda,Peter Sarsgaard,Winona Ryder,Jim Gaffigan,Taryn Manning;2015
1616;Perfume: The Story of a Murderer,Tom Tykwer,Andrew Birkin,Bernd Eichinger,Tom Tykwer,Patrick Süskind,Ben Whishaw,Simon Chandler,David Calder,Richard Felix;2006
1617;Ransom,Ron Howard,Richard Price,Alexander Ignon,Mel Gibson,Gary Sinise,Delroy Lindo,Rene Russo;1996
1618;Step Up 2: The Streets,Jon M. Chu,Toni Ann Johnson,Karen Barna,Duane Adler,Briana Evigan,Robert Hoffman,Will Kemp,Cassie Ventura;2008
1619;RoboCop 2,Irvin Kershner,Frank Miller,Walon Green,Peter Weller,Belinda Bauer,John Glover,Gabriel Damon;1990
1620;The International,Tom Tykwer,Eric Singer,Clive Owen,Naomi Watts,Armin Mueller-Stahl,Ulrich Thomsen;2009
1621;Machete,Robert Rodriguez,Ethan Maniquis,Álvaro Rodríguez,Robert Rodriguez,Danny Trejo,Michelle Rodriguez,Jessica Alba,Robert De Niro;2010
1622;Sympathy for Lady Vengeance,Park Chan-wook,Seo-Gyeong Jeong,Park Chan-wook,Choi Min-sik,Lee Young-ae,Yea-young Kwon,Go Soo-hee;2005
1623;J. Edgar,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio,Geoff Pierson,Naomi Watts,Josh Hamilton;2011
1624;DodgeBall: A True Underdog Story,Rawson Marshall Thurber,Rawson Marshall Thurber,Vince Vaughn,Christine Taylor,Ben Stiller,Rip Torn;2004
1625;The Negotiator,F. Gary Gray,James DeMonaco,Kevin Fox,Samuel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin;1998
1626;Horns,Alexandre Aja,Joe Hill,Keith Bunin,Daniel Radcliffe,Juno Temple,Kelli Garner,James Remar;2013
1627;The Book of Life,Jorge R. Gutierrez,Jorge R. Gutierrez,Douglas Langdale,Diego Luna,Channing Tatum,Zoe Saldana,Christina Applegate;2014
1628;The Many Adventures of Winnie the Pooh,John Lounsbery,Wolfgang Reitherman,A.A. Milne,Larry Clemmons,Ralph Wright	,Vance Gerry,Sebastian Cabot,Sterling Holloway,Junius Matthews,Barbara Luddy;1977
1629;Pleasure or Pain,Zalman King,Zalman King,Malena Morgan,Christos Vasilopoulos,Daniel Sobieray,Kayla Jane;2013
1630;Lawrence of Arabia,David Lean,T.E. Lawrence,Robert Bolt,Michael Wilson,Peter O'Toole,Alec Guinness,Anthony Quinn,Jack Hawkins;1962
1631;A Lesson in Romance,Ron Oliver,Terence Brody,Kristy Swanson,Scott Grimes,Paul Butcher,Allie Gonino;2014
1632;Son of a Gun,Julius Avery,Julius Avery,Ewan McGregor,Brenton Thwaites,Alicia Vikander,Jacek Koman;2014
1633;Surrogates,Jonathan Mostow,Michael Ferris,John D. Brancato,Bruce Willis,Radha Mitchell,Rosamund Pike,James Cromwell;2009
1634;Diamonds Are Forever,Guy Hamilton,Ian Fleming,Richard Maibaum,Tom Mankiewicz,Sean Connery,Jill St. John,Charles Gray,Lana Wood;1971
1635;Rocky IV,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers;1985
1636;Mr. Nobody,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,Diane Kruger,Linh Dan Pham,Sarah Polley;2009
1637;Monkey Kingdom,Mark Linfield,Alastair Fothergill,,Tina Fey;2015
1638;The Witness,James Solomon,,William Genovese;2015
1639;Boys Don't Cry,Kimberly Peirce,Kimberly Peirce,Andy Bienen,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,Brendan Sexton III;1999
1640;The Sting,George Roy Hill,David S. Ward,Paul Newman,Robert Redford,Robert Shaw,Charles Durning;1973
1641;The Darkest Hour,Chris Gorak,John Spaihts,M.T. Ahern,Emile Hirsch,Rachael Taylor,Olivia Thirlby,Joel Kinnaman;2011
1642;A Royal Night Out,Julian Jarrold,Trevor De Silva,Kevin Hood,Sarah Gadon,Bel Powley,Emily Watson,Rupert Everett;2015
1643;Unleashed,Louis Leterrier,Luc Besson,Jet Li,Morgan Freeman,Bob Hoskins,Vincent Regan;2005
1644;The Elephant Man,David Lynch,David Lynch,John Hurt,Anthony Hopkins,Anne Bancroft,John Gielgud;1980
1645;The Triplets of Belleville,Sylvain Chomet,Sylvain Chomet,Béatrice Bonifassi,Lina Boudreau,Michèle Caucheteux,Jean-Claude Donda;2003
1646;Zero Dark Thirty,Kathryn Bigelow,Mark Boal,Jessica Chastain,Jason Clarke,Mark Strong,Joel Edgerton;2012
1647;My Fair Lady,George Cukor,Alan Jay Lerner,Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White;1964
1648;Atonement,Joe Wright,Ian McEwan,Christopher Hampton,Keira Knightley,James McAvoy,Romola Garai,Saoirse Ronan;2007
1649;Traffic,Steven Soderbergh,Simon Moore,Stephen Gaghan,Michael Douglas,Benicio del Toro,Jacob Vargas,Tomás Milián;2000
1650;You Again,Andy Fickman,Moe Jelline,Kristen Bell,Sigourney Weaver,Betty White,Kristin Chenoweth;2010
1651;Life as We Know It,Greg Berlanti,Ian Deitchman,Kristin Rusk Robinson,Katherine Heigl,Josh Duhamel,Christina Hendricks,Josh Lucas;2010
1652;White Chicks,Keenen Ivory Wayans,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Andrew McElfresh,Xavier Cook,Michael Anthony Snowden,Shawn Wayans,Marlon Wayans,Jaime King,Frankie Faison;2004
1653;An Inconvenient Truth,Davis Guggenheim,Davis Guggenheim,Al Gore,Billy West,Ronald Reagan,George W. Bush;2006
1654;Cider With Rosie,Philippa Lowthorpe,Laurie Lee,Samantha Morton,Timothy Spall,June Whitfield,Shola Adewusi;2015
1655;The Gamechangers,Owen Harris,James Wood,Daniel Radcliffe,Bill Paxton,Joe Dempsie;2015
1656;Tremors 4: The Legend Begins,S. S. Wilson,,Michael Gross,Sara Botsford,Billy Drago,Brent Roam;2004
1657;The Day After Tomorrow,Roland Emmerich,Roland Emmerich,Jeffrey Nachmanoff,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok;2004
1658;Hours,Eric Heisserer,Eric Heisserer,Paul Walker,Génesis Rodríguez,Nick Gomez,Tony Bentley;2013
1659;Scary Movie 4,David Zucker,Craig Mazin,Jim Abrahams,Pat Proft,Anna Faris,Regina Hall,Craig Bierko,Bill Pullman;2006
1660;Vacancy,Nimród Antal,Mark L. Smith,Kate Beckinsale,Luke Wilson,Ethan Embry,Scott G. Anderson;2007
1661;Bad Boys II,Michael Bay,Ron Shelton,Jerry Stahl,Marianne Wibberley,Cormac Wibberley,Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà;2003
1662;Batman vs. Robin,Jay Oliva,J. M. DeMatteis,Jason O'Mara,Stuart Allan,David McCallum,Sean Maher;2015
1663;Once Upon a Time in America,Sergio Leone,Harry grey,Leonardo Benvenuti ,Piero De Bernardi,Enrico Medioli,Franco Arcalli,Franco Ferrini,Sergio Leone,Ernesto Gastaldi,Robert De Niro,James Woods,Elizabeth McGovern,Tuesday Weld;1984
1664;Stephen King's It,Tommy Lee Wallace,Stephen King,Lawrence D. Cohen,Tommy Lee Wallace,Tim Curry,Annette O'Toole,Harry Anderson,Seth Green;1990
1665;Brick Mansions,Camille Delamarre,Luc Besson,Robert Mark Kamen,Paul Walker,David Belle,RZA,Robert Maillet;2014
1666;The Wedding Singer,Frank Coraci,Tim Herlihy,Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert;1998
1667;Attack on Titan,Shinji Higuchi,Yusuke Watanabe,Tomohiro Machiyama,Haruma Miura,Kiko Mizuhara,Kanata Hongo,Nanami Sakuraba;2015
1668;The Number 23,Joel Schumacher,Fernley Phillips,Jim Carrey,Virginia Madsen,Logan Lerman,Danny Huston;2007
1669;Frank,Lenny Abrahamson,Jon Ronson,Peter Straughan,Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson,Scoot McNairy;2014
1670;Only God Forgives,Nicolas Winding Refn,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Gordon Brown,Tom Burke;2013
1671;Paul,Greg Mottola,Nick Frost,Simon Pegg,Seth Rogen,Simon Pegg,Nick Frost,Jason Bateman;2011
1672;The Visitors II: The Corridors of Time,Jean-Marie Poiré,Jean-Marie Poiré,Christian Clavier,Christian Clavier,Jean Reno,Marie-Anne Chazel,Christian Bujeau;1998
1673;Deliverance,John Boorman,James Dickey,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox;1972
1674;Pretty Baby,Louis Malle,Louis Malle,Polly Platt,Brooke Shields,Keith Carradine,Susan Sarandon,Frances Faye;1978
1675;Halloween,John Carpenter,Debra Hill,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,P.J. Soles;1978
1676;Shallow Hal,Bobby Farrelly,Peter Farrelly,Peter Farrelly,Bobby Farrelly,Sean Moynihan,Gwyneth Paltrow,Jack Black,Jason Alexander,Joe Viterelli;2001
1677;Wild Hogs,Walt Becker,Brad Copeland,Tim Allen,John Travolta,Martin Lawrence,William H. Macy;2007
1678;You're Next,Adam Wingard,Simon Barrett,Sharni Vinson,Nicholas Tucci,Wendy Glenn,AJ Bowen;2011
1679;Carnage,Roman Polanski,Roman Polanski,Yasmina Reza,Kate Winslet,Jodie Foster,Christoph Waltz,John C. Reilly;2011
1680;Marshland,Alberto Rodríguez,Alberto Rodríguez,Raúl Arévalo,Javier Gutiérrez,Antonio de la Torre,Nerea Barros;2014
1681;The Nutty Professor,Tom Shadyac,David Sheffield,Barry W. Blaustein,Steve Oedekerk,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,James Coburn,Larry Miller;1996
1682;American Pie Presents: Band Camp,Steve Rash,Brad Riddell,Eugene Levy,Tad Hilgenbrink,Arielle Kebbel,Jason Earles;2005
1683;Who Framed Roger Rabbit,Robert Zemeckis,Gary K. Wolf,Jeffrey Price,Peter S. Seaman,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer;1988
1684;Flubber,Les Mayfield,John Hughes,Bill Walsh,Robin Williams,Marcia Gay Harden,Christopher McDonald,Raymond J. Barry;1997
1685;Saturday Night Fever,John Badham,Norman Wexler,Nik Cohn,John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali;1977
1686;Beerfest,Jay Chandrasekhar,Jay Chandrasekhar,Erik Stolhanske,Steve Lemme,Paul Soter,Kevin Heffernan,Erik Stolhanske,Jay Chandrasekhar,Steve Lemme,Paul Soter;2006
1687;Tenacious D in The Pick of Destiny,Liam Lynch,,Jack Black,Kyle Gass,Ronnie James Dio,Tim Robbins;2006
1688;The Amityville Horror,Andrew Douglas,Sandor Stern,Scott Kosar,George Lutz,Kathy Lutz,Jay Anson,Ryan Reynolds,Melissa George,Jesse James,Chloë Grace Moretz;2005
1689;Amityville: The Awakening,Franck Khalfoun,Daniel Farrands,Casey La Scala,Bella Thorne,Jennifer Jason Leigh,Taylor Spreitler,Cameron Monaghan;2015
1690;Salò, or the 120 Days of Sodom,Pier Paolo Pasolini,Pier Paolo Pasolini,Paolo Bonacelli,Giorgio Cataldi,Umberto Paolo Quintavalle,Aldo Valletti;1975
1691;Funny Games,Michael Haneke,Michael Haneke,Naomi Watts,Tim Roth,Michael Pitt,Brady Corbet;2008
1692;The Protector,Prachya Pinkaew,Piyaros Thongdee,Joe Wannapin,Prachya Pinkaew,Tony Jaa,Petchtai Wongkamlao,Bongkoj Khongmalai,Xing Jing;2005
1693;Magic in the Moonlight,Woody Allen,Woody Allen,Colin Firth,Emma Stone,Hamish Linklater,Marcia Gay Harden;2014
1694;Faster,George Tillman, Jr.,Tony Gayton,Joe Gayton,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Carla Gugino;2010
1695;Demonic,Will Canon,Will Canon,Doug Simon,Max La Bella,Maria Bello,Frank Grillo,Cody Horn,Dustin Milligan;2015
1696;The Longest Day,Ken Annakin,Andrew Marton,Bernhard Wicki,Cornelius Ryan,John Wayne,Robert Mitchum,Henry Fonda,Sean Connery;1962
1697;Cop Out,Kevin Smith,Mark Cullen,Robb Cullen,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Seann William Scott;2010
1698;Garfield: A Tail of Two Kitties,Tim Hill,Joel Cohen,Alec Sokolow,Jim Davis,Bill Murray,Jennifer Love Hewitt,Billy Connolly,Ian Abercrombie;2006
1699;Million Dollar Arm,Craig Gillespie,Thomas McCarthy,Jon Hamm,Bill Paxton,Lake Bell,Suraj Sharma;2014
1700;Airplane!,Jim Abrahams,David Zucker,Jerry Zucker,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,Kareem Abdul-Jabbar,Lloyd Bridges;1980
1701;Planet Terror,Robert Rodriguez,Robert Rodriguez,Rose McGowan,Naveen Andrews,Michael Biehn,Jeff Fahey;2007
1702;Walk the Line,James Mangold,James Mangold,Gill Dennis,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick;2005
1703;We Bought a Zoo,Cameron Crowe,Cameron Crowe,Aline Brosh McKenna,Matt Damon,Scarlett Johansson,Thomas Haden Church,Colin Ford;2011
1704;Metropolis,Fritz Lang,Fritz Lang,Thea von Harbou,Brigitte Helm,Alfred Abel,Gustav Fröhlich,Rudolf Klein-Rogge;1927
1705;Old School,Todd Phillips,Todd Phillips,Court Crandall,Scot Armstrong,Luke Wilson,Will Ferrell,Vince Vaughn,Ellen Pompeo;2003
1706;Yearning,,,;2015
1707;American Pie Presents: The Book of Love,John Putch,David H. Steinberg,Eugene Levy,Bug Hall,Kevin M. Horton,Brandon Hardesty;2009
1708;Marley & Me,David Frankel,Scott Frank,Don Roos,Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner;2008
1709;Red Heat,Walter Hill,Walter Hill,Harry Kleiner,Troy Kennedy Martin,Arnold Schwarzenegger,James Belushi,Ed O'Ross,Peter Boyle;1988
1710;The Three Musketeers,Paul W.S. Anderson,Alexandre Dumas père,Alex Litvak,Andrew Davies,Milla Jovovich,Orlando Bloom,Logan Lerman,Ray Stevenson;2011
1711;The Raven,James McTeigue,Hannah Shakespeare,Ben Livingston,John Cusack,Luke Evans,Alice Eve,Brendan Gleeson;2012
1712;Delivery Man,Ken Scott,Ken Scott,Martin Petit,Vince Vaughn,Cobie Smulders,Chris Pratt,Britt Robertson;2013
1713;Blitz,Elliott Lester,Ken Bruen,Nathan Parker,Jason Statham,Paddy Considine,Aidan Gillen,Zawe Ashton;2011
1714;Tango & Cash,Andrei Konchalovsky,Albert Magnoli,Randy Feldman,Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance;1989
1715;Leap Year,Anand Tucker,Deborah Kaplan,Harry Elfont,Amy Adams,Matthew Goode,Adam Scott,John Lithgow;2010
1716;Year One,Harold Ramis,Gene Stupnitsky,Harold Ramis,Lee Eisenberg,Jack Black,Michael Cera,Olivia Wilde,Oliver Platt;2009
1717;Premium Rush,David Koepp,David Koepp,John Kamps,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Jamie Chung;2012
1718;Love & Other Drugs,Edward Zwick,Charles Randolph,Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Hank Azaria;2010
