ID,Title,Director,Cast,Genre
c1528,rage,chris witherspoon,"audrey walker, rick crawford, chris witherspoon","action, drama, horror"
c1529,the bannen way,jesse warren,"mark gantt, vanessa marcil, gabriel tigerman","action, comedy, crime"
c1530,twelve,joel schumacher,"chace crawford, emma roberts, rory culkin","action, crime, drama"
c1531,the 5th execution,aleksandr yakimchuk,"rutger hauer, fedor emelianenko, pawel delag",action
c1532,night wolf,jonathan glendening,"isabella calthorpe, tom felton, gemma atkinson","action, horror"
c1533,tracker,ian sharp,"ray winstone, temuera morrison, gareth reeves","action, adventure, drama"
c1534,true legend,woo-ping yuen,"wenzhuo zhao, xun zhou, andy on","action, drama, history"
c1535,unrivaled,warren p. sonoda,"hector echavarria, steven yaffee, nicholas campbell","action, drama, sport"
c1536,alien opponent,colin theys,"jeremy london, angela relucio, roddy piper","action, comedy, sci-fi"
c1537,faster,george tillman jr.,"dwayne johnson, billy bob thornton, maggie grace","action, crime, drama"
c1538,gladiator games,stefano milla,"francesco chinchella, suzi lorraine, maurizio corigliano","action, adventure, fantasy"
c1539,le ultime 56 ore,claudio fragasso,"gianmarco tognazzi, barbora bobulova, libero de rienzo","action, drama"
c1540,attack the gas station! 2,sang-jin kim,"hyun-woo joo, han-seon jo, jong-hak baek","action, comedy"
c1541,14 blades,daniel lee,"donnie yen, wei zhao, chun wu","action, drama, history"
c1542,caught in the crossfire,brian a miller,"adam rodriguez, 50 cent, richard t. jones","action, crime, thriller"
c1543,devil's playground,mark mcqueen,"craig fairbrass, danny dyer, myanna buring","action, horror"
c1544,caribbean basterds,enzo g. castellari,"vik c. ryan, eleonora albrecht, maximiliano hernando bruno",action
c1545,prince,kookie v. gulati,"vivek oberoi, isaiah, aruna shields","action, crime, drama"
c1546,boy wonder,michael morrissey,"caleb steinmeyer, zulay henao, bill sage","action, crime, drama"
c1547,legend of the fist: the return of chen zhen,wai-keung lau,"donnie yen, alex ahlstrom, qi shu","action, drama, history"
c1548,reign of assassins,chao-bin su,"michelle yeoh, woo-sung jung, xueqi wang",action
c1549,falling down,ford austin,"ford austin, dana bretz, jennifer hynes","action, drama, thriller"
c1550,the weathered underground,david n. donihue,"michael ciriaco, brea grant, hollis mclachlan","action, comedy, drama"
c1551,caged animal,ryan combs,"ving rhames, nipsey hussle, gillie da kid","action, drama"
c1552,macgruber,jorma taccone,"will forte, kristen wiig, val kilmer","action, comedy, romance"
c1553,transparency,raul inglis,"lou diamond phillips, estella warren, deborah kara unger","action, crime, drama"
c1554,wildfire: the arabian heart,michael vincent,"willa townsend, alex bartlett, gary david keast","action, comedy, drama"
c1555,asal,saran,nan,action
c1556,anima and persona,thiagarajan kumararaja,"sampath raj, jackie shroff, ravi krishna","action, comedy, crime"
c1557,paiyaa,n. linguswamy,"karthi, tamannaah bhatia, milind soman","action, comedy, musical"
c1559,thillalangadi,m. raja,"jeyam ravi, tamannaah bhatia, shaam","action, comedy, romance"
c1560,better mus' come,storm saulter,"sheldon shepherd, sky nicole grey, duane pusey","action, crime, drama"
c1561,the blood bond,michael biehn,"michael biehn, phoenix chou, simon yam","action, thriller"
c1562,broken springs,neeley lawson,"teague quillen, travis moody, brandon jenkins","action, comedy, drama"
c1563,the man from nowhere,jeong-beom lee,"bin won, sae-ron kim, tae-hoon kim","action, crime, thriller"
c1564,last kung fu monk,peng zhang li,"cindy carino, robert christie, matt harlan cohen","action, adventure, comedy"
c1565,cartel war,jack lucarelli,"jack lucarelli, mercedes brito, roberto 'sanz' sanchez","action, crime, drama"
c1566,route irish,ken loach,"mark womack, andrea lowe, john bishop","action, drama, thriller"
c1567,born to raise hell,lauro chartrand,"steven seagal, dan badarau, darren shahlavi","action, thriller"
c1568,rocksteady,mustapha khan,"cedric sanders, natalie knepp, jonny orsini","action, comedy, drama"
c1569,let the bullets fly,wen jiang,"yun-fat chow, wen jiang, you ge","action, comedy, western"
c1570,the stool pigeon,dante lam,"nicholas tse, nick cheung, lun mei gwei","action, drama, thriller"
c1571,triple tap,tung-shing yee,"louis koo, daniel wu, charlene choi","action, thriller"
c1572,treasure of the black jaguar,mike bruce,"cameron van hoy, michael drayer, timothy v. murphy","action, adventure"
c1573,amphibious creature of the deep,brian yuzna,"verdi solaiman, mohammad aditya, steven baray","action, horror, thriller"
c1574,the drawn together movie: the movie!,greg franklin,"adam carolla, abbey digregorio, jess harnell","animation, action, comedy"
c1575,airiseu: deo mubi,kyoo-tae kim,"byung-hun lee, seung hyun choi, tae-hee kim","action, adventure, drama"
c1576,gun,jessy terrero,"50 cent, val kilmer, annalynne mccord","action, crime, thriller"
c1577,to die is hard,glenn berggoetz,"glenn berggoetz, baird lefter, lauren von engeln","action, comedy"
c1578,hunt to kill,keoni waxman,"eric roberts, steve austin, gary daniels","action, thriller"
c1579,skyline,colin strause,"eric balfour, donald faison, scottie thompson","action, sci-fi, thriller"
c1580,beatdown,mike gunther,"susie abromeit, rudy youngblood, michael bisping","action, crime, thriller"
c1581,kutsal damacana 2: itmen,korhan bozkurt,"aydemir akbas, eris akman, ferhat guzel","action, comedy, horror"
c1582,see piu fung wan,kwok-man keung,"simon yam, kiu wai miu, fala chen","action, thriller"
c1583,repeaters,carl bessai,"dustin milligan, amanda crew, richard de klerk","action, crime, drama"
c1584,khaleja,trivikram srinivas,"mahesh babu, anushka shetty, prakash raj","action, comedy, drama"
c1585,kedi,kiran kumar,"nagarjuna akkineni, mamta mohandas, sayaji shinde",action
c1586,maryada ramanna,s.s. rajamouli,"suneel, saloni aswani, nagineedu","action, comedy"
c1587,varudu,gunasekhar,"suhasini, sayaji shinde, singeetham srinivasa rao","action, crime, drama"
c1588,gekijouban fate/stay night: unlimited blade works,ken'ichi takeshita,"yu asakawa, mai kadowaki, ayako kawasumi","animation, action, drama"
c1589,lego: the adventures of clutch powers,howard e. baker,"ryan mcpartlin, yvonne strahovski, paul michael glaser","animation, action, adventure"
c1590,71: into the fire,john h. lee,"seung-won cha, sang-woo kwon, seung hyun choi","action, drama, war"
c1591,how i ended this summer,aleksey popogrebskiy,"grigoriy dobrygin, sergey puskepalis, igor chernevich","action, drama"
c1592,amongst heroes,andres puustusmaa,"igor petrenko, aleksey barabash, ekaterina klimova","action, adventure, sci-fi"
c1593,the book of zombie,paul cranefield,"brian ibsen, larisa peters, andrew loviska","action, comedy, horror"
c1594,chase,jag mundhra,"anuj saxena, udita goswami, tarina patel","action, crime, drama"
c1595,donkey,adrian langley,"matthew stefiuk, cassandra petrella, greg hiscock","action, crime, drama"
c1596,deadly closure,andrzej mrotek,"lisa varga, audrey landers, diane ford","action, drama, mystery"
c1597,hunted by night,juan bofill,nan,action
c1598,locked down,daniel zirilli,"tony schiena, rashad evans, vinnie jones","action, crime, thriller"
c1599,fire of conscience,dante lam,"leon lai, richie jen, baoqiang wang","action, crime, mystery"
c1600,prasthanam,katta deva,"jeeva, sundeep kishan, vennela kishore","action, drama"
c1601,caught inside,adam blaiklock,"ben oxenbould, daisy betts, sam lyndon","action, adventure, thriller"
c1602,yakuza-busting girls: duel in hell,shin'ichi okuda,"asami, chuck johnson, naoki kawano",action
c1603,evolusi: kl drift 2,syamsul yusof,"rizal ashraf, aaron aziz, adam corrie",action
c1604,ladron,damian chapa,"ricco chapa, stanley griego, sultria demirjian","action, crime"
c1605,gallants,clement sze-kit cheng,"siu-lung leung, kuan tai chen, teddy robin kwan","action, comedy, drama"
c1606,once a gangster,felix chong,"ekin cheng, jordan chan, alex fong","action, comedy, crime"
c1607,na igre 2. novyy uroven,pavel sanaev,"sergey chirkov, marina petrenko, pavel priluchnyy","action, sci-fi"
c1608,dabangg,abhinav kashyap,"salman khan, sonakshi sinha, vinod khanna","action, comedy, crime"
c1609,kidnapper,kelvin tong,"fish chaar, anthony levi kho, michael kwah","action, thriller"
c1610,gintama: the movie,shinji takamatsu,"susumu chiba, satoshi hino, akira ishida","animation, action, comedy"
c1611,the legend is born: ip man,herman yau,"yu-hang to, yi huang, biao yuen","action, biography, drama"
c1612,the big tits dragon,takao nakano,"sora aoi, risa kasumi, mari sakurai","action, comedy, horror"
c1613,planzet,jun awazu,"kaori ishihara, masami iwasaki, mamoru miyano","animation, action, sci-fi"
c1614,outbound,bogdan george apetri,"ana ularu, andi vasluianu, ioana flora","action, drama"
c1615,iron lord,dmitriy korobkin,"aleksandr ivashkevich, svetlana chuykina, aleksey kravchenko","action, biography, drama"
c1616,cowboys and vampires,douglas myers,nan,"action, horror, western"
c1617,new kids turbo,steffen haars,"huub smit, tim haars, wesley van gaalen","action, comedy"
c1618,shark,s.p. rajkumar,"vijay, tamannaah bhatia, vadivelu",action
c1619,websitestory,dan chisu,"crina semciuc, diana gursca, oreste alexandru scarlat teodorescu","action, drama"
c1620,ong-bak 3,tony jaa,"tony jaa, dan chupong, sarunyu wongkrachang",action
c1621,singam,hari,"suriya, anushka shetty, prakash raj","action, crime, drama"
c1622,megaman,eddie lebron,"jun naito, jeanie tse, edward x. young","action, drama, sci-fi"
c1623,pixels,jacek lusinski,"marcin adamkiewicz, dominik bak, mieszko barglik","action, comedy"
c1624,rakhta charitra,ram gopal varma,"vivek oberoi, shatrughan sinha, sudeep","action, biography, crime"
c1625,golimar,puri jagannadh,"tottempudi gopichand, priyamani, roja","action, crime, drama"
c1626,vixen highway 2006: it came from uranus!,tony watt,"tony watt, vivita, amabelle singson","action, horror, thriller"
c1627,conned,arthur luhn,"charlie alejandro, rudi anna, hilary barraford","action, comedy, thriller"
c1628,a chemical skyline,jason swinchock,"orris l. johnson, sean dungee, christine soltis","action, horror, thriller"
c1630,the maze,stephen shimek,"shalaina castle, brandon sean pearson, clare niederpruem","action, horror, thriller"
c1631,the influence,j.q. lee,"byung-hun lee, chae-young han, jae-hyeon jo","action, fantasy, mystery"
c1632,city under siege,benny chan,"mo-chan chik, collin chou, chrissie chow","action, sci-fi, thriller"
c1633,trigun: badlands rumble,satoshi nishimura,"charles baker, ed blaylock, johnny yong bosch","animation, action, sci-fi"
c1634,live!,yuriy bykov,"sergey belyaev, aleksey komashko, denis shvedov","action, drama"
c1635,chasing shadows,jordan f. ghanma,"dina alkhoury, ramez alkhoury, shibly alkhoury","action, drama, thriller"
c1636,wendigo: bound by blood,len kabasinski,"brian anthony, brian arrington, sara brooks","action, horror, sci-fi"
c1637,portrait of the fighter as a young man,constantin popescu,"constantin dita, bogdan dumitrache, ionut caras","action, drama, history"
c1638,rakhta charitra 2,ram gopal varma,"shatrughan sinha, vivek oberoi, suriya","action, crime, drama"
c1639,blades of blood,joon-ik lee,"jeong-min hwang, seung-won cha, ji-hye han",action
c1640,red eagle,wisit sasanatieng,nan,"action, sci-fi, thriller"
c1641,ninjas vs. vampires,justin timpane,"jay saunders, daniel ross, cory okouchi","action, comedy, fantasy"
c1642,crook: it's good to be bad,mohit suri,"emraan hashmi, neha sharma, arjan bajwa","action, drama, thriller"
c1643,escape from new jersey,chris r. notarile,"hector de la rosa, kim santiago, roberto lombardi","action, adventure, sci-fi"
c1644,madame x,lucky kuswandi,"joko anwar, titi dwijayati, ikhsan himawan","action, comedy"
c1645,ragada,veeru potla,"nagarjuna akkineni, anushka shetty, priyamani","action, comedy, drama"
c1646,jackie,soori,"puneeth rajkumar, bhavana, harshika poonacha",action
c1647,the trashmaster,mathieu weschler,matt challands,"animation, action"
c1648,gr30k,daniel falicki,"rachel finan, jacqueline joy, michael o'hair","animation, action, adventure"
c1649,bko: bangkok knockout,panna rittikrai,"sorapong chatree, kerttisak udomnak, krittiya lardphanna",action
c1650,my best bodyguard,sirippakorn wongchariyawat,nan,"action, adventure"
c1651,23,craig deering,"craig deering, allen murphy, joe korbel","action, comedy"
c1652,si agimat at si enteng kabisote,tony y. reyes,"vic sotto, ramon 'bong' revilla jr., sam pinto","action, comedy, fantasy"
c1653,300 killers,matt jaissle,"johnny andrews, matt jaissle, sabastian love","action, horror, thriller"
c1654,wind blast,qunshu gao,"yihong duan, wu jing, zhang li",action
c1655,who killed captain alex?,nabwana i.g.g.,"kakule william, kakule wilson, sserunya ernest",action
c1656,bang rajan 2,tanit jitnukul,nan,"action, adventure, war"
c1657,valley of the dead,k. adithya ashok,"lex yochim, max horner, timothy luke",action
c1658,kandahar,major ravi,nan,"action, drama"
c1659,boca,flavio frederico,"daniel de oliveira, hermila guedes, jefferson brasil","action, crime, drama"
c1660,vampire warriors,dennis law,"luxia jiang, wah yuen, chrissie chow","action, thriller"
c1661,edge of the empire,nirattisai kaljareuk,nan,action
c1663,the bucks county massacre,jason sherman,"nikki bell, zackary kresser, brittany geiger","action, horror, thriller"
c1664,hae-gyeol-sa,hyeok-jae kwon,"kyung-gu sol, jung-jin lee, dal-su oh","action, crime, drama"
c1665,co2,john depew,"jared starr, grace young, kate bailey","action, adventure, drama"
c1666,the hooker with a heart of gold,brad jones,"sarah lewis, brian lewis, brad jones","action, comedy, thriller"
c1667,kung fu wing chun,tung cho 'joe' cheung,"jing bai, shaoqun yu, collin chou","action, comedy, romance"
c1668,haunters,min-suk kim,"dong-won kang, duek-mun choi, jeong eun-chae","action, sci-fi, thriller"
c1669,the samurai of ayothaya,nopporn watin,nan,"action, drama, history"
c1670,number one shakib khan,badiul alam khokon,"shakib khan, apu biswas, misa sawdagar","action, comedy, drama"
c1671,lalbaug parel,mahesh manjrekar,"vinay apte, seema biswas, ankush choudhary",action
c1672,na-neun abba-da,se-yeong lee,"seung-woo kim, byung-ho son, ha-ryong im","action, crime, drama"
c1673,killer clown,julian cheah,"julian cheah, milly sherratt, peter jackson","action, horror, thriller"
c1674,el negocio,tim bulot,"david angel, pedro blanco, tim bulot",action
c1675,shock invasion,frank sudol,frank sudol,"animation, action, adventure"
c1676,re-generator,olivier gruner,"olivier gruner, david j. phillips, paul logan","action, sci-fi"
c1678,the lxd: the uprising begins,jon m. chu,"alize albuquerque, philip albuquerque, joshua lee ayers","action, adventure, music"
c1679,blood and bone,ben ramsey,"michael jai white, julian sands, eamonn walker","action, drama"
c1680,whiteout,dominic sena,"kate beckinsale, gabriel macht, tom skerritt","action, crime, mystery"
c1681,astro boy,david bowers,"freddie highmore, nicolas cage, kristen bell","animation, action, family"
c1682,the haunted world of el superbeasto,rob zombie,"joe alaskey, ken foree, tom papa","animation, action, comedy"
c1683,royal kill,babar ahmed,"alexander wraith, gail kim, lalaine","action, thriller"
c1684,daybreakers,michael spierig,"ethan hawke, willem dafoe, sam neill","action, horror, sci-fi"
c1685,the perfect sleep,jeremy alter,"anton pardoe, anthony dilio, david beck","action, drama, romance"
c1686,terminator salvation,mcg,"christian bale, sam worthington, anton yelchin","action, sci-fi"
c1687,cirque du freak: the vampire's assistant,paul weitz,"chris massoglia, john c. reilly, salma hayek","action, adventure, fantasy"
c1688,from mexico with love,jimmy nickerson,"kuno becker, steven bauer, stephen lang","action, drama"
c1690,push,paul mcguigan,"camilla belle, dakota fanning, chris evans","action, sci-fi, thriller"
c1691,the tournament,scott mann,"ving rhames, robert carlyle, kelly hu","action, thriller"
c1692,9,shane acker,"elijah wood, jennifer connelly, crispin glover","animation, action, adventure"
c1693,once upon a time in dublin,jason figgis,"emmett j scanlan, eoin macken, bill fellows","action, drama, thriller"
c1694,star trek,j.j. abrams,"chris pine, zachary quinto, simon pegg","action, adventure, sci-fi"
c1695,surviving evil,terence daw,"billy zane, christina cole, natalie mendoza","action, horror, thriller"
c1696,blood: the last vampire,chris nahon,"ji-hyun jun, allison miller, liam cunningham","action, horror, thriller"
c1697,the belgrade phantom,jovan b. todorovic,"marko zivic, radoslav milenkovic, nada macankovic","action, crime, drama"
c1698,a day in the life,sticky fingaz,"alvin 'porky' holland, bokeem woodbine, chris fleming","action, crime, drama"
c1699,underworld: rise of the lycans,patrick tatopoulos,"rhona mitra, michael sheen, bill nighy","action, adventure, fantasy"
c1700,silver medallist,hao ning,"lifan dong, bo huang, kong jiu","action, adventure, comedy"
c1701,evangelion: 2.0 you can (not) advance,masayuki,"kotono mitsuishi, megumi ogata, megumi hayashibara","animation, action, drama"
c1702,first strike,steven bratter,"duane daniels, cristian letelier, mette holt","action, sci-fi, thriller"
c1703,kerala varma pazhassi raja,t. hariharan,"mammootty, sarath kumar, mohanlal","action, drama, history"
c1704,street fighter: the legend of chun-li,andrzej bartkowiak,"kristin kreuk, neal mcdonough, michael clarke duncan","action, crime, fantasy"
c1705,serbian scars,brent huff,"vladimir rajcic, michael madsen, mark dacascos","action, drama, thriller"
c1706,monsters vs. aliens,rob letterman,"reese witherspoon, rainn wilson, stephen colbert","animation, action, adventure"
c1707,the international,tom tykwer,"clive owen, naomi watts, armin mueller-stahl","action, crime, drama"
c1708,breaking point,jeff celentano,"tom berenger, busta rhymes, armand assante","action, crime, drama"
c1709,solomon kane,michael j. bassett,"james purefoy, max von sydow, rachel hurd-wood","action, adventure, fantasy"
c1710,obitaemyy ostrov,fedor bondarchuk,"vasiliy stepanov, yuliya snigir, pyotr fyodorov","action, adventure, sci-fi"
c1711,all screwed up,neil stephens,"chyna layne, jake waldman, allison carter thomas","action, comedy, family"
c1712,minty: the assassin,eugene baldovino,"jacki r. chan, jade english, chip joslin","action, adventure, comedy"
c1713,surrogates,jonathan mostow,"bruce willis, radha mitchell, ving rhames","action, sci-fi, thriller"
c1714,sherlock holmes,guy ritchie,"robert downey jr., jude law, rachel mcadams","action, adventure, crime"
c1715,the butcher,jesse v. johnson,"eric roberts, robert davi, keith david","action, thriller"
c1716,perrier's bounty,ian fitzgibbon,"gabriel byrne, cillian murphy, michael mcelhatton","action, comedy, crime"
c1717,fast & furious,justin lin,"vin diesel, paul walker, michelle rodriguez","action, crime, drama"
c1718,night train,brian king,"danny glover, leelee sobieski, steve zahn","action, crime, mystery"
c1719,infestation,kyle rankin,"chris marquette, brooke nevin, kinsey packard","action, comedy, horror"
c1720,vampire killers,phil claydon,"paul mcgann, james corden, myanna buring","action, comedy, horror"
c1721,gamer,mark neveldine,"gerard butler, michael c. hall, ludacris","action, sci-fi, thriller"
c1722,deadland,damon o'steen,"gary weeks, brian tee, william katt","action, drama, sci-fi"
c1723,eyeborgs,richard clabaugh,"adrian paul, dale girard, mikey wiseman","action, crime, sci-fi"
c1724,g.i. joe: the rise of cobra,stephen sommers,"dennis quaid, channing tatum, marlon wayans","action, adventure, sci-fi"
c1725,for a fistful of diamonds,dominique milano,"chuti tiu, abdel-aziz essayed, fabrice sopoglian",action
c1726,transformers: revenge of the fallen,michael bay,"shia labeouf, megan fox, josh duhamel","action, adventure, sci-fi"
c1727,the way,vladimir pasichnik,"dmitriy nosov, aleksey orlov, dmitriy maksimov","action, adventure"
c1728,ink,jamin winans,"christopher soren kelly, quinn hunchar, jessica duffy","action, fantasy"
c1729,race to witch mountain,andy fickman,"dwayne johnson, carla gugino, annasophia robb","action, adventure, family"
c1730,shinjuku incident,tung-shing yee,"jackie chan, naoto takenaka, daniel wu","action, crime, drama"
c1731,night at the museum: battle of the smithsonian,shawn levy,"ben stiller, owen wilson, amy adams","action, adventure, comedy"
c1732,ice age: dawn of the dinosaurs,carlos saldanha,"ray romano, john leguizamo, denis leary","animation, action, adventure"
c1733,dirty mind,pieter van hees,"wim helsen, robbie cleiren, kristine van pellicom","action, comedy"
c1734,chicago overcoat,brian caunter,"frank vincent, kathrine narducci, mike starr","action, adventure, crime"
c1735,city rats,steve kelly,"tamer hassan, ray panthaki, susan lynch","action, comedy, drama"
c1736,chandni chowk to china,nikhil advani,"akshay kumar, deepika padukone, chia-hui liu","action, adventure, comedy"
c1737,next day air,benny boom,"yasiin bey, mike epps, donald faison","action, comedy, crime"
c1738,dragonball: evolution,james wong,"justin chatwin, james marsters, yun-fat chow","action, adventure, fantasy"
c1739,red sands,alex turner,"shane west, leonard roberts, aldis hodge","action, horror, thriller"
c1740,la linea - the line,james cotten,"ray liotta, andy garcia, esai morales","action, crime, drama"
c1741,thick as thieves,mimi leder,"rade serbedzija, morgan freeman, robert forster","action, crime, thriller"
c1742,paul blart: mall cop,steve carr,"kevin james, keir o'donnell, jayma mays","action, comedy, crime"
c1743,breathe,nicholas winter,nan,"action, drama"
c1744,crank: high voltage,mark neveldine,"jason statham, amy smart, clifton collins jr.","action, crime, thriller"
c1745,echelon conspiracy,greg marcks,"shane west, edward burns, ving rhames","action, crime, mystery"
c1746,the way of war,john carter,"cuba gooding jr., clarence williams iii, john terry","action, thriller"
c1747,h2o extreme,william scharpf,"chris carmack, nikki griffin, rider strong","action, sport"
c1748,district 9,neill blomkamp,"sharlto copley, david james, jason cope","action, sci-fi, thriller"
c1749,death warrior,bill corcoran,"hector echavarria, tanya clarke, nick mancuso","action, drama, horror"
c1750,kambakkht ishq,sabir khan,"sylvester stallone, denise richards, brandon routh","action, comedy, romance"
c1751,fatal rescue,stephen manuel,"steve guttenberg, aislinn sands, dominic rickhards","action, drama, thriller"
c1752,the devil's tomb,jason connery,"cuba gooding jr., ray winstone, ron perlman","action, horror, sci-fi"
c1753,tidal wave,jk youn,"ji-won ha, jeong-hwa eom, kyung-gu sol","action, drama, thriller"
c1754,dance flick,damien dante wayans,"marlon wayans, shawn wayans, shoshana bush","action, comedy, music"
c1755,chaostage,tarek ehlail,"ben becker, christian beuter, stipe erceg",action
c1756,12 rounds,renny harlin,"john cena, ashley scott, aidan gillen","action, crime, thriller"
c1757,super capers: the origins of ed and the missing bullion,ray griggs,"justin whalin, ray griggs, danielle harris","action, adventure, comedy"
c1758,set apart,ralph e. portillo,"ary katz, richard roundtree, john schneider","action, adventure, drama"
c1759,a lonely place for dying,justin eugene evans,"michael scovotti, ross marquand, michael wincott","action, thriller, war"
c1760,the breath,levent semerci,"mete horozoglu, ilker kizmaz, baris bagci","action, drama, thriller"
c1761,quick gun murugun: misadventures of an indian cowboy,shashanka ghosh,"rajendraprasad, nasser, rambha","action, comedy, drama"
c1762,ninja,isaac florentine,"scott adkins, tsuyoshi ihara, mika hijii","action, crime, drama"
c1763,the horde,yannick dahan,"claude perron, jean-pierre martins, eriq ebouaney","action, horror, thriller"
c1764,kurbaan,renzil d'silva,"kareena kapoor, saif ali khan, om puri","action, crime, drama"
c1765,ninja assassin,james mcteigue,"rick yune, naomie harris, rain","action, crime, thriller"
c1766,storm warriors,oxide pang chun,"aaron kwok, ekin cheng, kenny ho","action, adventure, fantasy"
c1767,pandorum,christian alvart,"dennis quaid, ben foster, cam gigandet","action, horror, mystery"
c1768,2012,roland emmerich,"john cusack, thandie newton, chiwetel ejiofor","action, adventure, sci-fi"
c1769,black dynamite,scott sanders,"arsenio hall, tommy davidson, phyllis applegate","action, comedy"
c1770,zone of the dead,milan konjevic,"ken foree, kristina klebe, emilio roso","action, horror"
c1771,the sniper,dante lam,"richie jen, xiaoming huang, edison chen","action, adventure, crime"
c1772,the assassin next door,danny lerner,"olga kurylenko, ninette tayeb, henry david","action, drama, thriller"
c1773,the boxer,thomas jahn,"kelly adams, gregor bador, frank braun","action, drama, sport"
c1774,heist,richard cooper,"rick jordan, christian mendez, erik david barber","action, crime"
c1775,paintball,daniel benmayor,"brendan mackey, jennifer matter, patrick regis","action, thriller"
c1776,the bleeding,charlie picerni,"vinnie jones, michael madsen, armand assante","action, horror"
c1777,spy of orange,tim oliehoek,"paul de leeuw, najib amhali, jennifer hoffman","action, comedy"
c1778,command performance,dolph lundgren,"dolph lundgren, melissa molinaro, hristo shopov","action, drama, thriller"
c1779,bitch slap,rick jacobson,"julia voth, erin cummings, america olivo","action, comedy, crime"
c1780,blue,anthony d'souza,"akshay kumar, sanjay dutt, lara dutta","action, adventure, romance"
c1781,aladin,sujoy ghosh,"shubhankar atre, amitabh bachchan, victor banerjee","action, adventure, comedy"
c1782,newsmakers,anders banke,"andrey merzlikin, evgeniy tsyganov, maria mashkova","action, crime, drama"
c1783,taras bulba,vladimir bortko,"bogdan stupka, igor petrenko, vladimir vdovichenkov","action, drama, history"
c1784,red alert: the war within,ananth narayan mahadevan,"sunil shetty, sameera reddy, ashish vidyarthi","action, drama, thriller"
c1785,interceptor,konstantin maksimov,"igor petrenko, lyubov tolkalina, aleksandr baluev","action, sci-fi, thriller"
c1787,district 13: ultimatum,patrick alessandrin,"cyril raffaelli, david belle, philippe torreton","action, crime, thriller"
c1788,assault of the sasquatch,andrew gernhard,"kevin shea, greg nutcher, sarah j. ahearn","action, horror"
c1790,give 'em hell malone,russell mulcahy,"thomas jane, ving rhames, elsa pataky","action, crime, thriller"
c1791,fading of the cries,steven maguire,"brad dourif, mackenzie rosman, hallee hirsh","action, fantasy, horror"
c1792,woochi,dong-hoon choi,"yun-seok kim, dong-won kang, jung-ah yum","action, adventure, comedy"
c1793,kaminey: the scoundrels,vishal bhardwaj,"shahid kapoor, priyanka chopra, deb mukherjee","action, comedy, crime"
c1794,apocalypse female warriors,len kabasinski,"brian anthony, brian arrington, gary barickman",action
c1795,shoot the duke,stephen manuel,"stephen baldwin, bettina zimmermann, thomas heinze","action, comedy, thriller"
c1796,ghost machine,chris hartwill,"sean faris, rachael taylor, luke ford","action, sci-fi, thriller"
c1797,dossier k.,jan verheyen,"koen de bouw, werner de smedt, blerim destani","action, crime, drama"
c1798,universal soldier: regeneration,john hyams,"dolph lundgren, jean-claude van damme, andrei arlovski","action, adventure, sci-fi"
c1799,harry brown,daniel barber,"michael caine, emily mortimer, david bradley","action, crime, drama"
c1800,kung fu flid,xavier leret,"frank harper, mat fraser, terry stone","action, comedy, crime"
c1801,double identity,dennis dimster,"val kilmer, izabella miko, julian wadham","action, crime, thriller"
c1802,dragon hunter,stephen shimek,"kelly stables, brad johnson, newell alexander","action, adventure, fantasy"
c1803,the keeper,keoni waxman,"steven seagal, liezl carstens, arron shiver","action, crime, thriller"
c1804,road of no return,parviz saghizadeh,"michael madsen, david carradine, michael blain-rozgay","action, drama"
c1805,the warrior and the wolf,zhuangzhuang tian,"maggie q, joe odagiri, chung-hua tou","action, drama, history"
c1806,the boondock saints ii: all saints day,troy duffy,"sean patrick flanery, norman reedus, billy connolly","action, comedy, crime"
c1807,born of hope,kate madison,"christopher dane, beth aynsley, kate madison","action, adventure, fantasy"
c1808,never surrender,hector echavarria,"hector echavarria, patrick kilpatrick, james russo","action, drama, thriller"
c1809,musashi: the dream of the last samurai,mizuho nishikubo,nan,"animation, action"
c1810,dead man running,alex de rakoff,"tamer hassan, clint koroan, fredi 'kruga' nwaka","action, crime, drama"
c1811,damage,jeff king,"steve austin, walton goggins, laura vandervoort","action, drama"
c1812,machotaildrop,corey adams,"anthony amedori, james faulkner, rick mccrank","action, comedy, fantasy"
c1813,the sky has fallen,doug roos,"carey maclaren, laurel kemper, cory knisely","action, drama, horror"
c1814,ballistica,gary jones,"paul logan, martin kove, robert davi","action, adventure"
c1815,kal kissne dekha,vivek sharma,"brahim achabbakhe, jacky bhagnani, nushrat bharucha","action, crime, romance"
c1816,yesterday,rob grant,"graham wardle, p. lynn johnson, bill murdoch","action, comedy, drama"
c1817,red cliff ii,john woo,"tony chiu wai leung, takeshi kaneshiro, fengyi zhang","action, drama, history"
c1818,chrome angels,leigh scott,"stacey dash, frida farrell, monti domingue","action, sci-fi"
c1819,vengeance,johnnie to,"johnny hallyday, sylvie testud, anthony chau-sang wong","action, crime, drama"
c1820,black angels,arthur muhammad,"gabriel d. angell, lonice bell, shannon ase brown","action, drama"
c1821,hellbinders,mitch gould,"ray park, johnny yong bosch, esteban cueto","action, fantasy, horror"
c1822,killer bean forever,jeff lew,"vegas e. trip, bryan session, david guilmette","animation, action, comedy"
c1823,first squad: the moment of truth,yoshiharu ashino,"elena chebaturkina, michael tikhonov, damir eldarov","animation, action, drama"
c1824,tactical unit - comrades in arms,wing-cheong law,"simon yam, maggie siu, suet lam","action, crime, drama"
c1825,the black knight returns,juan avilez,"adam salandra, win de lugo, cheryl texiera","action, adventure, sci-fi"
