id1,id2,classic_score,match,confidence,explanation
a2792,b2551,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a2793,b2552,0.6833333333333333,0,0.8,"same title and director, but different year"
a2793,c1538,0.65,0,0.6,"same title and director, but different year"
a2795,c1425,0.6855769230769231,1,0.8,"Same title, similar cast and directors, but different year"
a2819,b2575,0.7000000000000001,1,0.9,"Same title and director, similar cast"
a2826,b2582,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a2831,b2587,0.675,1,0.8,"Same title and director, partially matching cast"
a2837,c1335,0.7397727272727272,1,0.8,"same title, director, and main cast, but different year and additional cast members in Record B"
b2592,c1335,0.7488636363636364,1,0.8,"Same title and director, similar cast, but different year and additional cast members in Record B"
a2839,b2594,0.7250000000000001,0,0.8,"same title, director, and most cast members, but different year"
a2839,c1805,0.7000000000000001,0,0.8,"same title, director, and most cast members, but different year"
a2841,c1712,0.7090909090909091,0,0.0,Different title and cast
c1324,c1712,0.7090909090909091,0,0.0,Different title and cast
a2847,b2599,0.6900000000000001,1,0.8,"Same title and director, partial cast match"
a2829,c849,0.7144562334217507,0,0.0,Different title and director
b2585,c849,0.7144562334217507,0,0.0,Different title and director
c1001,c849,0.7144562334217507,0,0.0,Different title and director
a2879,b2628,0.7250000000000001,1,0.9,"Same title, director, and main cast"
a2900,b2648,0.65,1,0.8,"same title and director, but missing year and cast in Record B"
a2901,b2650,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a2906,c1500,0.7375,1,0.8,"Same title and director, similar cast, but slight year and cast differences"
a2910,b2657,0.6666666666666667,1,0.8,"Same title and director, overlapping cast"
a2915,b2662,0.6666666666666667,1,0.8,"Same title and director, partially matching cast"
a2919,b2666,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a2935,c1747,0.7189285714285714,1,0.8,"Same title and main cast, different year and director name order"
a2938,b2687,0.7250000000000001,1,0.8,"same title, director, and main cast, but different year and additional cast member"
a2938,c1445,0.7000000000000001,1,0.8,"Same title and director, similar cast, but different year"
a2941,b2689,0.709848484848485,1,0.8,"Same director and cast, minor title variation"
b2702,d1258,0.7128378378378377,1,0.8,"Same title and cast, but different year and slightly different director name"
c1648,d1258,0.7000000000000001,0,0.6,"same title and director, but different year and incomplete cast match"
a2967,b2711,0.6666666666666667,1,0.8,"Same title and director, partial cast match"
b2715,b2716,0.7476190476190476,1,0.7,"Same director and year, similar title, but different cast"
b2716,c1695,0.7444444444444445,0,0.2,Different title and mostly different cast
a2973,c1516,0.68,0,0.7,"same title and director, but different year and additional cast members"
b5,d1144,0.6900000000000001,1,0.8,"Same title and director, similar cast"
b204,c2176,0.650220409671629,0,0.2,Different title and year
b267,c954,0.7125,1,0.8,"same title and director, but different year"
b358,d375,0.7375,0,0.7,"similar title and cast, but different year and slightly different director name"
b5,d1144,0.6900000000000001,1,0.8,"Same title and director, similar cast"
b1557,c344,0.6739130434782609,1,0.8,"same director, year, and cast, but slightly different title"
b1725,c3401,0.7000000000000001,0,0.2,Different year and mostly different cast
b2318,c3115,0.7043367346938776,1,0.8,"Same title and director, similar cast, but different year and additional director"
b2536,d2333,0.7125,1,0.8,"Same title and director, similar cast, but different year"
c104,d2333,0.65,1,0.8,"Same title and similar cast and director, but different year"
b2936,d106,0.7303191489361702,1,0.9,"Same director, year, and main cast, title variation is a translation"
b2936,c381,0.6928191489361702,1,0.9,"Same director, year, and main cast despite minor title and cast differences"
b2983,c3484,0.7111111111111111,0,0.0,Different year and cast members
b3006,d4198,0.6566666666666666,0,0.0,Different title and year
b3006,d4569,0.6566666666666666,0,0.0,Different title and year
b3006,d4833,0.6542857142857144,0,0.2,"Different year and title, although same director and main cast members"
d3438,d4198,0.7166666666666666,0,0.0,Different title and year
d3438,d4569,0.7166666666666666,0,0.0,Different title and year
d3438,d4833,0.6642857142857144,0,0.2,Different year and title suffix indicate a different movie in the series
d4198,d4569,0.7166666666666666,0,0.0,Different title and year
d4198,d4833,0.6642857142857144,0,0.2,"Different title and year, same director and main cast"
d4569,d4833,0.6642857142857144,0,0.6,"Different year and title, but same director and main cast"
b3079,d3442,0.6900000000000001,1,0.8,"Same director, year, and most cast members, but slightly different title"
c786,d220,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
c650,d239,0.7375,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
c441,d253,0.7458333333333333,1,0.8,"Same title and director, but different year and partial cast match"
c2072,d1347,0.7325,1,0.8,"Same title and director, but different year and some cast members"
c773,d317,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year and some cast members"
d349,d487,0.7108695652173914,1,0.8,"Same director, year, and most cast members, but slightly different title"
d349,d487,0.7108695652173914,1,0.8,"Same director, year, and most cast members, but slightly different title"
c473,d497,0.6513888888888889,0,0.6,"Same title and similar director and cast, but different year and some cast variations"
c503,d635,0.6681818181818182,1,0.8,"same title and director, but different year and partial cast match"
c1251,d653,0.7102272727272727,1,0.8,"Same title and director, similar cast, but different year and director name order"
c1232,d688,0.7025,0,0.6,"Same title, but different year and cast"
c1189,d810,0.725,1,0.8,"Same title and director, but slightly different cast and year"
c1353,d934,0.6805882352941175,0,0.6,"Similar title and director, but different year and cast"
c1345,d960,0.6785714285714286,0,0.6,"Same title and director, but different year and some cast differences"
c759,d1011,0.6900000000000001,1,0.8,"Same title and director, similar cast, but different year and slight cast name variations"
c1580,d1051,0.6830769230769231,1,0.8,"Same title and some matching cast, but different year and director details"
c1245,d1117,0.6642857142857143,0,0.6,"Same title and director, but different year and some different cast members"
c1092,d1322,0.6928571428571428,0,0.6,"Same title and director, but different year and incomplete cast match"
d1376,d1617,0.7410714285714286,0,0.8,"similar cast and director, but different title and year"
d1396,d1830,0.6545454545454545,0,0.6,"Similar director and cast, but different title and year"
c1862,d1502,0.71,0,0.8,"same title and director, but different year and cast"
d1376,d1617,0.7410714285714286,0,0.8,"similar cast and director, but different title and year"
d1701,d2197,0.660958904109589,0,0.6,"Same director and cast, but different title and year"
d1817,d1902,0.7410714285714286,0,0.8,"similar cast and director, but different title and year"
c2471,d1819,0.7410714285714286,1,0.8,"Same title, director, and most cast members, but year differs by 1"
d2033,d2524,0.67,0,0.2,Different year and cast
c2590,d2034,0.7267857142857143,1,0.8,"Same title and director, but different year and partial cast overlap"
c2971,d2178,0.7375,1,0.8,"Same title and director, but different year and partial cast match"
c326,d2274,0.7200000000000001,0,0.2,Different title and incomplete cast match
c326,d2679,0.67,0,0.7,"Same title and director, but different year and incomplete cast match"
c155,d2497,0.6975,1,0.8,"Same title and similar cast, but different year and director name variation"
c326,d2274,0.7200000000000001,0,0.2,Different title and partially different cast
c326,d2679,0.67,0,0.7,"Same title and director, but different year and incomplete cast match"
c98,d3259,0.7000000000000001,0,0.7,"Same title and director, but different year and incomplete cast match"
d3938,d4147,0.6672826086956521,0,0.6,"Similar director and cast, but different title and year"
d3943,d4007,0.6857142857142857,0,0.2,Different title and cast
d3959,d4136,0.7267857142857144,0,0.6,"Different title and year, but same director and some cast members"
d3959,d4228,0.6727272727272727,0,0.2,"Different title and cast, same director and partially matching cast"
d3959,d4351,0.6507692307692308,0,0.2,Different year and mostly different cast
d4136,d4351,0.662962962962963,0,0.6,"Different year and title suffix, but same director and some cast members"
d4228,d4351,0.7341981132075472,0,0.6,"Similar director and cast, but different title and year"
d4100,d4194,0.6908333333333333,0,0.6,"Similar director and cast, but different title and year"
d4161,d4353,0.7219594594594595,0,0.6,"Similar director and cast, but different title and year"
d4490,d4491,0.74375,0,0.2,Different titles and casts
d4490,d4491,0.74375,0,0.2,Different titles and casts
d4490,d4491,0.74375,0,0.2,Different titles and casts
d4629,d4637,0.6819047619047619,1,0.8,"Same director, year, and main cast member, but different title and some cast members"
d4629,d4637,0.6819047619047619,1,0.8,"Same director, year, and main cast member, but different title and some cast members"
d4490,d4491,0.74375,0,0.2,Different titles and casts
d4707,d5054,0.6615384615384615,0,0.2,"Different title and year, although similar cast and director"
d4760,d4865,0.68125,0,0.2,"Different cast and title, similar director"
d5237,d5436,0.6782608695652175,0,0.2,Different title and year
d5433,d5653,0.6666666666666666,0,0.2,"Different title and year, although same director and some cast members"
d5701,d5729,0.7441176470588237,0,0.6,Different title and partially different cast
d5237,d5436,0.6782608695652175,0,0.2,Different title and year
d5618,d5660,0.6525806451612902,0,0.0,"Different title, director, and cast"
d5618,d5660,0.6525806451612902,0,0.0,"Different title, director, and most of the cast"
d5701,d5729,0.7441176470588237,0,0.6,"Same director and year, but different title and partially different cast"
d5701,d5729,0.7441176470588237,0,0.6,"Same director and year, but different title and partially different cast"
d5701,d5729,0.7441176470588237,0,0.6,Different title and partially different cast
d5701,d5729,0.7441176470588237,0,0.6,Different title and partially different cast
d6714,d6720,0.6925,0,0.6,"Same director and cast, but different title and year"
d6714,d6720,0.6925,0,0.6,"Same director and cast, but different title and year"
d6714,d6720,0.6925,0,0.2,Different title and year
d6714,d6720,0.6925,0,0.2,Different title and year
d6804,d6814,0.67,0,0.2,Different title and cast
c3514,d6903,0.7125,1,0.8,"Same title and main cast, but slightly different year and director"
c2284,c2537,0.7017857142857142,0,0.2,"Different title and year, but shared director and cast member"
c1114,c951,0.7385714285714287,0,0.0,Different title and director
c924,d214,0.6523460410557185,0,0.0,"Different title, director, and cast"
c924,c970,0.6523460410557185,0,0.0,Different title and cast
b1066,d799,0.6875,0,0.0,"Different title, director, and cast"
c897,d215,0.6786641929499072,0,0.0,Different title and director
d4382,d4451,0.6530364372469636,0,0.0,"Different title, director, and cast"
c860,c897,0.6827551020408164,0,0.0,Different title and director
d5250,d5252,0.6599713055954088,0,0.0,Different title and cast
d4668,d4676,0.6700828157349896,0,0.0,"Different title, director, and cast"
a233,a241,0.6691919191919192,0,0.0,Different title and director
a233,b237,0.6511363636363636,0,0.0,Different title and cast
a233,c2060,0.6622850122850124,0,0.0,Different title and cast
a241,b230,0.6691919191919192,0,0.0,"Different title, director, and cast"
a241,d939,0.6691919191919192,0,0.0,Different title and cast
a241,c1675,0.685,0,0.0,Different title and director
a1896,a1897,0.696590909090909,0,0.0,Different title and cast
a1896,b1668,0.696590909090909,0,0.0,Different title and cast
a1896,d2510,0.6759197324414715,0,0.0,"Different title, director, and cast"
a2779,d743,0.7002645502645503,0,0.0,Different title and cast
b230,b237,0.6511363636363636,0,0.0,Different title and cast
b230,c2060,0.6622850122850124,0,0.0,Different title and cast
b237,d939,0.6511363636363636,0,0.0,Different title and cast
b237,c1675,0.6659090909090909,0,0.0,Different title and cast
c2060,d939,0.6622850122850124,0,0.0,Different title and cast
d4532,d4592,0.660952380952381,0,0.0,Different title and director
c1675,c2060,0.6678571428571428,0,0.0,Different title and cast
d5563,d5573,0.6722222222222223,0,0.2,Different title and cast
a898,a900,0.6533816425120773,0,0.0,"Different title, director, and cast"
a898,b839,0.6533816425120773,0,0.0,"Different title, director, and cast"
a898,c2810,0.6533816425120773,0,0.2,Different title and director
a900,b837,0.6533816425120773,0,0.0,Different director and cast
a900,c2615,0.6533816425120773,0,0.0,Different director and cast
a1204,a1407,0.6628654970760234,0,0.0,Different director and cast
a1204,b1226,0.6628654970760234,0,0.0,Different directors and casts
b837,b839,0.6533816425120773,0,0.0,"Different title, director, and cast"
b837,c2810,0.6533816425120773,0,0.0,Different title and director
b839,c2615,0.6533816425120773,0,0.0,Different director and cast
c2615,c2810,0.6533816425120773,0,0.0,Different title and director
a2621,a2622,0.6643695014662756,0,0.0,Different title and director
a2621,b2390,0.6643695014662756,0,0.0,Different title and director
a2622,b2389,0.6643695014662756,0,0.0,Different title and director
b2389,b2390,0.6643695014662756,0,0.0,Different title and director
c1357,c729,0.6680645161290323,0,0.0,Different title and director
d225,d295,0.6703703703703705,0,0.0,"Different title, director, and cast"
a2621,a2622,0.6643695014662756,0,0.0,Different title and director
a2621,b2390,0.6643695014662756,0,0.0,Different title and director
a2622,b2389,0.6643695014662756,0,0.0,Different title and director
b2389,b2390,0.6643695014662756,0,0.0,Different title and director
d1743,d1760,0.6546653144016227,0,0.0,Different directors and casts
a1118,c100,0.6873015873015872,0,0.0,Different title and cast
b2164,c100,0.6803571428571428,0,0.0,Different title and director
a2637,c1530,0.662111801242236,0,0.0,Different title and director
b2407,c1530,0.662111801242236,0,0.0,Different title and director
c1530,d613,0.662111801242236,0,0.0,Different title and director
c1530,c1684,0.662111801242236,0,0.0,Different title and director
d225,d295,0.6703703703703705,0,0.0,"Different title, director, and cast"
d1510,d1618,0.6815789473684211,0,0.0,"Different title, director, and cast"
a2222,d291,0.7285714285714286,0,0.0,Different title and director
c737,d291,0.7285714285714286,0,0.0,"Different title, director, and cast"
a380,c2551,0.7167342799188641,0,0.0,Different title and cast
a1489,d3050,0.6671428571428573,0,0.0,Different title and cast
a2246,c3015,0.6613636363636364,0,0.0,Different title and director
a2488,b1981,0.7196969696969696,0,0.0,Different title and director
a2823,d862,0.6706153846153846,0,0.0,Different title and director
b362,c2551,0.7167342799188641,0,0.0,Different title and cast
b1297,d3050,0.6671428571428573,0,0.0,Different title and cast
b1981,b2268,0.7196969696969696,0,0.0,Different title and director
b1981,d2113,0.6512820512820513,0,0.0,Different title and cast
b2579,d862,0.6706153846153846,0,0.0,Different title and director
d399,d435,0.6946153846153846,0,0.0,"Different title, director, and cast"
d592,d862,0.6706153846153846,0,0.0,Different title and director
c1803,d862,0.6706153846153846,0,0.0,Different title and cast
d1092,d999,0.6671428571428573,0,0.0,Different title and cast
d1092,d1148,0.6642857142857144,0,0.0,Different title and cast
d3050,d3112,0.6671428571428573,0,0.0,Different title and director
d3222,d3232,0.6632275132275133,0,0.0,"Different title, director, and cast"
c2509,c2551,0.7167342799188641,0,0.0,Different title and director
a2872,c1326,0.6527667984189723,0,0.0,Different director and cast
d4691,d4727,0.7217647058823529,0,0.0,Different title and cast
c3525,c3526,0.6637931034482758,0,0.2,Different title
c3525,c3526,0.6637931034482758,0,0.2,Different title
d3537,d3538,0.7331168831168832,0,0.0,"Different title, director, and cast"
a2726,d684,0.6603174603174604,0,0.0,"Different title, director, and cast"
b2491,d684,0.6603174603174604,0,0.0,Different director and cast
c1698,d684,0.6603174603174604,0,0.0,Different director and cast
b1838,d2305,0.668421052631579,0,0.0,"Different title, director, and cast"
c84,d2305,0.668421052631579,0,0.0,Different title and director
a3,c285,0.7142857142857143,0,0.6,"similar cast and director, but different title and year"
c285,c907,0.7142857142857143,0,0.7,"similar cast and director, but different title and year"
b12,c981,0.7250000000000001,1,0.9,"Same title and director, similar cast"
b18,c903,0.6666666666666667,1,0.8,"Same title and director, different cast members"
a17,c235,0.6782608695652175,0,0.6,"different title and year, but same director and main cast"
b19,c235,0.6682608695652175,0,0.6,"Different title and year, but same director and main cast"
b1545,c901,0.6682608695652175,0,0.2,Different title and year
b1545,d1976,0.6532608695652175,0,0.2,"Different year and title, similar director and cast"
c235,c901,0.6782608695652175,0,0.6,"Different year and title, but same director and main cast"
c235,d1976,0.656832298136646,0,0.6,"Different year and title, but same director and main cast"
d1168,d1976,0.654927536231884,0,0.2,"Different title and year, although same director and some cast members"
b133,c1001,0.7250000000000001,1,0.9,"Same title, director, and most cast members"
a165,d349,0.6570175438596492,0,0.6,"different title and year, but same director and some cast members"
b182,c936,0.6900000000000001,1,0.8,"Same title and director, similar cast"
b194,c2876,0.6738709677419356,0,0.2,Different title and year
c2876,d1961,0.6560931899641578,0,0.2,Different title and year
a222,d1934,0.65,1,0.8,"same title and director, different year"
a238,d1819,0.6730769230769231,0,0.0,Different title
b235,d1819,0.6730769230769231,0,0.0,Different title
d1819,d1864,0.6730769230769231,0,0.0,Different titles
a243,d1820,0.7149390243902439,1,0.8,"Same title and director, similar cast, but different year and additional director"
b304,c1684,0.7339285714285715,1,0.8,"same title and most cast members, but different director and year"
c1684,d2635,0.7441216216216215,1,0.8,"same title and most cast members, but minor director and year differences"
a328,d2472,0.7230263157894737,1,0.8,"Same title and director, similar cast, but different year and additional cast members in Record B"
a344,d2516,0.7325,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a352,d2312,0.7187834224598931,0,0.0,Different title and year
d2217,d2312,0.7485047846889953,0,0.0,Different title and year
b340,d809,0.6595238095238094,0,0.4,"Different title and year, but same director and some cast members"
d2503,d809,0.6625541125541125,0,0.2,"Different title and year, although shared director and some cast members"
a356,c222,0.68,0,0.6,"Different title and year, but shared director and some cast members"
a356,d1121,0.6572727272727272,0,0.6,"Different title and year, but same director and some cast members"
a360,d2360,0.7251315789473685,1,0.8,"Same title and cast, minor director and year differences"
b568,d2375,0.6886904761904761,0,0.0,Different title and year
a421,d2299,0.7125,1,0.8,"same title and director, but year differs by 1"
b415,d3055,0.6569518716577539,0,0.6,"Different year and title, but same director and main cast"
a464,d2322,0.7125,1,0.8,"same title and director, but year difference"
a468,d2364,0.7125,1,0.8,"same title and director, but different year"
a501,d2135,0.7303048780487805,0,0.0,Different title and year
a550,d1686,0.6878048780487805,0,0.0,Different title and year
b517,d1686,0.6806620209059233,0,0.0,Different title and year
a612,d2278,0.7024159663865546,0,0.7,"same title and cast, but different year and director"
b580,c1172,0.7250000000000001,1,0.9,"Same title and director, similar cast"
a681,c3257,0.65,0,0.2,"Same title and director, but different year and cast"
b636,c3257,0.65,0,0.2,"Same title and director, but different year and cast"
c1944,c3257,0.65,0,0.2,"Same title and director, but different year and cast"
a706,d1369,0.7458333333333333,1,0.8,"Same title, director, and main cast, but different year"
a719,d2174,0.7000000000000001,0,0.6,"same title, director, and most cast members, but different year"
a728,d2864,0.7458333333333333,1,0.8,"same title and director, similar cast, but different year"
a735,d2820,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
b731,d2756,0.7402777777777777,1,0.8,"same title and most cast members, but minor director name variation and year difference"
a810,d2856,0.7291666666666667,1,0.8,"same title and director, similar cast, but different year and some cast members"
a852,d2840,0.7125,1,0.8,"same title and director, but different year"
b796,d2840,0.7125,1,0.8,"Same title and director, but different year"
a863,d2968,0.7333333333333334,1,0.8,same title (minor case difference) and year
b830,c2187,0.7250000000000001,0,0.8,"same title, director, and most cast members, but different year"
c2187,d2766,0.6875,1,0.8,"Same title, director, and most cast members, but different year"
b877,c899,0.6900000000000001,1,0.8,"Same title and director, similar cast"
a941,d2609,0.7410714285714286,1,0.8,"Same title and director, similar cast, but different year"
b899,d2639,0.7037579957356077,1,0.8,"Same director and main cast, minor title variation and year difference"
d1770,d1774,0.6666666666666667,0,0.2,different title subtitles
b981,c1420,0.65,0,0.2,Different cast
a1072,d2667,0.7125,1,0.8,"same title and director, but different year"
a1078,d2696,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a1082,d2625,0.7459821428571428,1,0.8,"same title, director and main cast, but different year"
a1089,d2982,0.7375,1,0.8,"Same title and director, similar cast, but different year"
b2136,d2982,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year and some cast variations"
a1127,d113,0.7313172043010753,1,0.8,"Same title and director, similar cast, but different year and slightly different director name"
a1137,d3094,0.7125,0,0.2,Different cast and year
b2179,d3094,0.7224999999999999,1,0.8,"Same title and most cast members, but minor director name and year differences"
b2193,c2169,0.7461538461538462,0,0.0,Different title and cast
b2193,d22,0.7461538461538462,0,0.0,Different title and cast
a1156,d3142,0.7347222222222223,1,0.8,"same title and director, similar cast, but different year"
a1455,d2673,0.7347222222222223,1,0.8,"Same title and director, similar cast, but different year"
a1538,c2083,0.6545454545454545,0,0.0,Different title and year
a1538,c3429,0.65,0,0.2,Different year and title
a2562,c3100,0.6545454545454545,0,0.0,Different title and year
a2562,c3429,0.65,0,0.0,Different title and year
c2083,c3100,0.6545454545454545,0,0.0,Different title and year
c2083,c3429,0.65,0,0.0,Different title and year
c3100,c3429,0.65,0,0.2,Different year and title
a1689,c2739,0.7330882352941176,0,0.0,Different title and year
b1474,c2739,0.7041666666666668,0,0.7,"Different title and year, but same director and similar cast"
c2653,c2739,0.7330882352941176,0,0.6,"Different title and year, but same director and some cast members"
b1519,d262,0.6785714285714286,1,0.8,"Same title and director, but different year and some cast overlap"
a1748,d220,0.7125,1,0.8,"same title and director, but year differs by one"
a1767,c2091,0.6583333333333333,0,0.0,Different title and year
a1767,c2878,0.6545454545454545,0,0.2,Different year and title
a2582,c2586,0.6583333333333333,0,0.0,Different title and year
a2582,c2878,0.6545454545454545,0,0.2,Different year and title
c2091,c2586,0.6583333333333333,0,0.2,Different title and year
c2091,c2878,0.6545454545454545,0,0.2,Different year and title
c2586,c2878,0.6545454545454545,0,0.2,"Different title and year, although same director and main cast"
a1833,d281,0.7453571428571428,1,0.8,"same title, director and main cast, but different year"
a1915,d3459,0.6928571428571428,0,0.0,Different year and inconsistent cast
b1686,d3459,0.7071428571428572,0,0.0,Different year and inconsistent cast
c2437,d3459,0.6928571428571428,0,0.0,Different year and inconsistent cast
b1696,d162,0.7339285714285715,1,0.8,"Same title and director, similar cast, but different year"
b1704,d288,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
a1942,d153,0.6722222222222223,1,0.8,"Same title and director, similar cast, but different year"
a1943,d279,0.7291666666666667,1,0.8,"Same title and director, similar cast, but different year"
a1978,d246,0.68,0,0.6,"Same title and director, but different year and some cast differences"
a2013,d314,0.7125,1,0.8,"Same title and director, but different year and cast"
a2016,d250,0.6621212121212121,1,0.9,"Same director, year, and most cast members, minor title variation"
b1778,c2484,0.687121212121212,1,0.9,"Same director, year, and main cast, minor title variation"
c2484,d250,0.6621212121212121,1,0.9,"Same director, year, and most cast members, minor title variation"
b1834,d135,0.7458333333333333,1,0.8,"Same title and director, similar cast, but different year"
