id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity,method,confidence
a664,d2220,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a665,b622,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a665,c1192,1.0,1.0,1.0,1.0,1.0,algorithm,
b622,c1192,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a666,b623,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a666,d2150,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b623,d2150,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a667,b624,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a668,b625,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a668,d2215,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855,algorithm,
b625,d2215,0.8071428571428572,1.0,0.0,1.0,0.5714285714285714,algorithm,
a670,b626,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a670,d3084,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b626,d3084,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a671,b627,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a672,b628,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a673,b629,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
a674,b630,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a675,b631,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a675,d2983,0.9,1.0,1.0,1.0,0.0,algorithm,
b631,d2983,0.9,1.0,1.0,1.0,0.0,algorithm,
a676,b632,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a676,d2937,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b632,d2937,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a677,b633,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a678,b634,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a680,b635,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a680,d2899,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b635,d2899,0.9142857142857143,1.0,1.0,1.0,0.14285714285714285,algorithm,
a681,b636,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a681,c1944,1.0,1.0,1.0,1.0,1.0,algorithm,
b636,c1944,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a682,b637,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a682,d3129,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b637,d3129,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a683,b638,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a683,d2828,0.9375,1.0,1.0,1.0,0.375,algorithm,
b638,d2828,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a684,b639,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a686,b640,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a687,b641,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a687,c1932,1.0,1.0,1.0,1.0,1.0,algorithm,
a687,d2946,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b641,c1932,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b641,d2946,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
c1932,d2946,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a688,b642,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a689,d2872,0.9272727272727272,1.0,1.0,1.0,0.2727272727272727,algorithm,
a690,b643,0.9197368421052632,1.0,0.631578947368421,1.0,0.75,algorithm,
a690,d2948,0.8986111111111111,1.0,0.7407407407407408,1.0,0.375,algorithm,
b643,d2948,0.9038461538461539,1.0,0.6923076923076923,1.0,0.5,algorithm,
a691,b644,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a691,d2908,0.92,1.0,1.0,1.0,0.2,algorithm,
b644,d2908,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a692,b645,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a692,d2891,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b645,d2891,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a694,b647,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a694,d2912,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b647,d2912,0.925,1.0,1.0,1.0,0.25,algorithm,
a695,c1930,1.0,1.0,1.0,1.0,1.0,algorithm,
a695,d3042,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a1838,d263,0.9292682926829268,0.991869918699187,1.0,1.0,0.3333333333333333,algorithm,
c1930,d3042,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a696,b648,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a696,d2926,0.9375,1.0,1.0,1.0,0.375,algorithm,
b648,d2926,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a697,b649,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a697,d3114,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b649,d3114,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a698,b650,0.9233333333333333,1.0,0.8888888888888888,1.0,0.4,algorithm,
a699,b651,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a700,b652,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a700,d2829,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b652,d2829,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a702,b654,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a702,d2909,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b654,d2909,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a703,b655,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a704,b656,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a705,b657,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a705,c1911,1.0,1.0,1.0,1.0,1.0,algorithm,
a705,d2933,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b657,c1911,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b657,d2933,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
c1911,d2933,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a709,c1921,1.0,1.0,1.0,1.0,1.0,algorithm,
b663,c41,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a710,b664,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a710,d2911,0.96,1.0,1.0,1.0,0.6,algorithm,
b664,d2911,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
a711,b665,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a712,b666,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a712,c2003,1.0,1.0,1.0,1.0,1.0,algorithm,
a712,d2915,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b666,c2003,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b666,d2915,0.9375,1.0,1.0,1.0,0.375,algorithm,
c2003,d2915,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a713,b667,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a713,d2940,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b667,d2940,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a715,b668,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a715,d2930,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b668,d2930,0.9125,1.0,1.0,1.0,0.125,algorithm,
c904,d1993,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a717,b670,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a718,b671,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
b672,d2174,0.925,1.0,1.0,1.0,0.25,algorithm,
a721,b674,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a722,b675,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a722,d2921,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b675,d2921,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a723,c1935,1.0,1.0,1.0,1.0,1.0,algorithm,
a724,b676,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a724,c1953,1.0,1.0,1.0,1.0,1.0,algorithm,
b676,c1953,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a725,b677,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a726,b678,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a726,d3089,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b678,d3089,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a727,b679,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a727,d2901,0.93,1.0,1.0,1.0,0.3,algorithm,
b679,d2901,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a728,b680,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
b680,d2864,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a729,b681,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a729,d2931,0.96,1.0,1.0,1.0,0.6,algorithm,
b681,d2931,0.98,1.0,1.0,1.0,0.8,algorithm,
a730,b683,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a730,d3076,0.96,1.0,1.0,1.0,0.6,algorithm,
b683,d3076,0.98,1.0,1.0,1.0,0.8,algorithm,
a732,b684,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a733,b685,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a733,c1901,1.0,1.0,1.0,1.0,1.0,algorithm,
a733,d3028,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b685,c1901,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b685,d3028,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
c1901,d3028,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a734,b686,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a734,d2956,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b686,d2956,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a735,b687,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b687,d2820,0.7569444444444444,1.0,1.0,0.25,0.4444444444444444,algorithm,
a736,b688,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a736,d2935,0.9375,1.0,1.0,1.0,0.375,algorithm,
b688,d2935,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a737,b689,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a737,c1908,1.0,1.0,1.0,1.0,1.0,algorithm,
a737,d3003,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b689,c1908,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b689,d3003,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
c1908,d3003,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a739,b690,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a739,d3026,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b690,d3026,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a740,b691,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a742,b693,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a743,b1456,0.884090909090909,0.8181818181818181,1.0,1.0,0.75,algorithm,
a743,c1899,1.0,1.0,1.0,1.0,1.0,algorithm,
a743,d3006,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a1673,c2573,1.0,1.0,1.0,1.0,1.0,algorithm,
b1456,c1899,0.884090909090909,0.8181818181818181,1.0,1.0,0.75,algorithm,
b1456,d3006,0.8662337662337662,0.8181818181818181,1.0,1.0,0.5714285714285714,algorithm,
c1899,d3006,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a744,b694,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a744,d2999,0.9375,1.0,1.0,1.0,0.375,algorithm,
b694,d2999,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a745,b695,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a745,c1973,1.0,1.0,1.0,1.0,1.0,algorithm,
b695,c1973,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a746,b696,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a747,b698,0.9333333333333333,0.9166666666666665,1.0,1.0,0.75,algorithm,
a748,b699,0.942391304347826,1.0,0.782608695652174,1.0,0.75,algorithm,
a750,b701,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a750,d3123,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b701,d3123,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a751,b702,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a751,c1942,1.0,1.0,1.0,1.0,1.0,algorithm,
a751,d3021,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b702,c1942,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b702,d3021,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
c1942,d3021,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a752,b703,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a752,c1894,1.0,1.0,1.0,1.0,1.0,algorithm,
a752,d3044,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b703,c1894,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b703,d3044,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
c1894,d3044,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
a753,b704,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a753,d2836,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b704,d2836,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a755,b706,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a755,c1896,1.0,1.0,1.0,1.0,1.0,algorithm,
a755,d3009,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
b706,c1896,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b706,d3009,0.7553571428571428,1.0,1.0,0.25,0.42857142857142855,algorithm,
c1896,d3009,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
a756,b707,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a756,c1923,1.0,1.0,1.0,1.0,1.0,algorithm,
a756,d3119,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b707,c1923,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b707,d3119,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
c1923,d3119,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a757,d3032,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a758,c1905,1.0,1.0,1.0,1.0,1.0,algorithm,
a758,d3019,0.8673076923076923,1.0,0.6153846153846154,1.0,0.25,algorithm,
c1905,d3019,0.8673076923076923,1.0,0.6153846153846154,1.0,0.25,algorithm,
a759,b709,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a759,d2925,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b709,d2925,0.96,1.0,1.0,1.0,0.6,algorithm,
a760,b710,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a760,d2861,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b710,d2861,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a761,b711,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a761,d3091,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b711,d3091,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
a762,b712,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a762,d3030,0.9375,1.0,1.0,1.0,0.375,algorithm,
b712,d3030,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a763,b713,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a763,d2936,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b713,d2936,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a765,b715,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a765,d3111,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b715,d3111,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a766,c1919,1.0,1.0,1.0,1.0,1.0,algorithm,
a766,d2867,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727,algorithm,
c1919,d2867,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727,algorithm,
a767,b717,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a768,b718,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a768,d3014,0.9375,1.0,1.0,1.0,0.375,algorithm,
b718,d3014,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a769,b719,0.9,1.0,1.0,1.0,0.0,algorithm,
a769,d2991,0.9142857142857143,1.0,1.0,1.0,0.14285714285714285,algorithm,
b719,d2991,0.9125,1.0,1.0,1.0,0.125,algorithm,
a770,b720,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a770,d2825,0.96,1.0,1.0,1.0,0.6,algorithm,
b720,d2825,0.98,1.0,1.0,1.0,0.8,algorithm,
a771,b721,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a771,c1916,1.0,1.0,1.0,1.0,1.0,algorithm,
b721,c1916,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a772,b722,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a773,b723,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a774,b724,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a775,b725,0.93,1.0,0.9333333333333332,1.0,0.4,algorithm,
a776,d2878,0.7725,1.0,1.0,0.25,0.6,algorithm,
a777,c2000,1.0,1.0,1.0,1.0,1.0,algorithm,
a777,d2920,0.925,1.0,1.0,1.0,0.25,algorithm,
c2000,d2920,0.925,1.0,1.0,1.0,0.25,algorithm,
a778,b727,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a779,c1952,1.0,1.0,1.0,1.0,1.0,algorithm,
a779,d2979,0.96,1.0,1.0,1.0,0.6,algorithm,
c1952,d2979,0.96,1.0,1.0,1.0,0.6,algorithm,
a781,b728,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a782,b729,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a782,c1987,1.0,1.0,1.0,1.0,1.0,algorithm,
b729,c1987,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a783,d2914,0.9096969696969698,0.9393939393939393,1.0,1.0,0.4,algorithm,
a784,b730,0.9698275862068966,1.0,0.9655172413793103,1.0,0.75,algorithm,
a784,d2959,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b730,d2959,0.9614942528735632,1.0,0.9655172413793103,1.0,0.6666666666666666,algorithm,
a786,b731,0.7708333333333333,1.0,0.8888888888888888,0.25,0.75,algorithm,
a786,d2756,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a787,b732,0.9042857142857144,1.0,0.7619047619047619,1.0,0.4,algorithm,
a787,d2817,0.8865079365079366,1.0,0.7619047619047619,1.0,0.2222222222222222,algorithm,
b732,d2817,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a788,b733,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a789,b734,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a789,d3073,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b734,d3073,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a790,b735,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a790,d3117,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b735,d3117,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a792,b737,0.930625,1.0,0.9375,1.0,0.4,algorithm,
a794,b738,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a794,c1959,1.0,1.0,1.0,1.0,1.0,algorithm,
a794,d2987,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b738,c1959,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b738,d2987,0.93,1.0,1.0,1.0,0.3,algorithm,
c1959,d2987,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a797,b740,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a797,d2890,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b740,d2890,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a799,b742,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a799,d3017,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b742,d3017,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a800,b743,0.9,1.0,1.0,1.0,0.0,algorithm,
a801,b744,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a801,c1910,1.0,1.0,1.0,1.0,1.0,algorithm,
a801,d2905,0.96,1.0,1.0,1.0,0.6,algorithm,
b744,c1910,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b744,d2905,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
c1910,d2905,0.96,1.0,1.0,1.0,0.6,algorithm,
a802,b745,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a802,c1948,1.0,1.0,1.0,1.0,1.0,algorithm,
a802,d2870,0.9375,1.0,1.0,1.0,0.375,algorithm,
b745,c1948,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b745,d2870,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
c1948,d2870,0.9375,1.0,1.0,1.0,0.375,algorithm,
a803,b746,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a804,b747,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a804,d2929,0.96,1.0,1.0,1.0,0.6,algorithm,
b747,d2929,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a805,c5277,1.0,1.0,1.0,1.0,1.0,algorithm,
a806,b749,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
a806,d2826,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
b749,d2826,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a807,b750,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a807,d2975,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b750,d2975,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a808,b751,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a808,d2919,0.9,1.0,1.0,1.0,0.0,algorithm,
b751,d2919,0.9,1.0,1.0,1.0,0.0,algorithm,
a810,b752,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
b752,d2856,0.9363636363636364,1.0,1.0,1.0,0.36363636363636365,algorithm,
a811,b753,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a811,c1993,1.0,1.0,1.0,1.0,1.0,algorithm,
b753,c1993,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a812,b754,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a813,b755,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a813,d2900,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b755,d2900,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a814,b756,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a815,b757,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a816,b758,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a816,d2881,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b758,d2881,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a817,b759,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a818,b760,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a818,d2824,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b760,d2824,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a819,b762,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a819,d2884,0.96,1.0,1.0,1.0,0.6,algorithm,
b762,d2884,0.98,1.0,1.0,1.0,0.8,algorithm,
a821,b764,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a821,d2986,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b764,d2986,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a822,b765,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a823,b766,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a823,d3086,0.96,1.0,1.0,1.0,0.6,algorithm,
b766,d3086,0.98,1.0,1.0,1.0,0.8,algorithm,
a824,b767,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a824,d2865,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b767,d2865,0.9375,1.0,1.0,1.0,0.375,algorithm,
a825,b768,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a825,d3013,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b768,d3013,0.9222222222222223,1.0,1.0,1.0,0.2222222222222222,algorithm,
a826,b769,0.9141379310344828,1.0,0.8275862068965517,1.0,0.4,algorithm,
a826,c1943,1.0,1.0,1.0,1.0,1.0,algorithm,
a826,d2969,0.8933333333333334,1.0,0.6222222222222222,1.0,0.5,algorithm,
b769,c1943,0.9141379310344828,1.0,0.8275862068965517,1.0,0.4,algorithm,
b769,d2969,0.9144927536231884,1.0,0.6521739130434783,1.0,0.6666666666666666,algorithm,
c1943,d2969,0.8933333333333334,1.0,0.6222222222222222,1.0,0.5,algorithm,
a827,b770,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a827,d3132,0.96,1.0,1.0,1.0,0.6,algorithm,
b770,d3132,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a829,b772,0.9491379310344827,1.0,0.8275862068965517,1.0,0.75,algorithm,
a829,c1949,1.0,1.0,1.0,1.0,1.0,algorithm,
a829,d2831,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b772,c1949,0.9491379310344827,1.0,0.8275862068965517,1.0,0.75,algorithm,
b772,d2831,0.9408045977011494,1.0,0.8275862068965517,1.0,0.6666666666666666,algorithm,
c1949,d2831,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a831,b774,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
