Id,Title,Year,Director,Cast,Genre,Duration
c2231,Fist of the Vampire,2007,Len Kabasinski,"Brian Heffron, Darian Caine, Brian Anthony","Action, Horror",96
c2232,Muay Thai Fighter,2007,Kongkiat Khomsiri,"Akara Amarttayakul, Danny Arroyo, Sonthaya Chitmanee","Action, Drama",116
c2233,Blackwater,2007,Bill Rogers,"Georgia Chris, Amy Simon, McCayne Blomberg","Action, Adventure",88
c2234,Brothers,2007,Sung Kee Chiu,"Zhiwen Wang, Yi Huang, Rongguang Yu","Action, Drama",100
c2235,Fuego,2007,Damian Chapa,"Damian Chapa, David Carradine, Charles Arthur Berg","Action, Drama",103
c2236,Kara no Kyoukai: The Garden of Sinners - Overlooking View,2007,Ei Aoki,"Maaya Sakamoto, Ken'ichi Suzumura, Takako Honda","Animation, Action, Crime",49
c2237,Kung Fu Kid,2007,Issei Oda,"Zhuang Zhang, Ken Ayugai, Nanami Fujimoto",Action,98
c2238,The Island,2007,Sherif Arafa,"Mahmoud Yassine, Ahmed el-Sakka, Hend Sabry","Action, Biography, Drama",92
c2240,Opapatika,2007,Thanakorn Pongsuwan,"Somchai Kemglad, Shahkrit Yamnarm, Leo Putt","Action, Fantasy, Sci-Fi",110
c2241,Venus and Mars,2007,Ji-Seung Han,"Kyung-gu Sol, Tae-hee Kim, Won-yeong Jang","Action, Comedy, Romance",102
c2242,Punch Lady,2007,Hyo-jin Kang,"Ji-Won To, Sulli Choi, Byeong-cheol Kim","Action, Drama, Sport",121
c2243,A Love,2007,Kyung-Taek Kwak,"Kwang-won Bae, Seok-yeon Hong, Hyun-Seong Im","Action, Drama",104
c2245,Vel,2007,Hari,"Suriya, Asin, Vadivelu","Action, Comedy, Drama",160
c2246,Pokkiri,2007,Prabhudheva,"Vijay, Asin, Prakash Raj","Action, Comedy, Crime",161
c2247,Tomb Raider Ascension,2007,Stephen Reynolds,"Anna Tyrie, Philip Goldacre, Peter Wear","Action, Adventure, Fantasy",60
c2248,Reketir,2007,Akan Satayev,"Aidar Mukhametzhanov, Saken Aminov, Tolepbergen Baisakalov","Action, Crime, Drama",80
c2249,Aalwar,2007,Chella,"Ajith Kumar, Asin, Vivek",Action,152
c2250,War of the Servers,2007,Robert Stoneman,"Robert Stoneman, Ben Stoneman, Jordan Brindle","Animation, Action, Adventure",100
c2252,The Drop,2006,Kevin Lewis,"John Savage, Sean Young, Michael Bondies","Action, Adventure, Fantasy",88
c2254,Full Clip,2006,mink,"Shaun Baker, Busta Rhymes, Bubba Smith","Action, Thriller",95
c2255,Game of Swords,2006,Adrian Rudomin,"Christopher Lambert, Blanca Marsillach, Brian Blessed","Action, Adventure, Crime",109
c2260,Renaissance,2006,Christian Volckman,"Daniel Craig, Catherine McCormack, Jonathan Pryce","Animation, Action, Sci-Fi",105
c2261,The Other Side,2006,Gregg Bishop,"Nathan Mobley, Jaimie Alexander, Cory Rouse","Action, Thriller",95
c2262,The Last Drop,2006,Colin Teague,"Laurence Fox, Louis Dempsey, Lucy Gaskell","Action, Adventure, Crime",103
c2264,The Witches Hammer,2006,James Eaves,"George Anton, Tina Barnes, Stephanie Beacham","Action, Horror",91
c2265,Greed,2006,Ron Wolotzky,"Jason London, Darlene Tejeiro, Andrea Bogart","Action, Horror, Thriller",93
c2267,Cemetery Gates,2006,Roy Knyrim,"Reggie Bannister, Peter Stickles, Aime Wolf","Horror, Action, Sci-Fi",92
c2268,Max Havoc: Ring of Fire,2006,Terry Ingram,"Mickey Hardt, Christina Cox, Dean Cain",Action,89
c2269,Perfect Creature,2006,Glenn Standring,"Dougray Scott, Saffron Burrows, Leo Gregory","Action, Drama, Fantasy",90
c2271,The Absence of Light,2006,Patrick Desmond,"Richard Conant, Eric Thornsberry, Tom Savini","Action, Drama, Horror",77
c2274,Day Watch,2006,Timur Bekmambetov,"Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov","Action, Fantasy, Thriller",132
c2276,Seven Mummies,2006,Nick Quested,"Matt Schulze, Cerina Vincent, Billy Wirth","Action, Adventure, Drama",90
c2278,Wolfhound,2006,Nikolay Lebedev,"Aleksandr Bukharov, Oksana Akinshina, Igor Petrenko","Action, Adventure, Fantasy",136
c2279,Dishdogz,2006,Mikey Hilb,"Marshall Allman, Haylie Duff, Luke Perry","Action, Drama, Sport",90
c2280,Jade Warrior,2006,Antti-Jussi Annila,"Tommi Eronen, Markku Peltola, Jingchu Zhang","Action, Adventure, Drama",110
c2282,Princess,2006,Anders Morgenthaler,"Thure Lindhardt, Stine Fischer Christensen, Jens Arentzen","Animation, Action, Drama",90
c2284,A New Wave,2006,Jason Carvey,"Andrew Keegan, Lacey Chabert, John Krasinski","Action, Crime",93
c2286,The Hard Easy,2006,Ari Ryan,"Henry Thomas, David Boreanaz, Vera Farmiga","Action, Crime, Drama",105
c2287,Johnny Was,2006,Mark Hammond,"Vinnie Jones, Patrick Bergin, Eriq La Salle","Action, Crime, Drama",93
c2288,Shadow: Dead Riot,2006,Derek Wan,"Tony Todd, Carla Greene, Nina Hodoruk","Action, Horror",81
c2290,Krrish,2006,Rakesh Roshan,"Rekha, Hrithik Roshan, Priyanka Chopra","Action, Adventure, Romance",154
c2291,Family: Ties of Blood,2006,Rajkumar Santoshi,"Amitabh Bachchan, Akshay Kumar, Bhoomika Chawla","Action, Crime, Drama",150
c2292,Rollin' with the Nines,2006,Julian Gilbey,"Vas Blackwood, Robbie Gee, Naomi Taylor","Crime, Action, Drama",96
c2294,Horrors of War,2006,Peter John Ross,"Jon Osbeck, Joe Lorenzo, Daniel Alan Kiely","Action, Horror, Sci-Fi",99
c2295,My Wife Is a Gangster 3,2006,Jin-gyu Cho,"Qi Shu, Beom-su Lee, Hyeon-yeong","Action, Comedy, Drama",115
c2296,Dhoom 2,2006,Sanjay Gadhvi,"Abhishek Bachchan, Uday Chopra, Hrithik Roshan","Action, Thriller",152
c2297,Varalaaru,2006,K.S. Ravikumar,"Ajith Kumar, Asin, Kanika","Action, Drama, Musical",166
c2299,Undisputed 2: Last Man Standing,2006,Isaac Florentine,"Michael Jai White, Scott Adkins, Ben Cross","Action, Crime, Drama",98
c2302,One Last Dance,2006,Max Makowski,"Francis Ng, Lung Ti, Vivian Hsu","Action, Comedy, Romance",100
c2305,Red Ridge,2006,Damian Skinner,"Louis Herthum, Steven Chester Prince, Robert Prentiss","Action, Drama, Thriller",89
c2306,Hot Tamale,2006,Michael Damian,"John Hayden, Richard Riehle, Harland Williams","Action, Comedy, Crime",102
c2310,The Champagne Gang,2006,Daniel Zirilli,"Lacey Toups, Candise Lakota, Tarah Tobiason","Action, Adventure",91
c2311,Deja Vu,2006,Tony Scott,"Denzel Washington, Paula Patton, Jim Caviezel","Action, Sci-Fi, Thriller",126
c2313,The Smart Hunt,2006,Gautham Menon,"Kamal Haasan, Jyothika, Prakash Raj","Action, Crime, Romance",150
c2315,Striking Range,2006,Daniel Millican,"Lou Diamond Phillips, Yancy Butler, Tom Wright","Action, Thriller",96
c2316,Evil Behind You,2006,Jim Carroll,"Hilary Kennedy, Manuel Velazquez, D.C. Lee","Action, Comedy, Sci-Fi",90
c2318,Final Contract: Death on Delivery,2006,Axel Sand,"Drew Fuller, Alison King, Ken Bones",Action,97
c2319,Elephant Tales,2006,Mario Andreacchio,"Patrick Bry, Aymeric Lecerf, Boris Ventura-Diaz","Action, Adventure, Family",92
c2320,Pudhu Pettai,2006,K. Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal","Action, Crime, Drama",168
c2321,Bastards,2006,Aleksandr Atanesyan,"Andrey Panin, Andrey Krasko, Aleksandr Golovin","Action, Drama, War",97
c2322,Killing Down,2006,Blake Calhoun,"Sheree J. Wilson, Matthew Tompkins, Natalie Raitano","Action, Thriller",108
c2323,Skinwalkers,2006,James Isaac,"Jason Behr, Elias Koteas, Rhona Mitra","Action, Fantasy, Horror",110
c2324,Don,2006,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal","Action, Crime, Thriller",171
c2325,Backlash,2006,David Chameides,"Suzanne Karseras, Kevin Levrone, Danielle Burgio","Action, Thriller",87
c2328,7 Millionaires,2006,Michael Hjorth,"Suzanne Reuter, Loa Falkman, Peter Andersson","Action, Comedy",94
c2330,The Banquet,2006,Xiaogang Feng,"Ziyi Zhang, You Ge, Daniel Wu","Action, Drama, Fantasy",131
c2331,Karaula,2006,Rajko Grlic,"Toni Gojanovic, Sergej Trifunovic, Emir Hadzihafizbegovic","Action, Comedy, Drama",94
c2335,Babas bilar,2006,Rafael Edholm,"Andreas Wilson, Sara Sommerfeld, Hassan Brijany","Action, Comedy",90
c2338,Butterfly Kiss,2006,Anton Sivers,"Andrey Astrakhantsev, Sergey Bezrukov, Leni Lan Crazybarby","Action, Crime, Romance",105
c2340,Piranha,2006,Andrey Kavun,"Vladimir Mashkov, Svetlana Antonova, Evgeniy Mironov","Action, Crime, Thriller",167
c2344,Stormforce,2006,Hans Herbots,"Kevin Janssens, Axel Daeseleire, Koen De Bouw","Action, Adventure, Drama",117
c2345,Kokoda: 39th Battalion,2006,Alister Grierson,"Jack Finsterer, Travis McMahon, Simon Stone","Action, Drama, War",92
c2346,Dragon Tiger Gate,2006,Wilson Yip,"Yuk Long Wong, Louis Koo, Isabella Leong","Action, Drama",94
c2347,Running Wild,2006,Seong-soo Kim,"Sang-Woo Kwon, Ji-tae Yu, Kil-kang Ahn","Action, Crime, Thriller",124
c2348,Balram vs. Tharadas,2006,I.V. Sasi,"Mammootty, Katrina Kaif, Mukesh","Action, Crime, Thriller",161
c2349,Battle of the Warriors,2006,Chi Leung 'Jacob' Cheung,"Andy Lau, Sung-kee Ahn, Zhiwen Wang","Action, Drama, War",133
c2350,Vengeance,2006,Gil Medina,"Danny Trejo, 50 Cent, Houston Alexander","Action, Crime, Drama",90
c2351,Keerthi Chakra,2006,Major Ravi,"Mohanlal, Jiiva, Lakshmi Gopalaswamy","Action, Drama, War",130
c2352,Robin-B-Hood,2006,Benny Chan,"Jackie Chan, Michael Hui, Louis Koo","Action, Comedy, Drama",136
c2353,In Her Line of Fire,2006,Brian Trenchard-Smith,"Mariel Hemingway, David Keith, David Millbern","Action, Drama",88
c2355,Omkara,2006,Vishal Bhardwaj,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan","Action, Crime, Drama",155
c2356,Zinda,2006,Sanjay Gupta,"Sanjay Dutt, John Abraham, Lara Dutta","Action, Adventure, Drama",116
c2357,Valley of the Wolves: Iraq,2006,Serdar Akar,"Necati Sasmaz, Billy Zane, Ghassan Massoud","Action, Adventure",122
c2358,Devil's Den,2006,Jeff Burr,"Kelly Hu, Devon Sawa, Ken Foree","Action, Comedy, Horror",84
c2359,Slaughter Night,2006,Frank van Geloven,"Victoria Koblenko, Kurt Rogiers, Jop Joris","Action, Horror, Thriller",90
c2360,Golmaal: Fun Unlimited,2006,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Sharman Joshi","Action, Comedy, Drama",150
c2362,Uro,2006,Stefan Faldbakken,"Nicolai Cleve Broch, Ane Dahl Torp, Ahmed Zeyan","Action, Crime, Thriller",104
c2364,Two Front Teeth,2006,Jamie Nash,"Johnny Francis Wolf, Megan Pearson, Michael Brecher","Action, Comedy, Fantasy",85
c2365,Milarepa,2006,Neten Chokling,"Orgyen Tobgyal, Kelsang Chukie Tethtong, Jamyang Lodro","Action, Adventure, Biography",90
c2366,Dracula's Curse,2006,Leigh Scott,"Thomas Downey, Eliza Swenson, Rhett Giles","Action, Horror",107
c2367,Holiday,2006,Yun-ho Yang,"Min-su Choi, Hyun Dong, Lee Hyun Woo","Action, Crime, Drama",122
c2369,Loyalty & Respect,2006,Quanie Cash,"Quanie Cash, Young Buck, C.E.O.","Action, Crime, Drama",83
c2370,Kabul Express,2006,Kabir Khan,"John Abraham, Arshad Warsi, Salman Shahid","Action, Comedy, Drama",105
c2371,Yo-Yo Girl Cop,2006,Kenta Fukasaku,"Aya Matsuura, Rika Ishikawa, Erika Miyoshi",Action,98
c2373,Machete,2006,Pablo Esparza,"Soledad Castaneda, George Castle Jr., George Castle","Action, Adventure, Drama",90
c2374,The Da Vinci Treasure,2006,Peter Mervis,"C. Thomas Howell, Lance Henriksen, Nicole Sherwin","Action, Adventure, Mystery",91
c2375,Pirates of Treasure Island,2006,Leigh Scott,"Lance Henriksen, Tom Nagel, Rebekah Kochan","Action, Adventure",85
c2377,Fatal Contact,2006,Dennis Law,"Wu Jing, Ronald Cheng, Miki Yeung",Action,110
c2378,Pokiri,2006,Puri Jagannadh,"Mahesh Babu, Ileana, Prakash Raj","Action, Comedy",164
c2379,Bloody Tie,2006,Ho Choi,"Jin-ho Choi, Ja-Hyeon Chu, Jeong-min Hwang","Action, Crime, Drama",117
c2380,Paramasivan,2006,P. Vasu,,"Action, Thriller",160
c2381,Dog Bite Dog,2006,Pou-Soi Cheang,"Edison Chen, Sam Lee, Weiying Pei","Action, Crime, Drama",109
c2382,The Paper Will Be Blue,2006,Radu Muntean,"Paul Ipate, Adi Carauleanu, Dragos Bucur","Action, Drama",95
c2383,Pacquiao: The Movie,2006,Joel Lamangan,"Jericho Rosales, Bea Alonzo, Jay Manalo","Action, Biography, Drama",109
c2384,A Dirty Carnival,2006,Ha Yoo,"Ho-jin Chun, Hyo-Sang Choi, In-jae Heo","Action, Crime, Thriller",141
c2385,A Bloody Aria,2006,Shin-yeon Won,"Ye-ryeon Cha, Suk-kyu Han, Kyeong-ho Jeong","Action, Drama, Horror",115
c2387,The City of Violence,2006,Seung-wan Ryoo,"Jae-mo Ahn, Kil-kang Ahn, Richard Epcar","Action, Crime, Drama",92
c2388,Les formidables,2006,Min-ho Cho,"Joong-Hoon Park, Jeong-myeong Cheon, In-yeong Yu","Action, Crime, Drama",118
c2389,Jaane Hoga Kya,2006,Ankush,"Aftab Shivdasani, Bipasha Basu, Preeti Jhangiani","Action, Romance, Sci-Fi",155
c2390,Sainikudu,2006,Gunasekhar,"Mahesh Babu, Trisha Krishnan, Irrfan Khan",Action,169
c2391,No Mercy for the Rude,2006,Cheol-hie Park,"Ha-kyun Shin, Ji-hye Yun, Min-jun Kim","Action, Comedy, Crime",113
c2392,Vikramarkudu,2006,S.S. Rajamouli,"Ravi Teja, Anushka Shetty, Ajay","Action, Comedy, Crime",140
c2393,Deadlands: The Rising,2006,Gary Ugarek,"Dave Cooperman, Gary Ugarek, Michelle Wright","Action, Horror, Thriller",72
c2394,Ming Ming,2006,Susie Au,"Xun Zhou, Daniel Wu, Tony Yo-ning Yang","Action, Mystery, Romance",105
c2395,Mannat,2006,Gurbir Singh Grewal,"Jimmy Shergill, Kulraj Randhawa, Kanwaljit Singh","Action, Crime, Drama",165
c2396,Complexx,2006,Robert Arthur Jansen,"Sander Foppele, Yolanthe Sneijder-Cabau, Sebastiaan Labrie","Action, Drama, Horror",78
c2397,Gangster High,2006,Ki-hyeong Park,,"Action, Crime",100
c2398,Immortal,2006,Eric Jacobus,"Joe Henley, Chelsea Steffensen, Eric Jacobus",Action,110
c2399,The Saxon Chronicles,2006,Jeshua De Horta,"Darin Southam, James C. Morris, Doug Guibord","Action, Drama, History",120
c2400,Sunflower,2006,Seok-beom Kang,"Jeong-su Han, In-jae Heo, In-seong Hwang","Action, Crime, Drama",116
c2401,Rakhi: Highly Inflammable,2006,Krishna Vamshi,"Junior N.T.R., Ileana, Charmy Kaur","Action, Drama",173
c2402,Mummys Island,2006,Krisorn Buramasing,"Charlie Trairat, Sorachai Sang-aakaat, Vorawit Phonginsee","Action, Adventure, Fantasy",115
c2403,Demon Empire,2006,Dong-oh Jo,"Jun-ho Heo, Woo-sung Jung, Kwang-il Kim","Action, Adventure, Drama",105
c2404,Dynamite Warrior,2006,Chalerm Wongpim,"Dan Chupong, Leo Putt, Panna Rittikrai","Action, Comedy",103
c2405,Aachi and Ssipak,2006,Jo Beom-jin,"Greg Franklin, Hyeon-yeong, Zack Keller","Animation, Action, Comedy",90
c2406,Vasthavam,2006,M. Padmakumar,"Prithviraj Sukumaran, Kavya Madhavan, Jagathi Sreekumar","Action, Crime, Thriller",145
c2407,Death List,2006,Ara Paiaya,"Ara Paiaya, Raquel Paiaya, Bey Logan",Action,63
c2408,Star Troopers,2006,Ricardo Ribelles,"Juan Carlos Romeu, Helena Lecumberri, Alejandro Ribelles","Action, Adventure, Fantasy",96
c2409,Sukeban Boy,2006,Noboru Iguchi,"Asami, Kaori, Demo Tanaka","Action, Comedy",62
c2410,The Falling,2006,Nicholas Gyeney,"Scott Gabelein, Michael Ayden, Rory Colin Fretland","Action, Drama",114
c2411,Bleach: Memories of Nobody,2006,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Hiroki Yasumoto","Animation, Action, Adventure",87
c2412,Thursday,2006,Thadd Williams,"Matt McGorry, Eric Tollar, Fred Young","Action, Adventure, Crime",89
c2413,Cicak-man,2006,Yusry Abd Halim,"Saiful Apek, Fasha Sandha, Aznil Hj Nawawi","Action, Comedy, Sci-Fi",107
c2414,Remp-It,2006,Ahmad Idham,"Farid Kamil, Zul Huzaimy, Julia Hana",Action,92
c2415,Rabb Ne Banaiyan Jodiean,2006,Darshan Bagga,"Preeti Arora, Khan Dally, Gurpreet Guggi","Action, Comedy, Crime",135
c2416,2005 Academy Award Nominated Short Films,2006,Shane Acker,,"Animation, Action, Drama",162
c2417,Fantastic Four,2005,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans","Action, Adventure, Sci-Fi",106
c2418,Man-Thing,2005,Brett Leonard,"Jack Thompson, Matthew Le Nevez, Steve Bastoni","Action, Adventure, Horror",97
c2419,Extreme Dating,2005,Lorena David,"Monique Demers, Meat Loaf, Benjamin King","Action, Romance, Comedy",96
c2423,DragonBlade,2005,Antony Szeto,"Karen Mok, Daniel Wu, Stephen Fung","Animation, Action, Adventure",85
c2424,xXx: State of the Union,2005,Lee Tamahori,"Ice Cube, Samuel L. Jackson, Willem Dafoe","Action, Adventure, Crime",101
c2426,Mirror Wars: Reflection One,2005,Vasili Chiginsky,"Aleksandr Efimov, Kseniya Alfyorova, Valeriy Nikolaev","Action, Crime, Drama",109
c2427,Confessions of an Action Star,2005,Brad Martin,"Holmes Osborne, David Leitch, Kelly Hu","Action, Comedy, Musical",83
c2428,Nowhere Man,2005,Tim McCann,"Michael Rodrick, Debbie Rochon, Frank Olivier","Comedy, Crime, Drama",78
c2429,Blood of Beasts,2005,David Lister,"Jane March, William Gregory Lee, Justin Whalin","Action, Adventure, Family",90
c2430,The Last Confederate: The Story of Robert Adams,2005,A. Blaine Miller,"Julian Adams, Gwendolyn Edwards, Eric Holloway","Action, Drama, History",96
c2431,Unleashed,2005,Louis Leterrier,"Jet Li, Bob Hoskins, Morgan Freeman","Action, Crime, Drama",103
c2436,Into the Sun,2005,mink,"Steven Seagal, Takao Ohsawa, Juliette Marquis","Action, Adventure, Thriller",97
c2438,The Unknown,2005,Karl Kozak,"Dylan Purcell, Brandon Henschel, Miles O'Keeffe","Thriller, Action, Adventure",85
c2439,Revolver,2005,Guy Ritchie,"Jason Statham, Ray Liotta, Vincent Pastore","Action, Crime, Drama",111
c2440,The Myth,2005,Stanley Tong,"Bing Shao, Jackie Chan, Weixing Yao","Action, Adventure, Comedy",122
c2441,Lethal,2005,Dustin Rikert,"Heather Marie Marsden, Frank Zagarino, Lorenzo Lamas",Action,90
c2442,Bal-Can-Can,2005,Darko Mitrevski,"Vlado Jovanovski, Adolfo Margiotta, Zvezda Angelovska","Action, Adventure, Comedy",89
c2443,Forbidden Warrior,2005,Jimmy Nickerson,"Marie Matiko, Sung Kang, Karl Yune","Adventure, Action, Fantasy",91
c2445,Der Clown,2005,Sebastian Vigg,"Sven Martinek, Eva Habermann, Thomas Anzenhofer","Action, Crime, Thriller",104
c2446,Turetskiy gambit,2005,Dzhanik Fayziev,"Egor Beroev, Olga Krasko, Marat Basharov","War, Action, Adventure",208
c2447,Anniyan,2005,S. Shankar,"'Chiyaan' Vikram, Sada, Prakash Raj","Action, Drama, Thriller",181
c2450,Left for Dead,2005,Ross Boyask,"Glenn Salvage, Andy Prior, Adam Chapman","Action, Adventure, Crime",105
c2451,Target of Opportunity,2005,Danny Lerner,"Dean Cochran, Todd Jensen, Nadia Konakchieva","Action, Drama",88
c2452,Dead Fish,2005,Charley Stadler,"Robert Carlyle, Gary Oldman, Anouska Bolton Lee","Action, Comedy, Thriller",98
c2454,Back in the Day,2005,James Hunter,"Joe Morton, Ja Rule, Norman Grant","Action, Crime, Drama",103
c2455,Too Fat Too Furious,2005,Tim Oliehoek,"Jack Wouterse, Kurt Rogiers, Bracha van Doesburgh","Action, Comedy, Crime",88
c2456,The Wedding Party,2005,Dominique Deruddere,"Armin Rohde, Uwe Ochsenknecht, Josef Heynert","Action, Comedy, Drama",92
c2458,BloodRayne,2005,Uwe Boll,"Kristanna Loken, Ben Kingsley, Michelle Rodriguez","Action, Adventure, Fantasy",95
c2461,The Vault,2005,Ric Moxley,"Laci Szabo, Suzanne Karseras, Bas Rutten",Action,87
c2462,River Queen,2005,Vincent Ward,"Samantha Morton, Kiefer Sutherland, Cliff Curtis","Action, Adventure, Drama",114
c2464,The Girl from Monday,2005,Hal Hartley,"Bill Sage, Sabrina Lloyd, Tatiana Abracos","Action, Comedy, Sci-Fi",84
c2465,Killing Cupid,2005,Michael Worth,"Jenya Lano, Christa Sauls, Lorenzo Lamas","Action, Crime, Drama",101
c2466,Edison,2005,David J. Burke,"Morgan Freeman, Kevin Spacey, Justin Timberlake","Action, Crime, Drama",99
c2467,The Last Eve,2005,Young Man Kang,"Kelly Hamilton, Bruce Khan, Jourdan Lee",Action,88
c2469,Pit Fighter,2005,Jesse V. Johnson,"Dominiquie Vandenberg, Steven Bauer, Fernando Carrillo",Action,83
c2471,Game Over,2005,Peter Sullivan,"Andre McCoy, Daz Crawford, La Trice Harper","Action, Drama",90
c2472,Throttle,2005,James Seale,"Grayson McCouch, Adrian Paul, Amy Locane","Action, Thriller",86
c2473,Vampires: The Turning,2005,Marty Weiss,"Colin Egglesfield, Stephanie Chao, Roger Yuan","Action, Horror, Thriller",84
c2476,Ambulance,2005,Laurits Munch-Petersen,"Thomas Bo Larsen, Paw Henriksen, Helle Fagralid","Thriller, Action, Drama",80
c2478,The Helix... Loaded,2005,A. Raven Cruz,"Scott Levy, Vanilla Ice, Geremy Dingle","Action, Adventure, Comedy",97
c2479,Chok-Dee,2005,Xavier Durringer,"Dida Diafat, Bernard Giraudeau, Florence Faivre","Action, Drama",105
c2480,Empire of the Wolves,2005,Chris Nahon,"Jean Reno, Arly Jover, Jocelyn Quivrin","Action, Drama, Thriller",128
c2481,Chaos,2005,Tony Giglio,"Jason Statham, Ryan Phillippe, Wesley Snipes","Action, Crime, Drama",106
c2483,State Property 2,2005,Damon Dash,"Beanie Sigel, Noreaga, Damon Dash","Musical, Action, Crime",94
c2485,Dungeons & Dragons: Wrath of the Dragon God,2005,Gerry Lively,"Bruce Payne, Mark Dymond, Clemency Burton-Hill","Action, Adventure, Fantasy",105
c2486,The Second Front,2005,Dmitriy Fiks,"Craig Sheffer, Todd Field, Svetlana Metkina","Action, Romance, War",88
c2488,Soul Searcher,2005,Neil Oseman,"Ray Bullock Jnr, Richard Brake, Katrina Cooke","Action, Fantasy, Thriller",98
c2489,The Beat That My Heart Skipped,2005,Jacques Audiard,"Romain Duris, Aure Atika, Emmanuelle Devos","Action, Crime, Drama",108
c2490,Boy s tenyu,2005,Aleksey Sidorov,"Denis Nikiforov, Elena Panova, Andrey Panin","Action, Drama",132
c2491,Dus,2005,Anubhav Sinha,"Sanjay Dutt, Sunil Shetty, Abhishek Bachchan","Action, Crime, Thriller",152
c2492,I Know What You Did Last Winter,2005,Emilio Ferrari,"Cleto Augusto, David Douglas, Debbie Entin",Action,90
c2493,River's End,2005,William Katt,"Barry Corbin, Sam Huntington, Caroline Goodall","Action, Adventure, Crime",90
c2494,Elaan,2005,Vikram Bhatt,"Arjun Rampal, Ameesha Patel, John Abraham",Action,159
c2495,Glass Trap,2005,Fred Olen Ray,"C. Thomas Howell, Stella Stevens, Siri Baruc","Action, Horror, Sci-Fi",90
c2496,9th Company,2005,Fedor Bondarchuk,"Artur Smolyaninov, Aleksey Chadov, Konstantin Kryukov","Action, Drama, History",139
c2499,Choker,2005,Nick Vallelonga,"Paul Sloan, Colleen Porch, Hayley DuMond","Horror, Action, Sci-Fi",93
c2500,Way of the Vampire,2005,Sarah Nean Bruce,"Rhett Giles, Andreas Beckett, Paul Logan","Action, Horror, Thriller",82
c2502,American Soldiers,2005,Sidney J. Furie,"Curtis Morgan, Zan Calabretta, Jordan Brown","Action, Drama, History",103
c2503,Feast,2005,John Gulager,"Navi Rawat, Krista Allen, Balthazar Getty","Action, Comedy, Horror",95
c2504,The Protector,2005,Prachya Pinkaew,"Tony Jaa, Nathan Jones, Petchtai Wongkamlao","Action, Crime, Drama",81
c2505,Seven Swords,2005,Hark Tsui,"Leon Lai, Donnie Yen, Honglei Sun","Action, Adventure, Fantasy",153
c2507,The Cutter,2005,William Tannen,"Chuck Norris, Joanna Pacula, Daniel Bernhardt","Action, Crime, Drama",92
c2508,Another Public Enemy,2005,Woo-Suk Kang,,"Action, Drama",148
c2510,House of Fury,2005,Stephen Fung,"Anthony Chau-Sang Wong, Gillian Chung, Stephen Fung","Action, Comedy",102
c2511,The Russian Specialist,2005,Dolph Lundgren,"Dolph Lundgren, Ben Cross, Ivan Petrushinov","Action, Drama, Thriller",94
c2512,The Rain Makers,2005,Ray Ellingsen,"Jake Busey, Ray Wise, David Andrews","Action, Drama",93
c2513,Jo Bole So Nihaal,2005,Rahul Rawail,"Sunny Deol, Thomas Tevana, Gary Castro Churchwell",Action,125
c2514,Insan,2005,K. Subhash,"Akshay Kumar, Ajay Devgn, Tusshar Kapoor","Action, Crime, Drama",141
c2515,Initial D,2005,Wai-Keung Lau,"Shawn Yue, Edison Chen, Jay Chou","Action, Comedy, Drama",107
c2516,Made in YU,2005,Miko Lazic,"Sasha Drakulic, Slobodan Ninkovic, Dragan Jovanovic","Drama, Action",105
c2517,Cerebral Print: The Secret Files,2005,Ford Austin,"Jed Rowen, Felissa Rose, Richard Grove","Sci-Fi, Action, Adventure",88
c2518,Left Behind: World at War,2005,Craig R. Baxley,"Louis Gossett Jr., Kirk Cameron, Brad Johnson","Action, Drama, Fantasy",95
c2519,Miracle at Sage Creek,2005,James Intveld,"David Carradine, Wes Studi, Michael Parks","Action, Drama, Family",90
c2520,Dragon Squad,2005,Daniel Lee,"Vanness Wu, Shawn Yue, Yu Xia","Action, Crime, Drama",110
c2521,Gisaku,2005,Baltasar Pedrosa,"Eduard Farelo, Molly Malcolm, Luis Posada","Animation, Action, Drama",81
c2522,Pros and Ex-Cons,2005,Timothy Boyle,"Sam Worthington, Steve Bastoni, John Boxer",Action,92
c2524,Ghajini,2005,A.R. Murugadoss,"Suriya, Asin, Nayanthara","Action, Drama, Mystery",175
c2525,Apaharan,2005,Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu","Action, Crime, Drama",173
c2526,Pterodactyl,2005,Mark L. Lester,"Cameron Daddo, Coolio, Amy Sloan","Action, Adventure, Horror",89
c2527,Seoul Raiders,2005,Jingle Ma,"Tony Chiu Wai Leung, Richie Jen, Qi Shu","Drama, Comedy, Action",95
c2528,Divergence,2005,Benny Chan,"Aaron Kwok, Ekin Cheng, Daniel Wu","Action, Crime",101
c2529,A Bittersweet Life,2005,Jee-woon Kim,"Jeong-min Hwang, Yu-mi Jeong, Ku Jin","Action, Crime, Drama",120
c2530,She's on Duty,2005,K.C. Park,"Seon-a Kim, Yoo Gong, Sang-mi Nam","Action, Comedy, Crime",111
