ID,ID,Title,Year,Director,Cast,Genre,Duration
a-620,246,rise of the planet of the apes,2011.0,rupert wyatt,james franco^andy serkis^freida pinto,action^drama^sci-fi^thriller,105 min
a-621,247,the rite,2011.0,mikael hã¥fstrã¶m,colin o'donoghue^anthony hopkins^ciarã¡n hinds,drama^horror^mystery^thriller,114 min
a-622,248,the roommate,2011.0,christian e. christiansen,minka kelly^leighton meester^cam gigandet,drama^horror^thriller,91 min
a-623,249,the rum diary,2011.0,bruce robinson,johnny depp^giovanni ribisi^aaron eckhart,comedy^drama,120 min
a-624,250,sanctum,2011.0,alister grierson,rhys wakefield^allison cratchley^christopher james baker,adventure^drama^thriller,108 min
a-625,251,scream 4,2011.0,wes craven,neve campbell^courteney cox^david arquette,horror^mystery,111 min
a-626,252,seance: the summoning,2012.0,alex wright,bobby campo^nazneen contractor^chris olivero,horror^thriller,85 min
a-627,253,mean streets,1973.0,martin scorsese,robert de niro^harvey keitel^david proval,crime^drama,112 min
a-628,254,seven days in utopia,2011.0,matt russell,lucas black^robert duvall^melissa leo,drama^sport,100 min
a-629,255,shark night 3d,2011.0,david r. ellis,sara paxton^dustin milligan^chris carmack,horror^thriller,90 min
a-630,256,sherlock holmes: a game of shadows,2011.0,guy ritchie,robert downey jr.^jude law^jared harris,action^adventure^crime^mystery^thriller,129 min
a-631,257,the sitter,2011.0,david gordon green,jonah hill^ari graynor^sam rockwell,comedy,81 min
a-632,258,skateland,2011.0,anthony burns,shiloh fernandez^ashley greene^heath freeman,drama,96 min
a-633,259,the smurfs,2011.0,raja gosnell,hank azaria^katy perry^jonathan winters,animation^adventure^comedy^family^fantasy,103 min
a-634,260,snow flower and the secret fan,2011.0,wayne wang,bingbing li^ji-hyun jun^vivian wu,drama^history,120 min
a-635,261,something borrowed,2011.0,luke greenfield,ginnifer goodwin^kate hudson^colin egglesfield,comedy^drama^romance,112 min
a-636,262,the son of no one,2011.0,dito montiel,channing tatum^al pacino^juliette binoche,crime^drama^thriller,90 min
a-637,263,soul surfer,2011.0,sean mcnamara,annasophia robb^dennis quaid^helen hunt,biography^drama^sport,106 min
a-638,264,straw dogs,2011.0,rod lurie,james marsden^kate bosworth^alexander skarsgã¥rd,horror^thriller,110 min
a-639,265,source code,2011.0,duncan jones,jake gyllenhaal^michelle monaghan^vera farmiga,mystery^sci-fi^thriller,93 min
a-640,266,spy kids: all the time in the world in 4d,2011.0,robert rodriguez,jessica alba^jeremy piven^joel mchale,action^adventure^comedy^family^sci-fi,89 min
a-641,267,sucker punch,2011.0,zack snyder,emily browning^vanessa hudgens^abbie cornish,action^adventure^fantasy,110 min
a-642,268,super,2011.0,james gunn,rainn wilson^ellen page^liv tyler,comedy^crime,96 min
a-643,269,super 8,2011.0,j.j. abrams,elle fanning^aj michalka^kyle chandler,mystery^sci-fi^thriller,112 min
a-645,270,take shelter,2011.0,jeff nichols,michael shannon^jessica chastain^shea whigham,drama^thriller,120 min
a-646,271,texas killing fields,2011.0,ami canaan mann,sam worthington^chloã« grace moretz^jeffrey dean morgan,crime^drama^history^thriller,105 min
a-647,272,that's what i am,2011.0,michael pavone,ed harris^chase ellison^molly parker,comedy^drama,101 min
a-648,273,the thing,1982.0,john carpenter,kurt russell^wilford brimley^keith david,horror^sci-fi,109 min
a-649,274,thor,2011.0,kenneth branagh,chris hemsworth^anthony hopkins^natalie portman,action^adventure^fantasy,115 min
a-650,275,the three musketeers,2011.0,paul w.s. anderson,logan lerman^matthew macfadyen^ray stevenson,action^adventure^romance,110 min
a-651,276,tower heist,2011.0,brett ratner,eddie murphy^ben stiller^casey affleck,action^comedy^crime,104 min
a-652,277,transformers: dark of the moon,2011.0,michael bay,shia labeouf^rosie huntington-whiteley^tyrese gibson,action^adventure^sci-fi,154 min
a-653,278,the tree of life,2011.0,terrence malick,brad pitt^sean penn^jessica chastain,drama^fantasy,139 min
a-654,279,trespass,2011.0,joel schumacher,nicolas cage^nicole kidman^cam gigandet,crime^drama^thriller,91 min
a-655,280,unknown,2011.0,jaume collet-serra,liam neeson^diane kruger^january jones,action^mystery^thriller,113 min
a-656,281,a very harold & kumar 3d christmas,2011.0,todd strauss-schulson,kal penn^john cho^neil patrick harris,comedy,90 min
a-657,282,waiting for forever,2011.0,james keach,rachel bilson^tom sturridge^richard jenkins,drama^romance,95 min
a-658,283,warrior,2011.0,gavin o'connor,tom hardy^nick nolte^joel edgerton,drama^sport,140 min
a-659,284,water for elephants,2011.0,francis lawrence,robert pattinson^reese witherspoon^christoph waltz,drama^romance,120 min
a-660,285,the way,2010.0,emilio estevez,martin sheen^emilio estevez^deborah kara unger,adventure^comedy^drama,123 min
a-1017,286,observe and report,2009.0,jody hill,seth rogen^anna faris^ray liotta,comedy^crime^drama,86 min
a-1018,287,wicker park,2004.0,paul mcguigan,josh hartnett^diane kruger^matthew lillard,drama^mystery^romance^thriller,114 min
a-1019,288,old dogs,2009.0,walt becker,robin williams^john travolta^seth green,comedy^family,88 min
a-1020,289,opie gets laid,2005.0,james ricardo,james ricardo^april wade^ute werner,comedy,75 min
a-1021,290,orphan,2009.0,jaume collet-serra,vera farmiga^peter sarsgaard^isabelle fuhrman,horror^mystery^thriller,123 min
a-1022,291,pandorum,2009.0,christian alvart,dennis quaid^ben foster^cam gigandet,action^horror^mystery^sci-fi^thriller,108 min
a-1023,292,paper heart,2009.0,nicholas jasenovec,charlyne yi^michael cera^jake johnson,comedy^drama^romance,88 min
a-1024,293,a perfect getaway,2009.0,david twohy,milla jovovich^steve zahn^timothy olyphant,adventure^mystery^thriller,98 min
a-1025,294,phoebe in wonderland,2008.0,daniel barnz,elle fanning^patricia clarkson^felicity huffman,drama,96 min
a-1026,295,the pink panther 2,2009.0,harald zwart,steve martin^jean reno^emily mortimer,adventure^comedy^crime^mystery,92 min
a-1027,296,planet 51,2009.0,jorge blanco,dwayne johnson^seann william scott^jessica biel,animation^adventure^comedy^family^sci-fi,91 min
a-1028,297,post grad,2009.0,vicky jenson,alexis bledel^michael keaton^carol burnett,comedy^romance,88 min
a-1029,298,powder blue,2009.0,timothy linh bui,jessica biel^eddie redmayne^forest whitaker,drama,106 min
a-1030,299,precious,2009.0,lee daniels,gabourey sidibe^mo'nique^paula patton,drama,110 min
a-1031,300,the princess and the frog,2009.0,ron clements,anika noni rose^keith david^oprah winfrey,animation^family^fantasy^musical^romance,97 min
a-1032,301,the private lives of pippa lee,2009.0,rebecca miller,robin wright^alan arkin^mike binder,comedy^drama^romance,98 min
a-1033,302,the proposal,2009.0,anne fletcher,sandra bullock^ryan reynolds^mary steenburgen,comedy^drama^romance,108 min
a-1034,303,public enemies,2009.0,michael mann,christian bale^johnny depp^david wenham,biography^crime^drama^history,140 min
a-1036,304,quantum quest: a cassini space odyssey,2012.0,harry 'doc' kloor,chris pine^amanda peet^samuel l. jackson,animation^sci-fi^adventure,45 min
a-1037,305,race to witch mountain,2009.0,andy fickman,dwayne johnson^carla gugino^annasophia robb,action^adventure^family^fantasy^sci-fi^thriller,98 min
a-1038,306,the road,2009.0,john hillcoat,viggo mortensen^charlize theron^kodi smit-mcphee,adventure^drama,111 min
a-1039,307,saw vi,2009.0,kevin greutert,tobin bell^costas mandylor^mark rolston,horror^mystery,90 min
a-1040,308,a serious man,2009.0,ethan coen,michael stuhlbarg^richard kind^sari lennick,comedy^drama,106 min
a-1041,309,shrink,2009.0,jonas pate,kevin spacey^mark webber^keke palmer,comedy^drama,104 min
a-1042,310,sherlock holmes,2009.0,guy ritchie,robert downey jr.^jude law^rachel mcadams,action^adventure^crime^mystery^thriller,128 min
a-1043,311,shorts,2009.0,robert rodriguez,jimmy bennett^james spader^kat dennings,comedy^family^fantasy,89 min
a-1044,312,a single man,2010.0,tom ford,colin firth^julianne moore^matthew goode,drama,99 min
a-1045,313,the slammin' salmon,2009.0,kevin heffernan,michael clarke duncan^jay chandrasekhar^kevin heffernan,comedy,90 min
a-1046,314,the soloist,2009.0,joe wright,jamie foxx^robert downey jr.^catherine keener,biography^drama^music,117 min
a-1047,315,sorority row,2009.0,stewart hendler,briana evigan^rumer willis^carrie fisher,horror^mystery,101 min
a-1057,316,pearl harbor,2001.0,michael bay,ben affleck^kate beckinsale^josh hartnett,action^drama^romance^war,183 min
a-1058,317,terminator salvation,2009.0,mcg,christian bale^sam worthington^anton yelchin,action^sci-fi,115 min
a-1059,318,tetro,2009.0,francis ford coppola,vincent gallo^alden ehrenreich^maribel verdãº,drama,127 min
a-1060,319,the time traveler's wife,2009.0,robert schwentke,eric bana^rachel mcadams^ron livingston,drama^fantasy^romance^sci-fi,107 min
a-1061,320,transformers: revenge of the fallen,2009.0,michael bay,shia labeouf^megan fox^josh duhamel,action^adventure^sci-fi,150 min
a-1062,321,trick 'r treat,2007.0,michael dougherty,anna paquin^brian cox^dylan baker,horror^thriller,82 min
a-1063,322,true adolescents,2011.0,craig johnson,mark duplass^bret loehr^carr thompson,comedy^drama,88 min
a-1064,323,tyson,2009.0,james toback,mike tyson^mills lane^trevor berbick,documentary^sport,90 min
a-1065,324,the ugly truth,2009.0,robert luketic,katherine heigl^gerard butler^bree turner,comedy^romance,96 min
a-1066,325,the unborn,2009.0,david s. goyer,odette annable^gary oldman^cam gigandet,drama^horror^mystery^thriller,88 min
a-1067,326,the uninvited,2009.0,charles guard,emily browning^arielle kebbel^elizabeth banks,drama^horror^mystery^thriller,87 min
a-1068,327,up,2009.0,pete docter,edward asner^jordan nagai^john ratzenberger,animation^adventure^comedy^family,96 min
a-1069,328,up in the air,2009.0,jason reitman,george clooney^vera farmiga^anna kendrick,drama^romance,109 min
a-1070,329,wah do dem,2009.0,ben chace,kevin bewersdorf^sean bones^carl bradshaw,adventure^comedy^drama,76 min
a-1071,330,watchmen,2009.0,zack snyder,jackie earle haley^patrick wilson^carla gugino,action^mystery^sci-fi,162 min
a-1072,331,we live in public,2010.0,ondi timoner,josh harris^tom harris^carlos alvarez,documentary,91 min
a-1073,332,what goes up,2009.0,jonathan glatzer,steve coogan^hilary duff^olivia thirlby,drama,104 min
a-1074,333,whatever works,2009.0,woody allen,evan rachel wood^larry david^henry cavill,comedy^romance,92 min
a-1075,334,where the wild things are,2009.0,spike jonze,max records^catherine o'hara^forest whitaker,adventure^drama^family^fantasy,101 min
a-1076,335,whiteout,2009.0,dominic sena,kate beckinsale^gabriel macht^tom skerritt,action^crime^mystery^thriller,101 min
a-1077,336,whip it,2009.0,drew barrymore,ellen page^drew barrymore^kristen wiig,drama^sport,111 min
a-1078,337,world's greatest dad,2010.0,bobcat goldthwait,robin williams^daryl sabara^morgan murphy,comedy^drama,99 min
a-1079,338,year one,2009.0,harold ramis,jack black^michael cera^olivia wilde,adventure^comedy,97 min
a-1080,339,x games 3d: the movie,2009.0,steve lawrence,travis pastrana^ricky carmichael^shaun white,documentary^sport,92 min
a-1081,340,x-men origins: wolverine,2009.0,gavin hood,hugh jackman^liev schreiber^ryan reynolds,action^adventure^sci-fi^thriller,107 min
a-1082,341,the young victoria,2010.0,jean-marc vallã©e,emily blunt^rupert friend^paul bettany,biography^drama^history^romance,105 min
a-1083,342,zombieland,2009.0,ruben fleischer,jesse eisenberg^emma stone^woody harrelson,adventure^comedy^horror,88 min
a-1084,343,10 mph,2007.0,hunter weeks,josh caldwell^johnathan f. keough^alon waisman,documentary,92 min
a-1085,344,breach,2007.0,billy ray,chris cooper^ryan phillippe^dennis haysbert,biography^crime^drama^history^thriller,110 min
a-1086,345,1408,2007.0,mikael hã¥fstrã¶m,john cusack^samuel l. jackson^mary mccormack,horror,104 min
a-1087,346,3:10 to yuma,2007.0,james mangold,russell crowe^christian bale^ben foster,adventure^crime^drama^western,122 min
a-1088,347,30 days of night,2007.0,david slade,josh hartnett^melissa george^danny huston,horror^thriller,113 min
a-1089,348,300,2007.0,zack snyder,gerard butler^lena headey^david wenham,action^fantasy^war,117 min
a-1090,349,across the universe,2007.0,julie taymor,evan rachel wood^jim sturgess^joe anderson,drama^fantasy^musical^romance,133 min
a-1091,350,adrift in manhattan,2008.0,alfredo rodriguez de villa,victor rasuk^richard petrocelli^nicolle rochelle,drama,91 min
a-1092,351,adventures of johnny tao,2007.0,kenn scott,ilram choi^stirling everly^michael gregory,action^adventure^music,90 min
a-1093,352,afghan knights,2007.0,allan harmon,steve bacic^michael madsen^colin lawrence,adventure^drama^horror,90 min
a-1094,353,after sex,2008.0,eric amadio,marc blucas^jose pablo cantillo^emmanuelle chriqui,comedy^drama^romance,77 min
a-1095,354,dial m for murder,1954.0,alfred hitchcock,ray milland^grace kelly^robert cummings,crime^thriller,105 min
a-1096,355,alice upside down,2007.0,sandy tung,alyson stoner^luke perry^lucas grabeel,adventure^comedy^drama^family,91 min
a-1097,356,aliens vs. predator: requiem,2007.0,colin strause,reiko aylesworth^steven pasquale^shareeka epps,action^horror^sci-fi^thriller,94 min
a-1098,357,all the days before tomorrow,2007.0,franã§ois dompierre,joey kern^alexandra holden^richard roundtree,comedy^drama^romance,100 min
a-1099,358,alvin and the chipmunks,2007.0,tim hill,jason lee^david cross^cameron richardson,animation^comedy^family^fantasy^music,92 min
a-1100,359,an american crime,2007.0,tommy o'haver,ellen page^hayley mcfarland^nick searcy,biography^crime^drama,98 min
a-1101,360,american gangster,2007.0,ridley scott,denzel washington^russell crowe^chiwetel ejiofor,biography^crime^drama,157 min
a-1102,361,american pastime,2007.0,desmond nakano,aaron yoo^olesya rulin^carlton bluford,drama^romance^sport,105 min
a-1103,362,americanizing shelley,2008.0,lorraine senna,namrata singh gujral^beau bridges^brad raider,comedy^drama^romance,90 min
a-1104,363,anamorph,2008.0,henry miller,willem dafoe^scott speedman^don harvey,crime^horror^thriller,107 min
a-1105,364,aqua teen hunger force colon movie film for theaters,2007.0,matt maiellaro,dana snyder^dave willis^carey means,animation^action^adventure^comedy^fantasy^sci-fi,86 min
a-1106,365,arctic tale,2007.0,adam ravetch,queen latifah^katrina agate^zain ali,documentary^family,96 min
a-1107,366,are we done yet?,2007.0,steve carr,ice cube^nia long^john c. mcginley,comedy^drama^family,92 min
a-1108,367,the assassination of jesse james by the coward robert ford,2007.0,andrew dominik,brad pitt^casey affleck^sam shepard,biography^crime^drama^history^western,160 min
a-1109,368,august rush,2007.0,kirsten sheridan,freddie highmore^keri russell^jonathan rhys meyers,drama^music,114 min
a-1110,369,autism: the musical,2007.0,tricia regan,hillary aaron^joe aaron^adam,documentary^music,94 min
a-1111,370,awake,2007.0,joby harold,hayden christensen^jessica alba^terrence howard,crime^mystery^thriller,84 min
a-1112,371,balls of fury,2007.0,robert ben garant,dan fogler^christopher walken^george lopez,comedy^crime^sport,90 min
a-1113,372,because i said so,2007.0,michael lehmann,diane keaton^mandy moore^gabriel macht,comedy^romance,102 min
a-1114,373,bee movie,2007.0,steve hickner,jerry seinfeld^renã©e zellweger^matthew broderick,animation^adventure^comedy^family,91 min
a-1115,374,before the devil knows you're dead,2007.0,sidney lumet,philip seymour hoffman^ethan hawke^albert finney,crime^drama^thriller,117 min
a-1116,375,do you believe?,2015.0,jon gunn,mira sorvino^sean astin^alexa penavega,drama,120 min
a-1117,376,beowulf,2007.0,robert zemeckis,ray winstone^crispin glover^angelina jolie,animation^action^adventure^fantasy,115 min
a-1118,377,blades of glory,2007.0,josh gordon,will ferrell^jon heder^amy poehler,comedy^sport,93 min
a-1119,378,blonde ambition,2008.0,scott marshall,jessica simpson^luke wilson^rachael leigh cook,comedy^romance,93 min
a-1120,379,the blue hour,2015.0,anucha boonyawatana,atthaphan poonsawas^oabnithi wiwattanawarang^djuangjai hirunsri,,97 min
a-1121,380,blue state,2008.0,marshall lewy,breckin meyer^anna paquin^joyce krenz,comedy^drama^romance,88 min
a-1122,381,the bourne ultimatum,2007.0,paul greengrass,matt damon^ã‰dgar ramã­rez^joan allen,action^thriller,115 min
a-1123,382,bratz: babyz the movie,2006.0,davis doi,ashleigh ball^kathleen barr^lisa ann beley,animation^action^adventure^family^fantasy,66 min
a-1124,383,the brave one,2007.0,neil jordan,jodie foster^terrence howard^naveen andrews,crime^drama^thriller,122 min
a-1126,384,bridge to terabithia,2007.0,gabor csupo,josh hutcherson^annasophia robb^zooey deschanel,adventure^drama^family^fantasy,96 min
a-1127,385,broken english,2008.0,zoe r. cassavetes,parker posey^melvil poupaud^gena rowlands,comedy^drama^romance,93 min
a-1128,386,brooklyn rules,2009.0,michael corrente,paulo araujo^daniel tay^ty thomas reed,crime^drama,99 min
a-1129,387,brotherhood of blood,2008.0,michael roesch,victoria pratt^jason connery^ken foree,horror^thriller,88 min
a-1130,388,the brothers solomon,2007.0,bob odenkirk,will arnett^will forte^jenna fischer,comedy,93 min
a-1131,389,the bucket list,2008.0,rob reiner,jack nicholson^morgan freeman^sean hayes,adventure^comedy^drama,97 min
a-1132,390,cake: a wedding story,2010.0,will wallace,g.w. bailey^thomas calabro^william zabka,comedy,
a-1133,391,captivity,2007.0,roland joffã©,elisha cuthbert^daniel gillies^pruitt taylor vince,crime^horror^thriller,96 min
a-1134,392,care bears: oopsy does it!,2007.0,davis doi,ashleigh ball^ian james corlett^scott mcneil,animation^family,
a-1135,393,cassandra's dream,2008.0,woody allen,colin farrell^ewan mcgregor^hayley atwell,crime^drama^romance^thriller,108 min
a-1136,394,catacombs,2007.0,tomm coker,shannyn sossamon^pink^emil hostina,horror^thriller,100 min
a-1137,395,chapter 27,2007.0,j.p. schaefer,chuck cooper^victor verhaeghe^robert gerard larkin,crime^drama,84 min
a-1138,396,charlie wilson's war,2007.0,mike nichols,tom hanks^julia roberts^philip seymour hoffman,biography^comedy^drama^history,102 min
a-1139,397,chicago 10,2007.0,brett morgen,jeffrey wright^nick nolte^roy scheider,documentary^animation^history^war,110 min
a-1140,398,the comebacks,2007.0,tom brady,david koechner^robert ri'chard^carl weathers,comedy^sport,84 min
a-1141,399,the condemned,2007.0,scott wiper,steve austin^vinnie jones^nathan jones,action^thriller,113 min
a-1142,400,control,2007.0,anton corbijn,sam riley^samantha morton^craig parkinson,biography^drama^music,122 min
a-1143,401,crazy love,2007.0,dan klores,burt pugach^linda pugach^bob janoff,documentary,92 min
a-1144,402,cthulhu,2007.0,dan gildark,jason cottle^casey curran^ethan atkinson,drama^horror^thriller,100 min
a-1145,403,daddy day camp,2007.0,fred savage,cuba gooding jr.^lochlyn munro^richard gant,comedy^family,93 min
a-1146,404,daddy's little girls,2007.0,tyler perry,gabrielle union^idris elba^tracee ellis ross,drama^romance,100 min
a-1147,405,dalai lama renaissance,2008.0,khashyar darvich,the dalai lama^harrison ford^amit goswami,documentary,81 min
a-1148,406,dan in real life,2007.0,peter hedges,steve carell^juliette binoche^dane cook,comedy^drama^romance,98 min
a-1149,407,darfur now,2007.0,ted braun,don cheadle^ahmed mahammed abaka^sheikh ahmed mohamad abakar,documentary,98 min
a-1150,408,day zero,2007.0,bryan gunnar cole,elijah wood^chris klein^jon bernthal,drama,92 min
a-1151,409,tremors,1990.0,ron underwood,kevin bacon^fred ward^finn carter,comedy^horror^sci-fi,96 min
a-1152,410,death sentence,2007.0,james wan,kevin bacon^john goodman^kelly preston,action^crime^drama^thriller,105 min
a-1153,411,delta farce,2007.0,c.b. harding,larry the cable guy^bill engvall^dj qualls,action^adventure^comedy,90 min
a-1154,412,dirty country,2007.0,joe pickett,red peters^larry pierce^clarence reid,documentary,70 min
a-1155,413,disturbia,2007.0,d.j. caruso,shia labeouf^david morse^carrie-anne moss,drama^mystery^thriller,105 min
a-1156,414,the diving bell and the butterfly,2008.0,julian schnabel,mathieu amalric^emmanuelle seigner^marie-josã©e croze,biography^drama,112 min
a-1157,415,eastern promises,2007.0,david cronenberg,naomi watts^viggo mortensen^armin mueller-stahl,crime^thriller,100 min
a-1158,416,ed gein: the butcher of plainfield,2007.0,michael feifer,kane hodder^adrienne frantz^michael berryman,crime^drama^horror^mystery^thriller,90 min
a-1159,417,elvis and anabelle,2008.0,will geiger,max minghella^blake lively^joe mantegna,drama^romance,106 min
a-1160,418,enchanted,2007.0,kevin lima,amy adams^susan sarandon^james marsden,animation^comedy^family^fantasy^musical^romance,107 min
a-1161,419,epic movie,2007.0,jason friedberg,kal penn^jennifer coolidge^fred willard,adventure^comedy,86 min
a-1162,420,evan almighty,2007.0,tom shadyac,steve carell^morgan freeman^lauren graham,comedy^family^fantasy,96 min
a-1163,421,evening,2007.0,lajos koltai,vanessa redgrave^toni collette^claire danes,drama^romance,117 min
a-1164,422,the ex,2007.0,jesse peretz,zach braff^amanda peet^charles grodin,comedy^romance,89 min
a-1165,423,extreme movie,2009.0,adam jay epstein,frankie muniz^michael cera^ashley schneider,comedy,86 min
a-1166,424,fantastic 4: rise of the silver surfer,2007.0,tim story,ioan gruffudd^jessica alba^chris evans,action^adventure^fantasy^sci-fi^thriller,92 min
a-1167,425,feel the noise,2007.0,alejandro chomski,omarion grandberry^giancarlo esposito^melonie diaz,drama^music,86 min
a-1168,426,finishing the game: the search for a new bruce lee,2007.0,justin lin,roger fan^dustin nguyen^sung kang,comedy,84 min
a-1169,427,firehouse dog,2007.0,todd holland,josh hutcherson^bruce greenwood^bree turner,action^comedy^family,111 min
a-1170,428,the flock,2007.0,wai-keung lau,richard gere^claire danes^kadee strickland,crime^drama^mystery^thriller,96 min
a-1171,429,for the bible tells me so,2007.0,daniel g. karslake,imogene robinson^victor robinson^gene robinson,documentary,95 min
a-1172,430,fracture,2007.0,gregory hoblit,anthony hopkins^ryan gosling^david strathairn,crime^drama^mystery^thriller,113 min
a-1173,431,102 dalmatians,2000.0,kevin lima,glenn close^gã©rard depardieu^ioan gruffudd,adventure^comedy^family,100 min
a-1174,432,28 days,2000.0,betty thomas,sandra bullock^viggo mortensen^dominic west,comedy^drama,103 min
a-1175,433,3 strikes,2000.0,dj pooh,brian hooks^n'bushe wright^faizon love,comedy,82 min
a-1176,434,the 6th day,2000.0,roger spottiswoode,arnold schwarzenegger^michael rapaport^tony goldwyn,action^mystery^sci-fi^thriller,123 min
a-1177,435,across the line: the exodus of charlie wright,2010.0,r. ellis frazier,aidan quinn^andy garcia^mario van peebles,crime^drama,94 min
a-1178,436,adventures in wild california,2001.0,greg macgillivray,troy hartman^stephen c. sillett^jimmy smits,documentary^short,41 min
a-1179,437,the adventures of rocky & bullwinkle,2000.0,des mcanuff,robert de niro^rene russo^piper perabo,animation^adventure^comedy^family^fantasy,92 min
a-1180,438,all the pretty horses,2000.0,billy bob thornton,matt damon^penã©lope cruz^henry thomas,drama^romance^western,116 min
a-1181,439,almost famous,2000.0,cameron crowe,billy crudup^patrick fugit^kate hudson,drama^music^romance,122 min
a-1182,440,american psycho,2000.0,mary harron,christian bale^justin theroux^josh lucas,drama^horror,102 min
a-1183,441,animal factory,2000.0,steve buscemi,willem dafoe^edward furlong^danny trejo,crime^drama,94 min
a-1184,442,the art of war,2000.0,christian duguay,wesley snipes^anne archer^maury chaykin,action^adventure^crime^thriller,117 min
a-1185,443,bait,2012.0,kimble rendall,richard brancatisano^xavier samuel^chris betts,action^horror^sci-fi^thriller,93 min
a-1186,444,autumn in new york,2000.0,joan chen,richard gere^winona ryder^anthony lapaglia,drama,103 min
a-1187,445,bamboozled,2000.0,spike lee,damon wayans^savion glover^jada pinkett smith,comedy^drama^music,135 min
a-1188,446,battlefield earth,2000.0,roger christian,john travolta^forest whitaker^barry pepper,action^adventure^sci-fi,118 min
a-1189,447,the beach,2000.0,danny boyle,leonardo dicaprio^daniel york^patcharawan patarakijjanon,adventure^drama^thriller,119 min
a-1190,448,beat,2000.0,gary walkow,courtney love^kiefer sutherland^lisa sheridan,drama,93 min
a-1191,449,beautiful joe,2000.0,stephen metcalfe,sharon stone^billy connolly^gil bellows,comedy^drama,98 min
a-1192,450,bedazzled,2000.0,harold ramis,brendan fraser^elizabeth hurley^frances o'connor,comedy^fantasy^romance,93 min
a-1193,451,before night falls,2001.0,julian schnabel,javier bardem^johnny depp^olatz lã³pez garmendia,biography^drama,133 min
a-1194,452,best in show,2000.0,christopher guest,fred willard^eugene levy^catherine o'hara,comedy,90 min
a-1195,453,big momma's house,2000.0,raja gosnell,martin lawrence^nia long^paul giamatti,action^comedy^crime,99 min
a-1196,454,the big tease,2000.0,kevin allen,craig ferguson^chris langham^david rasche,comedy,86 min
a-1197,455,bless the child,2000.0,chuck russell,kim basinger^jimmy smits^rufus sewell,crime^drama^horror^thriller,107 min
a-1198,456,boiler room,2000.0,ben younger,giovanni ribisi^vin diesel^nia long,crime^drama^thriller,120 min
a-1199,457,book of shadows: blair witch 2,2000.0,joe berlinger,jeffrey donovan^stephen barker turner^erica leerhsen,adventure^horror^mystery^thriller,90 min
a-1200,458,a boy named sue,2001.0,julie wyman,,documentary,69 min
a-1201,459,boys and girls,2000.0,robert iscove,freddie prinze jr.^claire forlani^brendon ryan barrett,comedy^drama^romance,94 min
a-1202,460,bring it on,2000.0,peyton reed,kirsten dunst^eliza dushku^jesse bradford,comedy^sport,98 min
a-1203,461,the broken hearts club: a romantic comedy,2000.0,greg berlanti,timothy olyphant^dean cain^zach braff,comedy^drama^romance^sport,94 min
a-1204,462,brother,2001.0,takeshi kitano,takeshi kitano^claude maki^omar epps,crime^drama^thriller,114 min
a-1205,463,cast away,2000.0,robert zemeckis,tom hanks^helen hunt^paul sanchez,adventure^drama,143 min
a-1206,464,cecil b. demented,2000.0,john waters,melanie griffith^stephen dorff^alicia witt,comedy^crime^thriller,87 min
a-1207,465,the cell,2000.0,tarsem singh,jennifer lopez^vince vaughn^vincent d'onofrio,horror^sci-fi^thriller,107 min
a-1208,466,center stage,2000.0,nicholas hytner,amanda schull^ethan stiefel^sascha radetsky,drama^music^romance,115 min
a-1209,467,charlie's angels,2000.0,mcg,cameron diaz^drew barrymore^lucy liu,action^adventure^comedy^crime^thriller,98 min
a-1210,468,cherry falls,2000.0,geoffrey wright,brittany murphy^jay mohr^michael biehn,comedy^horror^mystery^thriller,92 min
a-1211,469,chinese coffee,2000.0,al pacino,al pacino^jerry orbach^susan floyd,drama,99 min
a-1212,470,chocolat,2001.0,lasse hallstrã¶m,juliette binoche^judi dench^alfred molina,drama^romance,121 min
a-1213,471,chuck & buck,2000.0,miguel arteta,mike white^chris weitz^lupe ontiveros,comedy^drama,96 min
a-1214,472,the contender,2000.0,rod lurie,joan allen^gary oldman^jeff bridges,drama^thriller,126 min
a-1215,473,coyote ugly,2000.0,david mcnally,piper perabo^adam garcia^john goodman,comedy^drama^music^romance,100 min
a-1216,474,the crew,2000.0,michael dinner,richard dreyfuss^burt reynolds^dan hedaya,crime^comedy,88 min
a-1217,475,the crossing,2014.0,john woo,takeshi kaneshiro^ziyi zhang^hye-kyo song,drama,129 min
a-1218,476,cruel intentions 2,2001.0,roger kumble,robin dunne^sarah thompson^keri lynn pratt,drama,87 min
a-1219,477,dinosaur,2000.0,eric leighton,d.b. sweeney^julianna margulies^samuel e. wright,animation^adventure^family^sci-fi^thriller,82 min
a-1220,478,down to you,2000.0,kris isacsson,freddie prinze jr.^julia stiles^selma blair,comedy^drama^romance,91 min
a-1221,479,dr. t and the women,2000.0,robert altman,richard gere^helen hunt^farrah fawcett,comedy^drama^romance,122 min
a-1222,480,dracula 2000,2000.0,patrick lussier,gerard butler^justine waddell^jonny lee miller,horror^thriller,99 min
a-1223,481,drowning mona,2000.0,nick gomez,danny devito^bette midler^neve campbell,crime^mystery^comedy,96 min
a-1224,482,dude where's my car?,2000.0,danny leiner,ashton kutcher^seann william scott^jennifer garner,comedy,83 min
a-1225,483,duets,2000.0,bruce paltrow,huey lewis^gwyneth paltrow^paul giamatti,comedy^drama^music,112 min
a-1226,484,dungeons & dragons,2000.0,courtney solomon,justin whalin^jeremy irons^zoe mclellan,action^adventure^comedy^fantasy,107 min
